date,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyEbitda,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyChangeInInventory,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGrossProfit,annualTotalRevenue,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyPretaxIncome,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyTotalRevenue,annualChangeInInventory,quarterlyOperatingIncome,annualCurrentDebt,annualNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingInvestingCashFlow,trailingSaleOfInvestment,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockholdersEquity,annualNonCurrentDeferredRevenue,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,quarterlyDilutedAverageShares,annualCurrentLiabilities,annualStockBasedCompensation,annualBasicEPS,annualGoodwill,annualTotalAssets,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsReceivable,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOperatingIncome,trailingGrossProfit,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccountsPayable,trailingOperatingIncome,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyBasicEPS,trailingPretaxIncome,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingInterestExpense,trailingBasicEPS
2015-06-30,163777000.0,,,0.0,,,,,344431000.0,,24852000.0,-137100000.0,208734000.0,,-1632000.0,,0.0,,,-56816000.0,,,,,,,364058000,,,,19290000.0,3863993000.0,293979000.0,-224968000.0,,0.0,,-7253000.0,,,-10369000.0,,,,933675000.0,,,,170657000.0,,,0.0,1883707000.0,598980000.0,777851000.0,,,0.0,842989000.0,,,1155153000.0,0.33,19290000.0,,55619000.0,264074000.0,3144453000.0,,-158266000.0,,,,1125997000,,364058000,,,19920000.0,,,,,,,,,108664000.0,115038000,,115038000.0,,,,,,,,,-96356000.0,0.0,,,,,138451000.0,0.0,239446000.0,192322000.0,,766046000.0,,352450000.0,,,,,,,,,1003143000.0,,298501000.0,,,,-1079000.0,250825000.0,,28633000.0,274223000.0,567312000.0,,,,,761939000.0,,,,,,,,,1212421000.0,,,113068000.0,,,3495000.0,558053000.0,,,293979000.0,,390335000.0,,-230479000.0,,,,3601126000.0,55448000.0,,,0.33,,,-58667000.0,1620840000.0,,169005000.0,6125000.0,,,115038000.0,5484833000.0,,,-49602000.0,,,,,,,,,,,,,,
2015-09-30,196743000.0,,,-200064000.0,,,,,344040000.0,,26726000.0,-12004000.0,207887000.0,,1805000.0,,0.0,,,-64642000.0,,,,,,,405937000,,,,18875000.0,3837325000.0,261757000.0,-116777000.0,,-88241000.0,,4742000.0,,,-3563000.0,,,,937304000.0,,,,215671000.0,,,0.0,1803762000.0,564586000.0,839335000.0,,,0.0,846265000.0,,,1187114000.0,0.42,18875000.0,,68389000.0,202780000.0,3291735000.0,,-171282000.0,,,,1127887000,,405937000,,,-184802000.0,,,,,,,,,271520000.0,147282000,,147282000.0,,,,,,,,,-32222000.0,0.0,,,,,132814000.0,0.0,307965000.0,190583000.0,,788943000.0,,351364000.0,,,,,,,,,1053134000.0,,301023000.0,,,,317000.0,246711000.0,,23702000.0,265642000.0,572828000.0,,,,,721950000.0,,,,,,,,,1248773000.0,,,115562000.0,,,3499000.0,464537000.0,,,261757000.0,,293979000.0,,-142238000.0,,,,3719163000.0,57841000.0,,,0.43,,,-45878000.0,1685600000.0,,193310000.0,5613000.0,,,147282000.0,5522925000.0,,,100238000.0,,,,,,,,,,,,,,
2015-12-31,245627000.0,,65245000.0,-144993000.0,,-648220000.0,2262024000.0,-1003075000.0,340852000.0,2312289000.0,25865000.0,-13532000.0,215510000.0,-345057000.0,60574000.0,-160124000.0,0.0,,202065000.0,-76354000.0,,,1827833000.0,,0.0,539362000.0,426350000,,-233081000.0,242116000.0,16795000.0,3870384000.0,402122000.0,-58386000.0,44156000.0,255375000.0,242018000.0,7786000.0,11820000.0,,7639000.0,,,-14325000.0,976078000.0,4425267000.0,3734151000.0,539799000.0,227932000.0,3674486000.0,299306000.0,-106115000.0,1827833000.0,583465000.0,777866000.0,1691600000.0,,-14325000.0,913734000.0,15788000.0,,1309214000.0,0.48,16795000.0,-179427000.0,61824000.0,111059000.0,3457843000.0,0.0,-170045000.0,,,,1175294000,12951000.0,426350000,41797000.0,539362000.0,-152053000.0,-1003075000.0,-1478129000.0,539362000.0,2893350000.0,635203000.0,278443000.0,750781000.0,,353095000.0,166108000,-1405943000.0,166108000.0,,,1.54,324516000.0,1208387000.0,3870384000.0,25865000.0,343178000.0,140365000.0,0.0,70121000.0,,563353000.0,,141263000.0,0.0,242116000.0,199216000.0,,799182000.0,3457843000.0,347892000.0,777866000.0,70121000.0,1.57,799182000.0,5561984000.0,452225000.0,,236249000.0,1034084000.0,,173073000.0,-487981000.0,,1034084000.0,628000.0,324516000.0,3503000.0,15788000.0,278443000.0,563353000.0,1531917000.0,,,1309214000.0,748944000.0,947526000.0,913734000.0,,215510000.0,,7000.0,513181000.0,111059000.0,1250617000.0,1250617000.0,,123150000.0,,402122000.0,3503000.0,513181000.0,,1531917000.0,402122000.0,74000.0,261757000.0,,-27853000.0,2312289000.0,0.0,402122000.0,3734151000.0,41797000.0,,,0.49,,,15996000.0,1691600000.0,350908000.0,202065000.0,-1729000.0,781380000.0,173073000.0,166108000.0,5561984000.0,0.0,-76354000.0,183050000.0,,,,,,,,,,,,,,
2016-03-31,32473000.0,,,-150056000.0,,,,,339518000.0,,12062000.0,31808000.0,209388000.0,,7978000.0,,0.0,,,-67684000.0,,,,,,,391041000,,,,17811000.0,3916327000.0,295589000.0,-303554000.0,,0.0,,-8452000.0,,,-23060000.0,,,,962542000.0,,,,217129000.0,,,0.0,1728638000.0,591961000.0,775932000.0,,,,902233000.0,,,1366479000.0,0.43,17811000.0,,66769000.0,207860000.0,3608203000.0,,-178283000.0,,,,1138135000,,391041000,,,-130932000.0,,,,,,,,,327083000.0,150360000,,150360000.0,,,,,,,,,-106533000.0,0.0,,,,,133532000.0,0.0,244876000.0,175593000.0,,849490000.0,,345900000.0,,,,,,,,,941792000.0,,203268000.0,,,,1681000.0,336491000.0,,22579000.0,279906000.0,553680000.0,,,,,747094000.0,,,,,,,,,1246166000.0,,,119126000.0,,,3511000.0,503449000.0,,,295589000.0,,402122000.0,,-157744000.0,,,,3865854000.0,41762000.0,,,0.44,,,101787000.0,1678165000.0,,200451000.0,8703000.0,,,150360000.0,5594492000.0,,,148800000.0,,,,,,,,,,,,,,
2016-06-30,150838000.0,,,-50019000.0,,,,,337759000.0,,12048000.0,-68224000.0,242122000.0,,11599000.0,,0.0,,,-82354000.0,,,,,,,446868000,,,,20143000.0,4053976000.0,377582000.0,-134427000.0,,0.0,,5906000.0,,,17832000.0,,,,1010406000.0,,,,243782000.0,,,0.0,1933708000.0,610292000.0,815093000.0,,,,910482000.0,,,1437825000.0,0.48,20143000.0,,77328000.0,252309000.0,3774657000.0,,-201848000.0,,,,1215962000,,446868000,,,-34835000.0,,,,,,,,,254942000.0,166454000,,166454000.0,,,,,,,,,81993000.0,0.0,,,,,135164000.0,0.0,234813000.0,205556000.0,,847939000.0,,344026000.0,,,,,,,,,983310000.0,,89930000.0,,,,2470000.0,352260000.0,,16694000.0,299750000.0,546174000.0,,,,,769094000.0,,,,,,,,,1265935000.0,,,124970000.0,,,3516000.0,629891000.0,,,377582000.0,,295589000.0,,-83417000.0,,,,3845843000.0,38408000.0,,,0.49,,,-61105000.0,1725575000.0,,204214000.0,663000.0,,,166454000.0,5779551000.0,,,53094000.0,,,,,,,,,,,,,,
2016-09-30,78789000.0,,,0.0,,,,,338684000.0,,13743000.0,-30362000.0,219531000.0,,-45499000.0,,0.0,,,-84747000.0,,,,,,,425195000,,,,18942000.0,4278035000.0,431497000.0,-257614000.0,,0.0,,-3044000.0,,,-14338000.0,,,,1001587000.0,,,,241808000.0,,,0.0,1998315000.0,599742000.0,828060000.0,,,,842432000.0,,,1476126000.0,0.49,18942000.0,,71829000.0,261185000.0,3944636000.0,,-189755000.0,,,,1184557000,,425195000,,,71306000.0,,,,,,,,,240349000.0,169979000,,169979000.0,,,,,,,,,53915000.0,0.0,,,,,136755000.0,0.0,263197000.0,182970000.0,,848452000.0,,344817000.0,,,,,,,,,985164000.0,,143859000.0,,,,-417000.0,292769000.0,,19705000.0,308713000.0,535920000.0,,,,,759362000.0,,,,,,,,,1282419000.0,,,127289000.0,,,3536000.0,692682000.0,,,431497000.0,,377582000.0,,-146648000.0,,,,3950212000.0,36619000.0,,,0.5,,,3017000.0,1670492000.0,,199356000.0,35762000.0,,,169979000.0,5948527000.0,,,50594000.0,,,,,,,,,,,,,,
2016-12-31,201799000.0,,-11517000.0,-500200000.0,,-771595000.0,2464380000.0,-1106042000.0,334931000.0,2658566000.0,12800000.0,18651000.0,238134000.0,-700275000.0,14405000.0,78258000.0,0.0,,219248000.0,-110165000.0,,,1619361000.0,,0.0,636484000.0,427025000,,-231261000.0,269231000.0,17640000.0,3927947000.0,170861000.0,-94179000.0,49829000.0,0.0,281950000.0,4924000.0,4479000.0,,6369000.0,,,0.0,1042822000.0,4796473000.0,4010602000.0,551418000.0,215715000.0,4017357000.0,384017000.0,0.0,1619361000.0,662385000.0,845401000.0,1702016000.0,,,856615000.0,14740000.0,,1552524000.0,0.44,17640000.0,-48127000.0,66024000.0,185588000.0,4094327000.0,0.0,-201709000.0,,,,1257819000,-666000.0,427025000,26197000.0,636484000.0,-492191000.0,-1106042000.0,0.0,636484000.0,3106344000.0,402122000.0,311839000.0,779116000.0,,333238000.0,149691000,-789774000.0,149691000.0,,,1.85,306263000.0,463899000.0,3927947000.0,12800000.0,337740000.0,-260636000.0,0.0,74536000.0,,537552000.0,,145967000.0,0.0,269231000.0,214997000.0,,844200000.0,4094327000.0,339890000.0,845401000.0,74536000.0,1.88,844200000.0,5629963000.0,504236000.0,,-586652000.0,944943000.0,,109374000.0,-482078000.0,,944943000.0,-7086000.0,306263000.0,3537000.0,14740000.0,311839000.0,537552000.0,1690129000.0,,,1552524000.0,830794000.0,1155612000.0,856615000.0,,238134000.0,,-13197000.0,356449000.0,185588000.0,1285256000.0,1285256000.0,,132851000.0,,170861000.0,3537000.0,356449000.0,,1690129000.0,170861000.0,-3352000.0,431497000.0,,-94269000.0,2658566000.0,0.0,170861000.0,4010602000.0,26197000.0,,,0.45,,,34559000.0,1702016000.0,343653000.0,219248000.0,4701000.0,918434000.0,109374000.0,149691000.0,5629963000.0,0.0,-110165000.0,131529000.0,,,,,,,,,,,,,,
2017-03-31,115030000.0,,,0.0,,,,,329973000.0,,12506000.0,-33175000.0,207001000.0,,11214000.0,,0.0,,,-99649000.0,,,,,,,577952000,,,,17500000.0,4112876000.0,378452000.0,-103852000.0,,0.0,,-4266000.0,,,-21908000.0,,,,1061493000.0,,,,243010000.0,,,,1826110000.0,648592000.0,833539000.0,,,,856793000.0,,,1569023000.0,0.52,17500000.0,,69797000.0,153458000.0,4245101000.0,,-165542000.0,,,,1260486000,,443119000,,,4369000.0,,,,,,,,,303585000.0,173213000,,173213000.0,,,,,,,,,207591000.0,0.0,,,,,145901000.0,0.0,271066000.0,198993000.0,,845842000.0,,336190000.0,,,,,,,,,986354000.0,,77206000.0,,,,-1116000.0,311540000.0,,19013000.0,338074000.0,532747000.0,,,,,817367000.0,,,,,,,,,1294420000.0,,,134833000.0,,,3545000.0,531910000.0,,,378452000.0,,170861000.0,,-53340000.0,,,,3977098000.0,17398000.0,,,0.52,,,-34236000.0,1690332000.0,,190607000.0,-6314000.0,,,173213000.0,5803208000.0,,,138043000.0,,,,,,,,,,,,,,
2017-06-30,72325000.0,,,0.0,,,,,331056000.0,,13446000.0,-67990000.0,259092000.0,,14635000.0,,0.0,,,-83545000.0,,,,,,,616507000,,,,21859000.0,4355503000.0,460430000.0,-237651000.0,,0.0,,4477000.0,,,55555000.0,,,,1068931000.0,,,,252049000.0,,,,2012226000.0,654020000.0,841709000.0,,,,861429000.0,,,1593999000.0,0.53,21859000.0,,72366000.0,176563000.0,4424784000.0,,-180832000.0,,,,1291994000,,472451000,,,23281000.0,,,,,,,,,292243000.0,179683000,,179683000.0,,,,,,,,,81978000.0,0.0,,,,,142835000.0,0.0,238333000.0,223063000.0,,849876000.0,,337898000.0,,,,,,,,,1036980000.0,,110875000.0,,,,2661000.0,323062000.0,,14550000.0,325790000.0,524921000.0,,,,,819543000.0,,,,,,,,,1306931000.0,,,144056000.0,,,3556000.0,636993000.0,,,460430000.0,,378452000.0,,-129144000.0,,,,4046415000.0,18494000.0,,,0.54,,,-45487000.0,1703138000.0,,184734000.0,-4329000.0,,,179683000.0,6058641000.0,,,111411000.0,,,,,,,,,,,,,,
2017-09-30,50557000.0,,,-23389000.0,,,,,331993000.0,,13032000.0,8485000.0,204323000.0,,10818000.0,,0.0,,,-72741000.0,,,,,,,597162000,,,,19858000.0,4564003000.0,573054000.0,-252186000.0,,0.0,,-1120000.0,,,-46298000.0,,,,1073103000.0,,,,250415000.0,,,,2231504000.0,648799000.0,806865000.0,,,,861388000.0,,,1587035000.0,0.52,19858000.0,,72991000.0,278996000.0,4602208000.0,,-148217000.0,,,,1276007000,,450810000,,,-11000.0,,,,,,,,,362937000.0,177424000,,177424000.0,,,,,,,,,112624000.0,0.0,,,,,153834000.0,0.0,260932000.0,202904000.0,,851961000.0,,338780000.0,,,,,,,,,1020707000.0,,112401000.0,,,,2509000.0,327340000.0,,15687000.0,327622000.0,521016000.0,,,,,825197000.0,,,,,,,,,1304173000.0,,,146352000.0,,,3568000.0,852050000.0,,,573054000.0,,460430000.0,,-154526000.0,,,,4000752000.0,13988000.0,,,0.53,,,60643000.0,1668253000.0,,145182000.0,-17000.0,,,177424000.0,6232256000.0,,,214720000.0,,,,,,,,,,,,,,
2017-12-31,54162000.0,,47409000.0,-150045000.0,,-665877000.0,2632088000.0,-1304673000.0,331418000.0,2907992000.0,13564000.0,-177774000.0,218996000.0,-173434000.0,10742000.0,-32836000.0,0.0,,134011000.0,-73382000.0,,,2380227000.0,,0.0,866978000.0,603664000,,200062000.0,247677000.0,23802000.0,4785348000.0,370923000.0,-412162000.0,-14255000.0,0.0,100151000.0,-63000.0,8012000.0,,19611000.0,,,0.0,1084654000.0,5142272000.0,4089084000.0,605046000.0,221655000.0,4288181000.0,641798000.0,,2380227000.0,680677000.0,789595000.0,1683963000.0,,,894368000.0,15749000.0,,1603319000.0,1.0,23802000.0,-270454000.0,-115003000.0,434844000.0,4938866000.0,0.0,-171286000.0,,,,1313785000,-972000.0,448182000,11585000.0,866978000.0,-138623000.0,-1304673000.0,0.0,866978000.0,3327710000.0,170861000.0,311337000.0,854091000.0,,348910000.0,336658000,-1005851000.0,336658000.0,,,2.57,365674000.0,292074000.0,4785348000.0,13564000.0,331373000.0,-202131000.0,0.0,,,515130000.0,,162476000.0,0.0,247677000.0,229131000.0,,853005000.0,4938866000.0,338039000.0,789595000.0,83019000.0,2.62,853005000.0,6469311000.0,580723000.0,,-110984000.0,1042781000.0,,196837000.0,-632048000.0,,1042781000.0,-8317000.0,365674000.0,3592000.0,15749000.0,311337000.0,515130000.0,1814562000.0,,,1603319000.0,865603000.0,1307675000.0,894368000.0,,218996000.0,,6960000.0,805767000.0,434844000.0,1301912000.0,1301912000.0,,155482000.0,,370923000.0,3592000.0,805767000.0,,2395285000.0,370923000.0,-4263000.0,573054000.0,,-295038000.0,2907992000.0,,370923000.0,4089084000.0,11585000.0,,,1.02,,,-13756000.0,1683963000.0,337999000.0,134011000.0,-3595000.0,967129000.0,196837000.0,336658000.0,6469311000.0,0.0,-73382000.0,177624000.0,,,,,,,,,,,,,,
2018-03-31,101674000.0,,,-87624000.0,,,,,332395000.0,,6891000.0,74484000.0,210046000.0,,-3047000.0,,,,,-71486000.0,,,,,,,347807000,,,,24935000.0,4900494000.0,413399000.0,-211498000.0,,,,1445000.0,,,7608000.0,,,,1061583000.0,,,,200079000.0,,,,2365215000.0,682242000.0,802942000.0,,,-75000000.0,808202000.0,,,1600876000.0,0.48,,,40078000.0,507965000.0,5106467000.0,,-161785000.0,,,,1292861000,,195215000,,,-154311000.0,,,,,,,,,408965000.0,160001000,,160001000.0,,,,,,,,,42476000.0,,,,,,161617000.0,,275077000.0,231278000.0,,853834000.0,,336534000.0,,,,,,,,,1040741000.0,,172007000.0,,,,4864000.0,362538000.0,,14301000.0,311015000.0,438773000.0,,,,,866368000.0,,,,,,,,,1308548000.0,,,152592000.0,,,3599000.0,921364000.0,,,413399000.0,,370923000.0,,-151387000.0,,,,4146423000.0,6804000.0,,,0.48,,,-70608000.0,1611144000.0,,211158000.0,-1723000.0,,,160001000.0,6511638000.0,,,247180000.0,,,,,,,,,,,,,,
2018-06-30,230054000.0,,,-200000000.0,,,,,330206000.0,,4317000.0,-58696000.0,284203000.0,,4783000.0,,,,,-92655000.0,,,,,,,368340000,,,,24204000.0,4878854000.0,510968000.0,316000.0,,,,-1055000.0,,,35756000.0,,,,1128944000.0,,,,214884000.0,,,,2379392000.0,730569000.0,835687000.0,,,0.0,814458000.0,,,1666309000.0,0.51,,,45527000.0,374596000.0,5275824000.0,,-186533000.0,,,,1367727000,,208287000,,,-195969000.0,,,,,,,,,299701000.0,169357000,,169357000.0,,,,,,,,,97569000.0,,,,,,168278000.0,,270661000.0,238783000.0,,849455000.0,,333562000.0,,,,,,,,,1151860000.0,,118286000.0,,,,6597000.0,371381000.0,,15345000.0,278668000.0,438760000.0,,,,,920657000.0,,,,,,,,,1307283000.0,,,160053000.0,,,3605000.0,885564000.0,,,510968000.0,,413399000.0,,-43205000.0,,,,4149607000.0,2155000.0,,,0.51,,,-115431000.0,1650145000.0,,208274000.0,-7276000.0,,,169357000.0,6528999000.0,,,113168000.0,,,,,,,,,,,,,,
2018-09-30,122711000.0,,,-57586000.0,,,,,329342000.0,,4317000.0,-31915000.0,258431000.0,,14676000.0,,,,,-101009000.0,,,,,,,368259000,,,,25209000.0,5065730000.0,498614000.0,-350912000.0,,,,-9396000.0,,,-21602000.0,,,,1109741000.0,,,,214099000.0,,,,2386810000.0,708735000.0,907025000.0,,,0.0,812645000.0,,,1697249000.0,0.51,,,44718000.0,314932000.0,5445205000.0,,-191059000.0,,,,1340073000,,207156000,,,4576000.0,,,,,,,,,338454000.0,169381000,,169381000.0,,,,,,,,,-12354000.0,,,,,,172297000.0,,293498000.0,230332000.0,,848237000.0,,332937000.0,,,,,,,,,1210616000.0,,338233000.0,,,,6943000.0,369547000.0,,24744000.0,352778000.0,438781000.0,,,,,902585000.0,,,,,,,,,1302799000.0,,,161103000.0,,,3619000.0,813546000.0,,,498614000.0,,510968000.0,,-282564000.0,,,,4398590000.0,2318000.0,,,0.51,,,-64003000.0,1719670000.0,,212072000.0,1504000.0,,,169381000.0,6785400000.0,,,147395000.0,,,,,,,,,,,,,,
2018-12-31,97357000.0,,34428000.0,-277917000.0,,-757440000.0,2883165000.0,-1530426000.0,327956000.0,3274001000.0,,67635000.0,293534000.0,-623127000.0,18016000.0,-207785000.0,,,198850000.0,-103552000.0,,,2318804000.0,,,630059000.0,332970000,,3203000.0,265053000.0,21075000.0,4928389000.0,374126000.0,-266843000.0,-3009000.0,,170792000.0,-301000.0,7987000.0,,43440000.0,,,-75000000.0,1128709000.0,5366325000.0,4389832000.0,683663000.0,171789000.0,4428977000.0,696569000.0,,2318804000.0,761619000.0,962690000.0,1780247000.0,,0.0,817557000.0,25029000.0,,1743575000.0,0.4,,51508000.0,40469000.0,401285000.0,5576525000.0,,-218063000.0,,,,1365664000,-9307000.0,164127000,4914000.0,630059000.0,-264083000.0,-1530426000.0,,630059000.0,3654192000.0,370923000.0,399189000.0,937348000.0,,406889000.0,131320000,-828937000.0,131320000.0,,,1.89,336379000.0,551796000.0,4928389000.0,,330084000.0,-124488000.0,42376000.0,,,438802000.0,,181471000.0,,265053000.0,236955000.0,,847544000.0,5576525000.0,330824000.0,962690000.0,95423000.0,1.91,847544000.0,6708636000.0,642591000.0,,-609787000.0,1183494000.0,,300046000.0,-623293000.0,,1183494000.0,7662000.0,336379000.0,3622000.0,25029000.0,399189000.0,438802000.0,774785000.0,,,1743575000.0,964582000.0,1454009000.0,817557000.0,,293534000.0,,65202000.0,775411000.0,401285000.0,1299817000.0,1299817000.0,,168843000.0,,374126000.0,3622000.0,775411000.0,,1417376000.0,374126000.0,26066000.0,498614000.0,,-146137000.0,3274001000.0,,374126000.0,4389832000.0,4914000.0,,,0.4,,,42257000.0,1780247000.0,333572000.0,198850000.0,4486000.0,800851000.0,300046000.0,131320000.0,6708636000.0,42376000.0,-103552000.0,188826000.0,,,,,,,,,,,,,,
2019-03-31,110104000.0,,,-20542000.0,,,,,324573000.0,1924253000.0,,-39482000.0,290947000.0,,3998000.0,,,,,-100594000.0,,,,,,,364615000,,,,19860000.0,5129149000.0,503161000.0,-183655000.0,,,,928000.0,,,-10891000.0,,,,1136673000.0,,,,206376000.0,,,,2423806000.0,736383000.0,940624000.0,,,0.0,928739000.0,,,1924253000.0,0.51,,,40157000.0,400509000.0,5742744000.0,,-202806000.0,,,,1389877000,,197944000,,,-6991000.0,,,,,,,,,317266000.0,166219000,,166219000.0,,,,,,,,,129035000.0,146128000.0,,,,,180361000.0,81459000.0,230407000.0,253204000.0,,846740000.0,,327003000.0,,,,,,,,,1159215000.0,,283596000.0,,,,8432000.0,343788000.0,,24104000.0,337811000.0,438823000.0,,,,,938729000.0,,,,,,,,,1300277000.0,,,166671000.0,,,3629000.0,903670000.0,,,503161000.0,,374126000.0,,-90953000.0,,,,4574706000.0,,,,0.51,,,,1869363000.0,,219840000.0,-1730000.0,,,166219000.0,6998512000.0,,,114460000.0,,,,,,,,,,,,,,
2019-06-30,179565000.0,,,-600000000.0,,,,,321280000.0,1998244000.0,,-108645000.0,328405000.0,,11156000.0,,,,,-112848000.0,,,,,,,300932000,,,,23024000.0,4717269000.0,702924000.0,-107632000.0,,,,947000.0,,,35871000.0,,,,1162388000.0,,,,154123000.0,,,,2602470000.0,828683000.0,1031366000.0,,,0.0,1527674000.0,,,1998244000.0,0.39,,,27154000.0,250595000.0,5812031000.0,,-237427000.0,,,,1431061000,,131117000,,,102139000.0,,,,,,,,,206810000.0,126969000,,126969000.0,,,,,,,,,199763000.0,141486000.0,,,,,181047000.0,173051000.0,208994000.0,268673000.0,,847673000.0,,324662000.0,,,,,,,,,1228985000.0,,320616000.0,,,,23006000.0,347658000.0,,23163000.0,320916000.0,1038530000.0,,,,,1031271000.0,,,,,,,,,1298372000.0,,,169815000.0,,,3647000.0,953519000.0,,,702924000.0,,503161000.0,,-49770000.0,,,,4673839000.0,,,,0.4,,,,2559040000.0,,208934000.0,-7580000.0,,,126969000.0,7276309000.0,,,-30617000.0,,,,,,,,,,,,,,
