,annualTotalNonCurrentAssets,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIntangibleAssets,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualBasicEPS,annualGrossProfit,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDeferredIncomeTax,annualInvestingCashFlow,annualOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyTotalRevenue,trailingEndCashPosition,annualCashAndCashEquivalents,trailingPretaxIncome,trailingTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,annualBasicAverageShares,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,trailingChangeInAccountPayable
1317340800,9579000000.0,585000000.0,,2169000000.0,2914000000.0,737000000.0,37000000.0,245000000.0,737000000.0,737000000.0,5.307692,1612000000.0,433000000.0,,1000000.0,1212000000.0,1045000000.0,-99000000.0,2914000000.0,-1995000000.0,-1207000000.0,,-270000000.0,,-133000000.0,,4306000000.0,43000000.0,,-105000000.0,1619000000.0,184000000.0,,-81000000.0,-1392000000.0,417000000.0,-2002000000.0,,1474000000.0,2169000000.0,4306000000.0,,,0.0,307000000.0,-57000000.0,-1147000000.0,1531000000.0,11000000.0,,,-308000000.0,,149000000.0,-1392000000.0,,-201000000.0,-40000000.0,,25000000.0,,80000000.0,5.17,,-218000000.0,0.0,,404000000.0,-116000000.0,911000000.0,-14000000.0,,,,-139000000.0,0.0,,-78000000.0,,,925000000.0,,320000000.0,3000000.0,131000000.0,-1513000000.0,,,,6502000000.0,1000000.0,3291000000.0,16000000.0,1739000000.0,,307000000.0,-14000000.0,81000000.0,3387000000.0,,,430000000.0,89000000.0,-65000000.0,560000000.0,911000000.0,7092000000.0,-436000000.0,-53000000.0,8831000000.0,80000000.0,3200000000.0,737000000.0,,7092000000.0,,1846000000.0,,737000000.0,,,56000000.0,11000000.0,,,3000000.0,8831000000.0,44000000.0,12966000000.0,-113000000.0,4890000000.0,,203000000.0,414000000.0,184000000.0,44000000.0,9579000000.0,-51000000.0,-113000000.0,226000000.0,-171000000.0,,226000000.0,1442000000.0,1474000000.0,3648000000.0,3387000000.0,443000000.0,12966000000.0,80000000.0,-71000000.0,4135000000.0,3291000000.0,414000000.0,925000000.0,-25000000.0,1479000000.0,299000000.0,644000000.0,0.0,1482000000.0,,4135000000.0,3200000000.0,1739000000.0,644000000.0,3648000000.0,,404000000.0,1482000000.0,,203000000.0,11000000.0,-2077000000.0,367000000.0,,737000000.0,78000000.0,,,,,,,,,,,,,,,,,,,
1325289600,,392000000.0,,,,,,,466000000.0,466000000.0,,,,,1000000.0,,737000000.0,23000000.0,2858000000.0,0.0,-23000000.0,79000000.0,83000000.0,,,,,57000000.0,,-44000000.0,-43000000.0,197000000.0,,0.0,-1450000000.0,,,,,2088000000.0,4308000000.0,,,,191000000.0,,,,0.0,,0.778998,-271000000.0,,-184000000.0,,,,,,30000000.0,,,,,130000000.0,0.0,,,-380000000.0,770000000.0,2000000.0,,,,244000000.0,,,,,,,,,6000000.0,,,,,,,,,,1464000000.0,,,-14000000.0,,3063000000.0,,104000000.0,86000000.0,,,362000000.0,,,,,,,3247000000.0,,,6984000000.0,,1930000000.0,,,,,,,,78305729.0,,8448000000.0,-228000000.0,12513000000.0,61000000.0,,,,,,,9450000000.0,,61000000.0,,60000000.0,,759000000.0,,1428000000.0,,,,,84000000.0,,,3294000000.0,,981000000.0,-6000000.0,1408000000.0,,497000000.0,0.0,1369000000.0,,4065000000.0,,,,3607000000.0,0.77,403000000.0,,,,,-43000000.0,522000000.0,,466000000.0,,,,,,,,,,,,,,,,,,,,
1333152000,,396000000.0,,,,,,,599000000.0,599000000.0,,,,,1000000.0,,466000000.0,34000000.0,2822000000.0,0.0,-62000000.0,80000000.0,124000000.0,,,,,56000000.0,,-54000000.0,-62000000.0,164000000.0,,3000000.0,-1519000000.0,,,,,2066000000.0,4341000000.0,,,,275000000.0,,,,46000000.0,,1.121486,133000000.0,,204000000.0,,,,,,31000000.0,,,,,179000000.0,0.0,,,3000000.0,882000000.0,1000000.0,,,,288000000.0,,,,,,,,,7000000.0,,,,,,,,,,1578000000.0,,,-13000000.0,,3283000000.0,,108000000.0,-58000000.0,,,381000000.0,,,,,,,3322000000.0,,,6896000000.0,,2079000000.0,,,,,,,,78467329.0,,8474000000.0,150000000.0,12706000000.0,88000000.0,,,,,,,9423000000.0,,88000000.0,,90000000.0,,585000000.0,,1396000000.0,,,,,83000000.0,,,3319000000.0,,949000000.0,1000000.0,1504000000.0,,532000000.0,0.0,1489000000.0,,4232000000.0,,,,3588000000.0,1.1,408000000.0,,,200000000.0,,-6000000.0,575000000.0,,599000000.0,,,,,,,,,,,,,,,,,,,,
1341014400,,379000000.0,,,,,,,597000000.0,597000000.0,,,,,1000000.0,,599000000.0,55000000.0,2754000000.0,0.0,6000000.0,80000000.0,215000000.0,,,,,56000000.0,,-66000000.0,-48000000.0,154000000.0,,2000000.0,-1565000000.0,,,,,2015000000.0,4319000000.0,,,,69000000.0,,,,0.0,,1.922535,-2000000.0,,109000000.0,,,,,,30000000.0,,,,,248000000.0,0.0,,,-144000000.0,908000000.0,-5000000.0,,,,379000000.0,,,,,,,,,6000000.0,,,,,,,,,,1622000000.0,,,-18000000.0,,3353000000.0,,108000000.0,0.0,,,349000000.0,,,,,,,3455000000.0,,,6810000000.0,,2141000000.0,,,,,,,,78542152.0,,8432000000.0,43000000.0,12598000000.0,151000000.0,,,,,,,9245000000.0,,151000000.0,,160000000.0,,579000000.0,,1425000000.0,,,,,72000000.0,,,3246000000.0,,1034000000.0,4000000.0,1514000000.0,,560000000.0,0.0,1474000000.0,,4166000000.0,,,,3567000000.0,1.9,400000000.0,,,199000000.0,,-61000000.0,627000000.0,,597000000.0,,,,,,,,,,,,,,,,,,,,
1348963200,9315000000.0,754000000.0,,1973000000.0,2832000000.0,523000000.0,-15000000.0,354000000.0,523000000.0,523000000.0,0.329114,2181000000.0,667000000.0,,1000000.0,-317000000.0,597000000.0,-164000000.0,2832000000.0,0.0,-683000000.0,79000000.0,-436000000.0,,-105000000.0,,4478000000.0,81000000.0,,-134000000.0,-164000000.0,459000000.0,,-3000000.0,-1646000000.0,737000000.0,0.0,,884000000.0,1973000000.0,4478000000.0,,,0.0,218000000.0,-154000000.0,-242000000.0,1937000000.0,6000000.0,,-3.468354,-74000000.0,,225000000.0,-1646000000.0,,-298000000.0,20000000.0,,46000000.0,,80000000.0,0.329114,,-296000000.0,0.0,,208000000.0,12000000.0,877000000.0,-152000000.0,,80000000.0,80000000.0,-245000000.0,0.0,,2000000.0,,,1008000000.0,,-214000000.0,9000000.0,251000000.0,-762000000.0,,,,8206000000.0,1000000.0,3342000000.0,28000000.0,1913000000.0,,218000000.0,-18000000.0,244000000.0,3209000000.0,,110000000.0,39000000.0,137000000.0,-111000000.0,708000000.0,877000000.0,6582000000.0,-509000000.0,-52000000.0,8495000000.0,81000000.0,3163000000.0,523000000.0,,6582000000.0,,2057000000.0,,523000000.0,,,38000000.0,0.0,,79000000.0,-14000000.0,8495000000.0,91000000.0,12524000000.0,-274000000.0,6025000000.0,,217000000.0,26000000.0,459000000.0,56000000.0,9315000000.0,-63000000.0,-274000000.0,120000000.0,-272000000.0,,120000000.0,1800000000.0,884000000.0,3131000000.0,3209000000.0,67000000.0,12524000000.0,81000000.0,0.0,4029000000.0,3342000000.0,26000000.0,1008000000.0,-12000000.0,1599000000.0,430000000.0,577000000.0,0.0,1481000000.0,,4029000000.0,3163000000.0,1913000000.0,577000000.0,3131000000.0,-3.49,208000000.0,1481000000.0,,217000000.0,10000000.0,-132000000.0,458000000.0,,523000000.0,79000000.0,,,,,,,,,,,,,,,,,,,
1356912000,,375000000.0,,,,,,,488000000.0,488000000.0,,,,,1000000.0,,523000000.0,30000000.0,2817000000.0,,-43000000.0,80000000.0,132000000.0,,,,,43000000.0,,-51000000.0,-53000000.0,463000000.0,,2000000.0,-1724000000.0,,,,,1910000000.0,4541000000.0,,,,262000000.0,,,,,,1.278809,-35000000.0,,65000000.0,,,,,,32000000.0,,,,,162000000.0,0.0,,,-137000000.0,738000000.0,-3000000.0,,,,282000000.0,,,,,,,,,9000000.0,,,,,,,,,,1770000000.0,,,-18000000.0,,3077000000.0,,107000000.0,5000000.0,,,343000000.0,,,,,,,3246000000.0,,,6454000000.0,,1869000000.0,,,,,,,,78979725.0,,8224000000.0,14000000.0,12376000000.0,101000000.0,,,,,,,9299000000.0,,101000000.0,,102000000.0,,550000000.0,,608000000.0,,,,,85000000.0,,,3358000000.0,,1008000000.0,14000000.0,1332000000.0,,569000000.0,0.0,1380000000.0,,4152000000.0,,,,3090000000.0,1.26,208000000.0,,,220000000.0,,-49000000.0,537000000.0,,488000000.0,,,,,,,,,,,,,,,,,,,,
1364688000,,381000000.0,,,,,,,468000000.0,468000000.0,,,,,1000000.0,,488000000.0,12000000.0,2788000000.0,,-2475000000.0,80000000.0,67000000.0,,,,,143000000.0,,-66000000.0,-99000000.0,476000000.0,,-34000000.0,-1776000000.0,,,,,1871000000.0,4564000000.0,,,,228000000.0,,,,0.0,,0.670688,-20000000.0,,143000000.0,,,,,,39000000.0,,,,,187000000.0,0.0,,,-49000000.0,767000000.0,-2000000.0,,,,315000000.0,,,,,108000000.0,,,,8000000.0,,,,,,,,,,1770000000.0,,,-18000000.0,,3045000000.0,,105000000.0,45000000.0,,,342000000.0,,,,,,,3281000000.0,,,6324000000.0,,1974000000.0,,,,,,,,79023385.0,,8094000000.0,77000000.0,12251000000.0,53000000.0,,,,,,,9206000000.0,,53000000.0,,55000000.0,,551000000.0,,571000000.0,,,,,78000000.0,,,3333000000.0,,930000000.0,25000000.0,1406000000.0,,527000000.0,0.0,1450000000.0,,4157000000.0,,,,3033000000.0,0.66,224000000.0,,,222000000.0,,-65000000.0,568000000.0,,468000000.0,,,,,,,,,,,,,,,,,,,,
1372550400,,398000000.0,,,,,,,377000000.0,377000000.0,,,,,1000000.0,,468000000.0,41000000.0,2778000000.0,,-87000000.0,80000000.0,158000000.0,,,,,46000000.0,,-71000000.0,-265000000.0,464000000.0,,-1000000.0,-1837000000.0,,,,,1840000000.0,4615000000.0,,,-150000000.0,215000000.0,,,,0.0,,1.602949,-91000000.0,,242000000.0,,,,,,35000000.0,,,,,182000000.0,0.0,,,0.0,746000000.0,21000000.0,,,,310000000.0,,,,,,,,,8000000.0,,,,,,,,,,1818000000.0,,,-26000000.0,,2976000000.0,,106000000.0,6000000.0,,,363000000.0,,,,,,,3379000000.0,,,6242000000.0,,2059000000.0,,,,,,,,77357425.0,,8060000000.0,171000000.0,12159000000.0,124000000.0,,,,,,,9183000000.0,,124000000.0,,117000000.0,,553000000.0,,577000000.0,,,,,66000000.0,,,3348000000.0,,864000000.0,27000000.0,1479000000.0,,608000000.0,0.0,1512000000.0,,4099000000.0,,,,2958000000.0,1.55,264000000.0,,,225000000.0,,-67000000.0,580000000.0,,377000000.0,,,,,,,,,,,,,,,,,,,,
1380499200,9215000000.0,69000000.0,,1831000000.0,2842000000.0,346000000.0,61000000.0,733000000.0,346000000.0,346000000.0,8.87013,2394000000.0,1649000000.0,,1000000.0,-592000000.0,377000000.0,190000000.0,2842000000.0,-14000000.0,-44000000.0,79000000.0,593000000.0,,106000000.0,,4765000000.0,42000000.0,,-126000000.0,-175000000.0,320000000.0,,7000000.0,-1923000000.0,523000000.0,-11000000.0,,109000000.0,1831000000.0,4765000000.0,,,0.0,288000000.0,194000000.0,-320000000.0,1222000000.0,0.0,,5.25974,-31000000.0,,283000000.0,-1923000000.0,,-314000000.0,12000000.0,,72000000.0,,80000000.0,8.57,,640000000.0,0.0,,401000000.0,52000000.0,885000000.0,178000000.0,,,,742000000.0,0.0,,-26000000.0,,,899000000.0,,-177000000.0,5000000.0,273000000.0,-2649000000.0,,,-11000000.0,7813000000.0,1000000.0,3366000000.0,30000000.0,1727000000.0,,288000000.0,-26000000.0,1172000000.0,2873000000.0,,107000000.0,17000000.0,178000000.0,-5000000.0,-3000000.0,885000000.0,5808000000.0,-134000000.0,274000000.0,7535000000.0,50000000.0,3758000000.0,346000000.0,,5808000000.0,,1911000000.0,,346000000.0,,,677000000.0,0.0,-14000000.0,77000000.0,951000000.0,7535000000.0,157000000.0,12088000000.0,405000000.0,5419000000.0,,218000000.0,683000000.0,320000000.0,419000000.0,9215000000.0,-88000000.0,405000000.0,215000000.0,403000000.0,,215000000.0,1044000000.0,109000000.0,2947000000.0,2873000000.0,73000000.0,12088000000.0,50000000.0,-150000000.0,4553000000.0,3366000000.0,683000000.0,899000000.0,-4000000.0,1202000000.0,425000000.0,522000000.0,0.0,1471000000.0,,4553000000.0,3758000000.0,1727000000.0,522000000.0,2947000000.0,5.15,401000000.0,1471000000.0,,218000000.0,0.0,-139000000.0,709000000.0,,346000000.0,77000000.0,,,,,,,,,,,,,,,,,,,
1388448000,,379000000.0,,,,,,,295000000.0,295000000.0,,,,,,,346000000.0,31000000.0,2827000000.0,,-12000000.0,78000000.0,142000000.0,,,,,41000000.0,,-52000000.0,-29000000.0,314000000.0,,3000000.0,-1999000000.0,,,,,1769000000.0,4826000000.0,,,,,,,,5000000.0,,1.413781,-51000000.0,,25000000.0,,,,,,36000000.0,,,,,156000000.0,0.0,,,-182000000.0,750000000.0,-3000000.0,,,,288000000.0,,,,,,,,,8000000.0,,,,,,,,,,1545000000.0,,,-26000000.0,,2776000000.0,,105000000.0,-2000000.0,,,343000000.0,,,,,,,,,,5773000000.0,,1868000000.0,,,,,,,,77805521.0,,7318000000.0,-27000000.0,11983000000.0,110000000.0,,,,,,,9207000000.0,,110000000.0,,111000000.0,,580000000.0,,548000000.0,,,,,76000000.0,,,3377000000.0,,934000000.0,28000000.0,1333000000.0,,481000000.0,0.0,1363000000.0,,4665000000.0,,,,2948000000.0,1.4,394000000.0,,,220000000.0,,-46000000.0,535000000.0,,295000000.0,,,,,,,,,,,,,,,,,,,,
1396224000,,406000000.0,,,,,,,491000000.0,491000000.0,,,,,,,295000000.0,-43000000.0,2466000000.0,-2000000.0,0.0,78000000.0,-104000000.0,,,,,41000000.0,,-44000000.0,64000000.0,401000000.0,,3000000.0,-1756000000.0,,,,,1388000000.0,4222000000.0,,,,,,,,,,-0.564598,196000000.0,,189000000.0,,,,,,36000000.0,,,,,-29000000.0,186000000.0,,,0.0,646000000.0,-1000000.0,,,,15000000.0,,,,,,,,,9000000.0,,,,,,,,,,1754000000.0,,,-27000000.0,,3142000000.0,,78000000.0,3000000.0,,,370000000.0,,,,,,,,,,5864000000.0,,1545000000.0,,,,,,,,77931564.0,,7618000000.0,145000000.0,12188000000.0,-44000000.0,,,,,,,9046000000.0,,-44000000.0,,-61000000.0,,1869000000.0,,550000000.0,,,,,121000000.0,,,2717000000.0,,773000000.0,-34000000.0,1168000000.0,,521000000.0,0.0,1150000000.0,,4570000000.0,,,,2949000000.0,-0.57,363000000.0,,,174000000.0,,-57000000.0,377000000.0,,491000000.0,,,,,,,,,,,,,,,,,,,,
1404086400,,309000000.0,,,,,,,570000000.0,570000000.0,,,,,1000000.0,,491000000.0,28000000.0,2438000000.0,0.0,0.0,79000000.0,99000000.0,,,,,41000000.0,,-56000000.0,-183000000.0,374000000.0,,3000000.0,-1818000000.0,,,,,1364000000.0,4256000000.0,,,,301000000.0,,,,,,1.27,79000000.0,,238000000.0,,,,,,23000000.0,,,,,135000000.0,184000000.0,,,29000000.0,639000000.0,-16000000.0,,,,238000000.0,,,,,,,,,9000000.0,,,,,,,,,,1751000000.0,,,-26000000.0,,3203000000.0,,98000000.0,7000000.0,,,286000000.0,,,,,,,3844000000.0,,,5846000000.0,,1605000000.0,,,,,,,,78000000.0,,7597000000.0,182000000.0,12126000000.0,99000000.0,,,,,,,8923000000.0,,99000000.0,,71000000.0,,1882000000.0,,550000000.0,,,,,75000000.0,,,2715000000.0,,781000000.0,5000000.0,1161000000.0,,554000000.0,0.0,1179000000.0,,4529000000.0,,,,2941000000.0,1.25,345000000.0,,,84000000.0,,23000000.0,444000000.0,,570000000.0,,,,,,,,,,,,,,,,,,,,
1412035200,7390000000.0,494000000.0,,1332000000.0,2414000000.0,1393000000.0,6000000.0,643000000.0,1393000000.0,1393000000.0,3.328571,1516000000.0,440000000.0,,1000000.0,-1034000000.0,570000000.0,-191000000.0,2414000000.0,,1000000.0,73000000.0,-217000000.0,,-4000000.0,,4275000000.0,40000000.0,,-96000000.0,-886000000.0,338000000.0,,3000000.0,-1861000000.0,346000000.0,,,106000000.0,1332000000.0,4275000000.0,,,-829000000.0,107000000.0,-294000000.0,1440000000.0,1472000000.0,-92000000.0,,0.971429,823000000.0,,191000000.0,-1861000000.0,,-248000000.0,-16000000.0,,27000000.0,,78000000.0,3.0,,-184000000.0,0.0,,110000000.0,28000000.0,674000000.0,-274000000.0,,,,-65000000.0,0.0,,12000000.0,,,765000000.0,,1047000000.0,8000000.0,163000000.0,-11000000.0,,,-15000000.0,6121000000.0,1000000.0,2643000000.0,34000000.0,1687000000.0,,107000000.0,-24000000.0,44000000.0,3561000000.0,,112000000.0,2000000.0,114000000.0,64000000.0,467000000.0,674000000.0,5681000000.0,-125000000.0,-188000000.0,7368000000.0,83000000.0,3475000000.0,1393000000.0,,5681000000.0,,1538000000.0,,1393000000.0,,,72000000.0,-15000000.0,-15000000.0,70000000.0,-116000000.0,7368000000.0,95000000.0,10951000000.0,68000000.0,4605000000.0,,81000000.0,233000000.0,338000000.0,395000000.0,7390000000.0,-103000000.0,68000000.0,196000000.0,-26000000.0,,196000000.0,1358000000.0,106000000.0,2942000000.0,3561000000.0,10000000.0,10951000000.0,83000000.0,-954000000.0,3583000000.0,2643000000.0,233000000.0,765000000.0,9000000.0,1228000000.0,393000000.0,675000000.0,-15000000.0,1202000000.0,,3583000000.0,3475000000.0,1687000000.0,675000000.0,2942000000.0,0.93,110000000.0,1202000000.0,,81000000.0,0.0,1520000000.0,310000000.0,,1393000000.0,70000000.0,,,,,,,,,,,,,,,,,,,
1419984000,,251000000.0,,,,,,,1256000000.0,1256000000.0,,,,,1000000.0,,1393000000.0,3000000.0,2253000000.0,,-6000000.0,70000000.0,43000000.0,,,,,41000000.0,,-43000000.0,-155000000.0,332000000.0,,2000000.0,-1865000000.0,,,,,1254000000.0,4118000000.0,,,-127000000.0,-25000000.0,,,,,,0.461996,-137000000.0,,-34000000.0,,,,,,25000000.0,,,,,158000000.0,0.0,,,-160000000.0,529000000.0,-10000000.0,,,,169000000.0,,,,,,,,,7000000.0,,,,,,,,,,1374000000.0,,,-24000000.0,,3241000000.0,,85000000.0,89000000.0,,,226000000.0,,,,,,,3349000000.0,,,5650000000.0,,1391000000.0,,,,,,,,69264646.0,,7024000000.0,-77000000.0,10349000000.0,32000000.0,,,,,,,7108000000.0,,32000000.0,,40000000.0,,511000000.0,,473000000.0,,,,,89000000.0,,,2586000000.0,,746000000.0,-74000000.0,982000000.0,,513000000.0,0.0,1032000000.0,,3325000000.0,,,,2943000000.0,0.46,95000000.0,,,81000000.0,,62000000.0,409000000.0,,1256000000.0,,,,,,,,,,,,,,,,,,,,
1427760000,,228000000.0,,,,,,,911000000.0,911000000.0,,,,,1000000.0,,1256000000.0,25000000.0,2163000000.0,0.0,-90000000.0,69000000.0,120000000.0,,,,,40000000.0,,-43000000.0,-377000000.0,242000000.0,,5000000.0,-1898000000.0,,,,,1188000000.0,4061000000.0,,,-270000000.0,-286000000.0,,,,,,3.314772,-345000000.0,,407000000.0,,,,,,25000000.0,,,,,197000000.0,0.0,,,-203000000.0,500000000.0,-3000000.0,,,,245000000.0,,,,,,,,,8000000.0,,,,,,,,,,1250000000.0,,,-22000000.0,,2902000000.0,,85000000.0,36000000.0,,,203000000.0,,,,,,,3281000000.0,,,5527000000.0,,1350000000.0,,,,,,,-320000000.0,67576297.0,,6777000000.0,364000000.0,9796000000.0,224000000.0,,,,,,,6894000000.0,,224000000.0,,95000000.0,,501000000.0,,441000000.0,,,,,110000000.0,,,2480000000.0,,714000000.0,-37000000.0,925000000.0,,508000000.0,-320000000.0,1046000000.0,,3019000000.0,,,,2943000000.0,3.26,51000000.0,,,369000000.0,,-351000000.0,425000000.0,,911000000.0,,,,,,,,,,,,,,,,,,,,
1435622400,,240000000.0,,,,,,,1113000000.0,1113000000.0,,,,,1000000.0,,911000000.0,27000000.0,2167000000.0,-5000000.0,-561000000.0,68000000.0,142000000.0,,,,,47000000.0,,-61000000.0,498000000.0,336000000.0,,-15000000.0,-1918000000.0,,,,,1180000000.0,4085000000.0,,,0.0,-223000000.0,,,,332000000.0,,1.582268,202000000.0,,-271000000.0,,,,,,24000000.0,,,,,188000000.0,0.0,,,114000000.0,544000000.0,-3000000.0,,,,274000000.0,,,,,,,,,7000000.0,,,,,,,,,,1374000000.0,,,-26000000.0,,3092000000.0,,85000000.0,10000000.0,,,216000000.0,,,,,,,3361000000.0,,,5414000000.0,,1367000000.0,,,,,,,-320000000.0,67624467.0,,6788000000.0,-332000000.0,9955000000.0,107000000.0,,,,,,,6863000000.0,,107000000.0,,115000000.0,,456000000.0,,425000000.0,,,,,146000000.0,,,2509000000.0,,700000000.0,9000000.0,939000000.0,,494000000.0,0.0,1010000000.0,,3167000000.0,,,,3362000000.0,1.56,102000000.0,,,368000000.0,,-17000000.0,428000000.0,,1113000000.0,,,,,,,,,,,,,,,,,,,,
