,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyCurrentAssets,annualAccountsPayable,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,annualChangeInWorkingCapital,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingTaxProvision,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualInvestmentsAndAdvances,annualPretaxIncome,annualNetIncomeContinuousOperations,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,annualBasicAverageShares,annualNetIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,quarterlyGrossProfit,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingInvestingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyDilutedAverageShares,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualStockBasedCompensation,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyGoodwill,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,annualGoodwill,trailingChangeInInventory,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1483142400,63573000.0,,1524000.0,-4140000.0,-31509000.0,99611000.0,18739000.0,,11555000.0,375000.0,1021730000.0,958157000.0,12348000.0,-337000.0,2.57,958157000.0,,25350000.0,22060000.0,20588973.0,20466000.0,,93116000.0,338386000.0,1343765000.0,,6349000.0,,79306000.0,-3361000.0,-74000.0,,,,-16559000.0,1021730000.0,14325000.0,3390000.0,86381000.0,52839000.0,1443376000.0,,141804000.0,13727000.0,2052000.0,20439957.0,52839000.0,13727000.0,7844000.0,4509000.0,48038000.0,,13727000.0,421646000.0,249442000.0,1691000.0,,99611000.0,20466000.0,433335000.0,-21943000.0,21851000.0,338386000.0,16361000.0,63573000.0,21851000.0,25350000.0,36425000.0,-35456000.0,1443376000.0,,33542000.0,46295000.0,421646000.0,52839000.0,433335000.0,3390000.0,,,,205203000.0,,3159000.0,10843000.0,16361000.0,,,42881000.0,1343765000.0,26492000.0,197902000.0,21724000.0,15103000.0,-7000.0,16341000.0,,114072000.0,1130022000.0,6349000.0,16341000.0,17663000.0,21000.0,-69356000.0,154514000.0,6349000.0,6349000.0,1130022000.0,,7997000.0,13921000.0,,1642392000.0,,,-35591000.0,14325000.0,5508000.0,,-512370000.0,19797000.0,5500000.0,7844000.0,-1070000.0,249442000.0,,5239000.0,,1642392000.0,,-145581000.0,,104786000.0,,-512370000.0,,7687000.0,-1000.0,37643000.0,,-122129000.0,4803000.0,-5377000.0,,,2.59,,236391000.0,16389000.0,6977000.0,,34233000.0,,205203000.0,,,,236391000.0,-11952000.0,18739000.0,1524000.0,38787000.0,29773000.0,20111000.0,375000.0,,1691000.0,,28168000.0,6977000.0,,21838000.0,-328000.0,-99074000.0,339706000.0,21000.0,,,,,,,,,,,,,,,,,,,,,,
1490918400,50780000.0,,,-4456000.0,,73736000.0,,,12646000.0,586000.0,,,12605000.0,,,963597000.0,,,,,,,,337572000.0,1362041000.0,,,,69045000.0,,-62000.0,,,0.18,,1014377000.0,,,,,1435777000.0,,,3671000.0,-1546000.0,,,3671000.0,,,,,3671000.0,,251101000.0,,,,14344000.0,,-397000.0,20168000.0,,15288000.0,,,7100000.0,29793000.0,-30951000.0,,,,,421400000.0,,433388000.0,3585000.0,20485968.0,0.18,,207016000.0,,557000.0,463000.0,,,,39252000.0,,28419000.0,,5239000.0,,-1101000.0,25090000.0,,,,,,25350000.0,21000.0,-14232000.0,,7092000.0,7092000.0,1140249000.0,,1568000.0,6015000.0,,,,,-29788000.0,127000.0,6057000.0,,-532841000.0,2577000.0,-15541000.0,7806000.0,,,,,,1673090000.0,,,,,,,,-18250000.0,,28242000.0,,,,,,,,,238561000.0,10833000.0,7203000.0,,9744000.0,,,,20655239.0,,,1595000.0,20723000.0,1640000.0,23942000.0,,,586000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,70396000.0,,,-4460000.0,,72892000.0,,,12612000.0,458000.0,,,13412000.0,,,964680000.0,,,,,,,,351771000.0,1398294000.0,,,,102073000.0,,-57000.0,,,0.9,,1035076000.0,,,,,1471186000.0,,,18688000.0,-7360000.0,,,18688000.0,,,,,20584000.0,,254423000.0,,,,11851000.0,,2679000.0,29585000.0,,19643000.0,,,9228000.0,42730000.0,-22035000.0,,,,,436110000.0,,430926000.0,3680000.0,20504357.0,0.91,,206503000.0,3000000.0,168000.0,7517000.0,,,,59343000.0,,28556000.0,,32548000.0,,-49000.0,25165000.0,,,,,,7100000.0,21000.0,-5185000.0,,9220000.0,9220000.0,1169015000.0,,11964000.0,-13829000.0,,,,,-36109000.0,0.0,5756000.0,,-535346000.0,3129000.0,-4586000.0,7621000.0,,,,,,1704361000.0,,,2407000.0,,,,,2128000.0,,28749000.0,,,,,,,,,241664000.0,30787000.0,7397000.0,,2307000.0,,,,20673775.0,,,-309000.0,27060000.0,1696000.0,50916000.0,,,458000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,93418000.0,,,-4464000.0,,87121000.0,,,12619000.0,589000.0,,,13477000.0,,,965681000.0,,,,,,,,366818000.0,1424449000.0,,,,124578000.0,,3000.0,,,0.94,,1059099000.0,,,,,1511570000.0,,,19540000.0,-11498000.0,,,19540000.0,,,,,19540000.0,,254797000.0,,,,16591000.0,,0.0,32638000.0,,23297000.0,,,7569000.0,57337000.0,-42470000.0,,,,,452471000.0,,431009000.0,3815000.0,20516172.0,0.95,,206343000.0,3000000.0,1490000.0,359000.0,,,,67241000.0,,28996000.0,,33063000.0,,1000.0,25164000.0,,,,,,9228000.0,21000.0,-13000000.0,,7569000.0,7569000.0,1201421000.0,,13523000.0,-10521000.0,,,,,-42474000.0,13000000.0,5541000.0,,-542890000.0,1299000.0,9835000.0,7758000.0,,,,,,1744311000.0,,,1917000.0,,,,,-1659000.0,0.0,30976000.0,,,,,,,,,241944000.0,38245000.0,8570000.0,,-1769000.0,,,,20697097.0,,,-3000.0,30658000.0,1776000.0,51223000.0,,,589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,85052000.0,,2203000.0,-7952000.0,-51299000.0,66858000.0,22960000.0,,12624000.0,1010000.0,994792000.0,909740000.0,15517000.0,2888000.0,2.86,909740000.0,,7799000.0,6706000.0,20685118.0,4750000.0,,98079000.0,376119000.0,1391143000.0,,7799000.0,,93529000.0,-3356000.0,0.0,,,,-21332000.0,994792000.0,25000000.0,4535000.0,96493000.0,61100000.0,1458001000.0,,174201000.0,17305000.0,-30895000.0,20506960.0,59204000.0,17305000.0,2709000.0,,55011000.0,,17305000.0,463209000.0,257536000.0,,,66858000.0,4750000.0,431092000.0,-4033000.0,27262000.0,376119000.0,17305000.0,85052000.0,27262000.0,7799000.0,44341000.0,-18418000.0,1458001000.0,,35393000.0,50501000.0,463209000.0,59204000.0,431092000.0,4535000.0,,,,85795000.0,,673000.0,13004000.0,17305000.0,,56213000.0,49188000.0,1391143000.0,30974000.0,215024000.0,25643000.0,21343000.0,0.0,14413000.0,,101112000.0,1224851000.0,7799000.0,14413000.0,7569000.0,21000.0,-16000000.0,169923000.0,7799000.0,7799000.0,1224851000.0,,8338000.0,16633000.0,,1777910000.0,,,-44040000.0,25000000.0,5575000.0,,-553059000.0,1455000.0,5503000.0,2709000.0,-1149000.0,257536000.0,,25350000.0,,1777910000.0,,-152411000.0,,116945000.0,,-553059000.0,,230000.0,-1000.0,13145000.0,,-113874000.0,-436000.0,-1702000.0,,,2.89,,244525000.0,18214000.0,7926000.0,,-3576000.0,,85795000.0,,,,244525000.0,-1719000.0,22960000.0,2203000.0,43842000.0,8460000.0,-17551000.0,1010000.0,,2643000.0,56213000.0,-4789000.0,7926000.0,,22929000.0,-116000.0,-48417000.0,389225000.0,21000.0,,,,,,,,,,,,,,,,,,,,,,
1522454400,95360000.0,,,-5754000.0,,61060000.0,,,14160000.0,,,,11568000.0,,,910684000.0,,,,,,,,373823000.0,1402814000.0,,,,75042000.0,,,,,0.06,,1006044000.0,,,,,1463874000.0,,,1285000.0,-8981000.0,,,1285000.0,,,,,1285000.0,,258127000.0,,,,4522000.0,,-1134000.0,22712000.0,,18326000.0,,,6954000.0,34888000.0,-31563000.0,,,,,457830000.0,,431175000.0,3067000.0,20561329.0,0.06,,84442000.0,,784000.0,-4380000.0,,,,40154000.0,,29017000.0,,705000.0,,0.0,15567000.0,,,,,,7799000.0,21000.0,0.0,,6954000.0,6954000.0,1239369000.0,,-580000.0,4530000.0,,,,,-31563000.0,39000000.0,6052000.0,,-566844000.0,-110000.0,8136000.0,2736000.0,,,,,,1806213000.0,,,,,,,,-845000.0,,22582000.0,,,,,,,,,245054000.0,11137000.0,8386000.0,,7279000.0,,,,20701031.0,,,-1383000.0,22482000.0,0.0,20917000.0,,,487000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,124551000.0,,,-5766000.0,,73173000.0,,,14229000.0,,,,11958000.0,,,910276000.0,,,,,,,,380898000.0,1426948000.0,,,,99086000.0,,,,,0.62,,1034827000.0,,,,,1500121000.0,,,12871000.0,-13562000.0,,,12871000.0,,,,,12871000.0,,258086000.0,,,,6308000.0,,-1653000.0,30360000.0,,21703000.0,,,8926000.0,44477000.0,-35815000.0,,,,,465294000.0,,431258000.0,3207000.0,20592014.0,0.63,,84064000.0,,630000.0,-2522000.0,,,,54609000.0,,29064000.0,,16939000.0,,,15650000.0,,,,,,6954000.0,21000.0,,,8926000.0,8926000.0,1262417000.0,,4068000.0,-13889000.0,,,,,-36406000.0,59000000.0,6084000.0,,-579572000.0,709000.0,14943000.0,2736000.0,,,,,,1841989000.0,,,,,,,,1972000.0,,22844000.0,,,,,,,,,245115000.0,25545000.0,8037000.0,,-3762000.0,,,,20732127.0,,,-746000.0,26183000.0,,37252000.0,,,392000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,151680000.0,,,-5777000.0,,80367000.0,,,14260000.0,,,,12752000.0,,,910231000.0,,,,,,,,390891000.0,1456501000.0,,,,124853000.0,,,,,0.76,,1061911000.0,,,,,1536868000.0,,,15788000.0,-11196000.0,,,15788000.0,,,,,15788000.0,,261462000.0,,,,5522000.0,,-1002000.0,34826000.0,,22595000.0,,,13327000.0,60133000.0,-38579000.0,,,,,474957000.0,,431341000.0,0.0,20626654.0,0.77,,80901000.0,,2079000.0,-8302000.0,,,,64720000.0,,30450000.0,,19891000.0,,,15748000.0,,,,,,8926000.0,21000.0,,,13327000.0,13327000.0,1287513000.0,,4103000.0,-5831000.0,,,,,-39481000.0,76000000.0,6077000.0,,-593916000.0,3472000.0,14695000.0,4263000.0,,,,,,1881429000.0,,,1340000.0,,,,,4401000.0,3398000.0,28285000.0,,,,,,,,,247893000.0,34270000.0,8502000.0,,1240000.0,,,,20732040.0,,,-3316000.0,26956000.0,0.0,40228000.0,,,504000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,163985000.0,,0.0,-5777000.0,-56993000.0,502722000.0,24937000.0,411385000.0,14258000.0,,1067077000.0,903092000.0,12655000.0,2130000.0,1.82,903092000.0,,420722000.0,2615000.0,21332387.0,31781000.0,,92050000.0,393918000.0,1453667000.0,,420722000.0,,98718000.0,,,,,,-23074000.0,1067077000.0,100000000.0,0.0,48832000.0,38767000.0,1956389000.0,,187140000.0,8823000.0,-23254000.0,21214277.0,38767000.0,8823000.0,4122000.0,4112000.0,48933000.0,,8823000.0,889312000.0,262378000.0,,,502722000.0,31781000.0,431424000.0,,28007000.0,393918000.0,19154000.0,163985000.0,28007000.0,420722000.0,47642000.0,-40886000.0,1956389000.0,,10065000.0,56907000.0,889312000.0,38767000.0,431424000.0,0.0,,,,79651000.0,,-1363000.0,-3682000.0,19154000.0,,,51076000.0,1453667000.0,29978000.0,210559000.0,11297000.0,-18886000.0,0.0,15799000.0,,91343000.0,1313022000.0,420722000.0,15799000.0,13327000.0,28000.0,0.0,130071000.0,420722000.0,420722000.0,1313022000.0,,2474000.0,,,1920112000.0,,,-40886000.0,100000000.0,6119000.0,,-607090000.0,1041000.0,430649000.0,4122000.0,-2496000.0,262378000.0,,7799000.0,,1920112000.0,,-148336000.0,,118509000.0,,-607090000.0,,407395000.0,0.0,17632000.0,,-146843000.0,-9486000.0,,,,1.83,,248853000.0,21098000.0,9115000.0,,-2142000.0,,79651000.0,,,,248853000.0,-4041000.0,24937000.0,0.0,31674000.0,5112000.0,412923000.0,734000.0,,2117000.0,,468423000.0,9115000.0,,24332000.0,,-1000000.0,397699000.0,28000.0,,,,,,,,,,,,,,,,,,,,,,
1553990400,86688000.0,,,-8529000.0,,488456000.0,,,15803000.0,,,,12291000.0,,,983826000.0,,,,,,,,391344000.0,1470351000.0,,,,77682000.0,,,,,0.21,,1070514000.0,,,,,1958807000.0,,,5873000.0,-9180000.0,,,5873000.0,,,,,5873000.0,,263491000.0,,,,26555000.0,,,18003000.0,,42238000.0,,,419663000.0,31109000.0,-34373000.0,,,,,888293000.0,,510903000.0,,28423000.0,0.21,,78426000.0,,456000.0,-3132000.0,,,,46573000.0,,31564000.0,,7918000.0,,,,,,,,,420722000.0,28000.0,-106000000.0,,419663000.0,419663000.0,1327038000.0,,2045000.0,,,,,,-34373000.0,32000000.0,5791000.0,,-620288000.0,4650000.0,8121000.0,4619000.0,,,,,,1947326000.0,,,1476000.0,,,,,-1059000.0,,25193000.0,,,,,,,,,251354000.0,15009000.0,13866000.0,,3645000.0,,,,28508000.0,,,-1014000.0,22819000.0,,28854000.0,,,886000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,127058000.0,,,-8531000.0,,503919000.0,,,15773000.0,,,,13408000.0,,,982597000.0,,,,,,,,396334000.0,1499731000.0,,,,102965000.0,,,,,0.47,,1109655000.0,,,,,2003650000.0,,,13538000.0,-14202000.0,,,13538000.0,,,,,13762000.0,,264422000.0,,,,21067000.0,,,31170000.0,,61003000.0,,,421849000.0,46862000.0,-38158000.0,,,,,893995000.0,,510859000.0,,28440000.0,0.48,,76983000.0,,374000.0,-1420000.0,,,,56103000.0,,32357000.0,,17954000.0,,,,,,,,,419663000.0,28000.0,-5000000.0,,421849000.0,421849000.0,1353804000.0,,4192000.0,,,,,,-38766000.0,55000000.0,6714000.0,,-635005000.0,1311000.0,15780000.0,4834000.0,,,,,,1988809000.0,,,,,,,,2186000.0,,24564000.0,,,,,,,,,251969000.0,23746000.0,12635000.0,,-3019000.0,,,,28526000.0,,,-1925000.0,28253000.0,,39769000.0,,,718000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,144307000.0,-47511000.0,,-8536000.0,,507814000.0,,,15787000.0,,,,14712000.0,,,981411000.0,186890000.0,,,,,393362000.0,,397259000.0,1514568000.0,37712000.0,,424702000.0,113997000.0,,,49212000.0,11276000.0,0.33,,1125718000.0,,,,,2022382000.0,78674000.0,,9478000.0,-875000.0,,,9478000.0,,,,0.0,9478000.0,,267597000.0,,,,14165000.0,,,36980000.0,,68947000.0,,,424702000.0,61277000.0,-42245000.0,,37712000.0,,,896664000.0,,511076000.0,,28452000.0,0.33,2803000.0,72798000.0,,3336000.0,-2355000.0,,108909000.0,,52720000.0,,33899000.0,,12043000.0,,,,206472000.0,,,,,421849000.0,28000.0,0.0,,424702000.0,424702000.0,1376807000.0,-111000000.0,2565000.0,,,,411375000.0,61621000.0,-42395000.0,62000000.0,6588000.0,458128000.0,-647841000.0,5114000.0,3578000.0,4933000.0,,,-10589000.0,,53066000.0,2024648000.0,127798000.0,,,,-155662000.0,,-11255000.0,2853000.0,0.0,41520000.0,,,,,37936000.0,13327000.0,,0.0,254954000.0,18821000.0,17134000.0,-31373000.0,19558000.0,25212000.0,,,28550000.0,-156420000.0,,-4275000.0,28193000.0,,33753000.0,,,952000.0,3290000.0,,,,,12116000.0,,,,,,18042000.0,,,,,,,,,,,,,,,,,,,,,
