date,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyDilutedEPS,annualCapitalExpenditure,annualAccumulatedDepreciation,annualBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyNetPPE,trailingStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,annualOtherShortTermInvestments,annualAccountsPayable,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingPretaxIncome,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPretaxIncome,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOtherNonCurrentAssets,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTaxProvision,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
2009-12-31,209000000.0,209000000.0,44719000000.0,-5178000000.0,24778000000.0,-1020000000.0,60098000000.0,,16042000000.0,18292000000.0,16785000000.0,60098000000.0,25798000000.0,21441000000.0,34000000.0,,-15822000000.0,109000000.0,1060000000.0,2333000000.0,,60182000000.0,17714000000.0,-35404000000.0,-1170000000.0,,637000000.0,,-8388000000.0,3157000000.0,,22049000000.0,-26392000000.0,,-2827000000.0,-10864000000.0,,13258000000.0,,,2375000000.0,,60182000000.0,412000000.0,,18944000000.0,,6469000000.0,,,-4561000000.0,-35404000000.0,0.91,-4357000000.0,2427000000.0,12330000000.0,,,180000000.0,,14594000000.0,,,,,1656000000.0,,2244000000.0,1656000000.0,,24778000000.0,,,-22959000000.0,-3570000000.0,,12330000000.0,,5450000000.0,1697000000.0,,-608000000.0,-78789000000.0,-61894000000.0,34000000.0,118308000000.0,,,6828000000.0,150131000000.0,2450000000.0,11481000000.0,-10864000000.0,,50773000000.0,,,38657000000.0,14594000000.0,201365000000.0,,150592000000.0,,,,3290000000.0,1970000000.0,0.86,,38657000000.0,0.0,5034000000.0,21441000000.0,-13599000000.0,150592000000.0,2992000000.0,44719000000.0,,,39507000000.0,35449000000.0,,21441000000.0,,-17328000000.0,2957000000.0,100016000000.0,3026000000.0,-758000000.0,3162000000.0,201365000000.0,2717000000.0,17714000000.0,886000000.0,,1550000000.0,194850000000.0,,14742000000.0,,76322000000.0,14742000000.0,886000000.0,951000000.0,13258000000.0,150131000000.0,3157000000.0,115373000000.0,-7820000000.0,7234000000.0,0.0,0.0,8403000000.0,5450000000.0,-13599000000.0,3673000000.0,-6139000000.0,21441000000.0,84583000000.0,194850000000.0,570000000.0,29732000000.0,69000000.0,3159302326.0,6931000000.0,2717000000.0,,,50773000000.0,570000000.0,-7820000000.0,2375000000.0,84583000000.0,,,3162000000.0,,115373000000.0,1550000000.0,3290000000.0,5717000000.0,,,,,,,,,,,,,,,,
2010-03-31,151000000.0,,,-6979000000.0,,,,,,,,62057000000.0,20894000000.0,24356000000.0,34000000.0,,-8506000000.0,50000000.0,2135000000.0,,,,19137000000.0,,-1068000000.0,,1701000000.0,,-112000000.0,,,,,,79000000.0,-11199000000.0,,,,,,,,2683000000.0,,18033000000.0,,,,0.5,,,,3462000000.0,3379000000.0,0.0,,,530000000.0,,,,,,,,4569000000.0,,,,22826000000.0,,,,,,,,,3836000000.0,,,,,,,,,,149111000000.0,,,,,79193000000.0,,,,,,,,,,,3089000000.0,,,,37701000000.0,,,,-11514000000.0,118212000000.0,,42857000000.0,,,,31566000000.0,,,,-18341000000.0,,,,1615000000.0,,197405000000.0,,,2085000000.0,,,191968000000.0,,,,,14434000000.0,2085000000.0,2085000000.0,,,5212000000.0,,,,,0.0,9522000000.0,6292000000.0,,1167000000.0,284000000.0,24356000000.0,,,44445000000.0,25139000000.0,,,,,,41000000.0,,,-5475000000.0,1600000000.0,,,3365000000.0,,0.62,111400000000.0,2544000000.0,3048000000.0,6427000000.0,,,,,,,,,,,,,,,,
2010-06-30,144000000.0,,,-7728000000.0,,,,,,,,54449000000.0,24356000000.0,18322000000.0,35000000.0,,-18130000000.0,251000000.0,2847000000.0,,,,15533000000.0,,-959000000.0,,1636000000.0,,-11061000000.0,,,,,,-40000000.0,-12277000000.0,,,,,,,,3774000000.0,,34006000000.0,,,,0.61,,,,-6034000000.0,4233000000.0,0.0,,,312000000.0,,,,,,,,4610000000.0,,,,22210000000.0,,,,,,,,,4483000000.0,,,,,,,,,,139485000000.0,,,,,75207000000.0,,,,,,,,,,,3137000000.0,,,,36127000000.0,,,,-8915000000.0,108084000000.0,,40265000000.0,,,,35067000000.0,,,,-33798000000.0,,,,2815000000.0,,183291000000.0,,,2599000000.0,,,179750000000.0,,,,,13269000000.0,2599000000.0,2596000000.0,,,5017000000.0,,,,,0.0,10156000000.0,6076000000.0,,1677000000.0,123000000.0,18322000000.0,,,43698000000.0,27828000000.0,,,,,,39000000.0,,,-3574000000.0,901000000.0,,,3412000000.0,,0.76,102166000000.0,2523000000.0,3006000000.0,7239000000.0,,,,,,,,,,,,,,,,
2010-09-30,123000000.0,,,-6887000000.0,,,,,,,,57158000000.0,18322000000.0,17992000000.0,35000000.0,,-13973000000.0,199000000.0,1887000000.0,,,,15768000000.0,,-919000000.0,,1433000000.0,,-2397000000.0,,,,,,-34000000.0,-12609000000.0,,,,,,,,3781000000.0,,22588000000.0,,,,0.43,,,,-330000000.0,3006000000.0,0.0,,,388000000.0,,,,,,,,4174000000.0,,,,22956000000.0,,,,,,,,,3320000000.0,,,,,,,,,,142867000000.0,,,,,76868000000.0,,,,,,,,,,,2654000000.0,,,,39166000000.0,,,,-7228000000.0,101950000000.0,,34211000000.0,,,,29893000000.0,,,,-26957000000.0,,,,2862000000.0,,178818000000.0,,,1687000000.0,,,177078000000.0,,,,,6255000000.0,1687000000.0,1688000000.0,,,-229000000.0,,,,,0.0,8633000000.0,6855000000.0,,-2224000000.0,206000000.0,17992000000.0,,,43726000000.0,24233000000.0,,,,,,,,,-1773000000.0,1027000000.0,,,3446000000.0,,0.49,101152000000.0,2676000000.0,2654000000.0,5660000000.0,,,,,,,,,,,,,,,,
2010-12-31,102000000.0,102000000.0,45742000000.0,-7185000000.0,23179000000.0,359000000.0,35570000000.0,,11477000000.0,24503000000.0,18885000000.0,35570000000.0,17992000000.0,14805000000.0,38000000.0,,-8770000000.0,92000000.0,280000000.0,-903000000.0,,57079000000.0,15456000000.0,-33900000000.0,-1146000000.0,,1554000000.0,,-10851000000.0,4387000000.0,,20894000000.0,-28779000000.0,,-7207000000.0,-14313000000.0,,11909000000.0,,,1135000000.0,,57079000000.0,1239000000.0,,26450000000.0,,6908000000.0,,,-4092000000.0,-33900000000.0,1.9,-3187000000.0,2148000000.0,4159000000.0,,,109000000.0,,16362000000.0,,,,,1622000000.0,,765000000.0,1622000000.0,,23179000000.0,,,-24421000000.0,-7202000000.0,,4159000000.0,,5917000000.0,1834000000.0,,-6089000000.0,-100150000000.0,-49379000000.0,38000000.0,128954000000.0,,,6152000000.0,118945000000.0,1339000000.0,7385000000.0,-14313000000.0,,48883000000.0,,,20765000000.0,16362000000.0,165329000000.0,,116446000000.0,,,,3029000000.0,-808000000.0,1.66,,20765000000.0,0.0,12594000000.0,14805000000.0,-7038000000.0,116446000000.0,3449000000.0,45742000000.0,,,37990000000.0,32428000000.0,,14805000000.0,,-21054000000.0,6557000000.0,104451000000.0,7149000000.0,93000000.0,2069000000.0,165329000000.0,6561000000.0,15456000000.0,190000000.0,,14244000000.0,164687000000.0,,6214000000.0,,101077000000.0,6214000000.0,190000000.0,188000000.0,11909000000.0,118945000000.0,4387000000.0,88532000000.0,-673000000.0,13000000.0,0.0,0.0,9679000000.0,5917000000.0,-7038000000.0,6288000000.0,-361000000.0,14805000000.0,77458000000.0,164687000000.0,8379000000.0,27251000000.0,592000000.0,4178000000.0,5584000000.0,6561000000.0,,,48883000000.0,8379000000.0,-673000000.0,1135000000.0,77458000000.0,,,2069000000.0,,88532000000.0,14244000000.0,3029000000.0,5177000000.0,,,,,,,,,,,,,,,,
2011-03-31,98000000.0,,,-8068000000.0,,,,,,,,46105000000.0,14805000000.0,21318000000.0,38000000.0,,-13199000000.0,220000000.0,2776000000.0,,,,10869000000.0,,-929000000.0,,1174000000.0,,-3282000000.0,,,,,,88000000.0,-13684000000.0,,,,,,,,2497000000.0,,26479000000.0,,,,0.61,,,,6513000000.0,3604000000.0,4924000000.0,,,0.0,,19984000000.0,,,,,,4266000000.0,,,,23407000000.0,,,,,,,,,3950000000.0,,,,,,,,,,133222000000.0,,,,,78238000000.0,,,,,,,,,,,2734000000.0,,,,24787000000.0,,,,-4487000000.0,86688000000.0,,34169000000.0,,,,33114000000.0,,,,-19194000000.0,,,,1568000000.0,,164926000000.0,,,2551000000.0,,,167391000000.0,,,,,6177000000.0,2551000000.0,2556000000.0,,,0.0,,,,,0.0,8606000000.0,7414000000.0,,6894000000.0,183000000.0,21318000000.0,,,42092000000.0,26776000000.0,,,,,,,,,2426000000.0,1212000000.0,,,3771000000.0,,0.68,85476000000.0,2525000000.0,2734000000.0,6338000000.0,,,,,,,,,,,,,,,,
2011-06-30,103000000.0,,,-9287000000.0,,,,,,,,45676000000.0,21318000000.0,17472000000.0,38000000.0,,-13093000000.0,206000000.0,2606000000.0,,,,10146000000.0,,-1093000000.0,,1127000000.0,,-3723000000.0,,,,,,24000000.0,-13236000000.0,,,,,,,,3729000000.0,,20201000000.0,,,,0.59,,,,-3846000000.0,3346000000.0,5067000000.0,,,0.0,,19424000000.0,,,,,,4102000000.0,,,,23263000000.0,,,,,,,,,3733000000.0,,,,,,,,,,133208000000.0,,,,,78159000000.0,,,,,,,,,,,2907000000.0,,,,28204000000.0,,,,-2089000000.0,84577000000.0,,34878000000.0,,,,35527000000.0,,,,-22567000000.0,,,,2636000000.0,,162736000000.0,,,2398000000.0,,,168086000000.0,,,,,6816000000.0,2398000000.0,2400000000.0,,,129000000.0,,,,,0.0,8531000000.0,7036000000.0,,-4071000000.0,229000000.0,17472000000.0,,,43262000000.0,29253000000.0,,,,,,,,,5309000000.0,1371000000.0,,,3799000000.0,,0.63,83077000000.0,2593000000.0,2928000000.0,6274000000.0,,,,,,,,,,,,,,,,
2011-09-30,100000000.0,,,,,,,,,,,45518000000.0,17472000000.0,16460000000.0,38000000.0,,-9623000000.0,194000000.0,1846000000.0,,,,11499000000.0,,-1113000000.0,,1096000000.0,,-2209000000.0,,,,,,-33000000.0,-14269000000.0,,,,,,,,3793000000.0,,15760000000.0,,,,0.41,,,,-1012000000.0,2564000000.0,4931000000.0,,,0.0,,18924000000.0,,,,,,4031000000.0,,,,22304000000.0,,,,,,,,,2942000000.0,,,,,,,,,,129555000000.0,,,,,76925000000.0,,,,,,,,,,,2861000000.0,,,,29058000000.0,,,,-440000000.0,79789000000.0,,33185000000.0,,,,33047000000.0,,,,-42754000000.0,,,,2680000000.0,,156714000000.0,,,1649000000.0,,,162740000000.0,,,,,6479000000.0,1649000000.0,1652000000.0,,,109000000.0,,,,,0.0,8914000000.0,7212000000.0,,-1832000000.0,101000000.0,16460000000.0,,,41441000000.0,27617000000.0,,,,,,,,,5982000000.0,1109000000.0,,,3800000000.0,,0.43,78571000000.0,2608000000.0,2866000000.0,5430000000.0,,,,,,,,,,,,,,,,
2011-12-31,100000000.0,100000000.0,58140000000.0,,22371000000.0,1300000000.0,35766000000.0,,9784000000.0,22919000000.0,17368000000.0,35766000000.0,16460000000.0,17148000000.0,38000000.0,,-7180000000.0,-12161000000.0,1453000000.0,-367000000.0,,55245000000.0,40311000000.0,-32874000000.0,-1158000000.0,,1034000000.0,,4973000000.0,3219000000.0,,14805000000.0,-35935000000.0,,13000000.0,-18734000000.0,,11578000000.0,,,696000000.0,,55245000000.0,-235000000.0,,8355000000.0,,-3041000000.0,,,-4293000000.0,-32874000000.0,5.33,688000000.0,1773000000.0,10155000000.0,,,0.0,,17724000000.0,,,,,1739000000.0,,,1739000000.0,171000000.0,22371000000.0,,,-4241000000.0,92000000.0,,10155000000.0,,5901000000.0,2487000000.0,,2343000000.0,-68723000000.0,-43095000000.0,38000000.0,136264000000.0,,,4431000000.0,120208000000.0,0.0,5491000000.0,-18734000000.0,,73038000000.0,,,18618000000.0,17724000000.0,163277000000.0,,90239000000.0,,,,3076000000.0,-13045000000.0,4.94,,18618000000.0,0.0,11341000000.0,17148000000.0,12985000000.0,90239000000.0,3793000000.0,58140000000.0,,,34782000000.0,34576000000.0,,17148000000.0,,15792000000.0,20222000000.0,113345000000.0,8681000000.0,-1393000000.0,2216000000.0,163277000000.0,20213000000.0,40311000000.0,13615000000.0,,15774000000.0,178348000000.0,,4770000000.0,,70795000000.0,4770000000.0,13615000000.0,13614000000.0,11578000000.0,120208000000.0,3219000000.0,59177000000.0,15028000000.0,-1361000000.0,,0.0,8731000000.0,5901000000.0,12985000000.0,-4032000000.0,848000000.0,17148000000.0,78541000000.0,178348000000.0,253000000.0,29699000000.0,-11541000000.0,4111000000.0,4256000000.0,20213000000.0,,,73038000000.0,253000000.0,15028000000.0,696000000.0,78541000000.0,,,2216000000.0,,59177000000.0,15774000000.0,3104000000.0,4877000000.0,,,,,,,,,,,,,,,,
2012-03-31,97000000.0,,,,,,,,,,,49503000000.0,17148000000.0,15244000000.0,39000000.0,,-8164000000.0,640000000.0,2038000000.0,,,,16172000000.0,,-1093000000.0,,1011000000.0,,370000000.0,,,,,,84000000.0,-18314000000.0,-27000000.0,,,,,,,2075000000.0,,17704000000.0,,,,0.35,,,,-1904000000.0,2705000000.0,0.0,,,,,19638000000.0,,,,,1832000000.0,4055000000.0,,,,23150000000.0,,,,,,,,,3049000000.0,,,,,,,,,,136335000000.0,,,,-190000000.0,50969000000.0,,,,,,,,,,,2886000000.0,,,,34259000000.0,,,,14190000000.0,114456000000.0,,45740000000.0,,,,32445000000.0,,,,-20017000000.0,,,,982000000.0,,165425000000.0,,,1396000000.0,,,182075000000.0,,,,,4994000000.0,1396000000.0,1398000000.0,,,3436000000.0,,,,,0.0,-1110000000.0,7031000000.0,,-4511000000.0,241000000.0,15244000000.0,,,5672000000.0,26854000000.0,,,,,,,,,16606000000.0,583000000.0,,,3803000000.0,2494000000.0,0.37,84318000000.0,2964000000.0,2886000000.0,5591000000.0,,,,,,,,,,,,,,,,
2012-06-30,95000000.0,,,,,,,,,,,50777000000.0,15244000000.0,15101000000.0,39000000.0,,-8935000000.0,557000000.0,1595000000.0,,,,13640000000.0,,-1191000000.0,,986000000.0,,-717000000.0,,,,,,-36000000.0,-18928000000.0,-32000000.0,,,,,,,3904000000.0,,17207000000.0,,,,0.26,,,,-143000000.0,2483000000.0,0.0,,,,,19661000000.0,,,,,,4014000000.0,,,,22808000000.0,,,,,,,,,2581000000.0,,,,,,,,,,136320000000.0,,,,-191000000.0,77305000000.0,,,,,,,,,,,2979000000.0,,,,35676000000.0,,,,15230000000.0,86852000000.0,,44916000000.0,,,,33211000000.0,,,,-16820000000.0,,,,2713000000.0,,164157000000.0,,,1040000000.0,,,181236000000.0,,,,,5011000000.0,1040000000.0,1038000000.0,,,14190000000.0,,,,,0.0,16506000000.0,7289000000.0,,-3038000000.0,-49000000.0,15101000000.0,,,44004000000.0,27769000000.0,,,,,,,,,17036000000.0,595000000.0,,,3815000000.0,,0.27,72067000000.0,2938000000.0,2959000000.0,5442000000.0,,,,,,,,,,,,,,,,
2012-09-30,89000000.0,,,,,,,,,,,51652000000.0,15101000000.0,13539000000.0,39000000.0,,-5942000000.0,613000000.0,2246000000.0,,,,15777000000.0,,-1319000000.0,,962000000.0,,-35000000.0,,,,,,114000000.0,-18541000000.0,-33000000.0,,,,,,,3427000000.0,,28208000000.0,,,,0.41,,,,-1552000000.0,2720000000.0,2832000000.0,,,,,20793000000.0,,,,,1942000000.0,3972000000.0,,,,24347000000.0,,,,,,,,,3208000000.0,,,,,,,,,,138929000000.0,,,,-191000000.0,51630000000.0,,,,,,,,,,,2909000000.0,,,,38113000000.0,,,,16670000000.0,113844000000.0,,45751000000.0,,,,32172000000.0,,,,-30076000000.0,,,,2108000000.0,,165474000000.0,,,1631000000.0,,,184680000000.0,,,,,5073000000.0,1631000000.0,1633000000.0,,,4477000000.0,,,,,0.0,-20878000000.0,8208000000.0,,-5074000000.0,403000000.0,13539000000.0,79069000000.0,,252000000.0,26543000000.0,,,,,,,,,18841000000.0,593000000.0,,,3814000000.0,3012000000.0,0.43,84827000000.0,2716000000.0,2909000000.0,5629000000.0,,,,,,,,,,,,,,,,
2012-12-31,87000000.0,87000000.0,64911000000.0,,24942000000.0,1695000000.0,35943000000.0,,9045000000.0,18559000000.0,13637000000.0,35943000000.0,13539000000.0,15659000000.0,40000000.0,,-6169000000.0,246000000.0,1841000000.0,-1401000000.0,,57777000000.0,38762000000.0,-32835000000.0,-1885000000.0,,-2246000000.0,,4087000000.0,6591000000.0,,17148000000.0,0.0,,-3000000.0,-22854000000.0,-33000000.0,12163000000.0,,,470000000.0,,57777000000.0,-361000000.0,,29893000000.0,,-14290000000.0,1989000000.0,,-5488000000.0,-32835000000.0,1.48,2110000000.0,-1492000000.0,9985000000.0,,,,,19308000000.0,,,,,1893000000.0,,-1622000000.0,1893000000.0,140000000.0,24942000000.0,,,3705000000.0,159000000.0,,9985000000.0,,7362000000.0,-405000000.0,,-1489000000.0,-95135000000.0,-29210000000.0,40000000.0,134252000000.0,,,713000000.0,125643000000.0,0.0,3557000000.0,-22854000000.0,-191000000.0,73428000000.0,,,20284000000.0,19308000000.0,174565000000.0,,101137000000.0,,,,3408000000.0,-2538000000.0,1.42,,20284000000.0,0.0,6396000000.0,15659000000.0,18077000000.0,101137000000.0,3815000000.0,64911000000.0,,,-6936000000.0,36424000000.0,,15659000000.0,,-28222000000.0,5664000000.0,115693000000.0,7720000000.0,-2246000000.0,2796000000.0,174565000000.0,5665000000.0,38762000000.0,1598000000.0,,19697000000.0,190554000000.0,-763000000.0,5000000000.0,,93012000000.0,5000000000.0,1598000000.0,1595000000.0,12182000000.0,125643000000.0,6591000000.0,66296000000.0,15947000000.0,471000000.0,-125000000.0,0.0,-1454000000.0,7362000000.0,18077000000.0,-1667000000.0,1019000000.0,15659000000.0,71510000000.0,190554000000.0,277000000.0,34527000000.0,2056000000.0,4015000000.0,5204000000.0,5665000000.0,,,73428000000.0,277000000.0,15947000000.0,470000000.0,71510000000.0,,,2796000000.0,,66296000000.0,19697000000.0,3389000000.0,1897000000.0,,,,,,,,,,,,,,,,
2013-03-31,84000000.0,,,,,,,,,,,34341000000.0,15659000000.0,13820000000.0,40000000.0,,-8976000000.0,511000000.0,2123000000.0,,,,39547000000.0,,-1483000000.0,,206000000.0,,1967000000.0,,,,,,103000000.0,-22533000000.0,-10000000.0,,,,,,,211000000.0,,38544000000.0,,,,0.4,,,,-1839000000.0,1803000000.0,9677000000.0,,,,,20600000000.0,,,,,2073000000.0,4072000000.0,,,,25795000000.0,,,,,,,,,2329000000.0,,,,,,,,,,126542000000.0,,,,-392000000.0,74675000000.0,,,,,,,,,,,3285000000.0,,,,20521000000.0,,,,19296000000.0,100697000000.0,,66468000000.0,,,,35810000000.0,,,,-38953000000.0,,,,-1272000000.0,,175372000000.0,,,1611000000.0,,,193010000000.0,,,,,5554000000.0,1611000000.0,1612000000.0,,,6637000000.0,,,,,1197000000.0,-1968000000.0,8423000000.0,,-3851000000.0,468000000.0,13820000000.0,71823000000.0,,234000000.0,30711000000.0,,,,,,,,,17595000000.0,638000000.0,,,3923000000.0,2432000000.0,0.41,67809000000.0,20556000000.0,3296000000.0,5099000000.0,,,,,,,,,,,,,,,,
2013-06-30,82000000.0,,,,,,,,,,,36706000000.0,13820000000.0,13362000000.0,40000000.0,,-7924000000.0,585000000.0,1819000000.0,,,,44708000000.0,,-1594000000.0,,207000000.0,,708000000.0,,,,,,47000000.0,-21837000000.0,-77000000.0,,,,,,,6078000000.0,,28308000000.0,,,,0.3,,,,-458000000.0,1468000000.0,9970000000.0,,,,,20961000000.0,,,,,2136000000.0,4084000000.0,,,,25863000000.0,,,,,,,,,2026000000.0,,,,,,,,,,128519000000.0,,,,-393000000.0,81637000000.0,,,,,,,,,,,3375000000.0,,,,23344000000.0,,,,20136000000.0,95351000000.0,,67691000000.0,,,,38095000000.0,,,,-30820000000.0,,,,4484000000.0,,176988000000.0,,,1233000000.0,,,196210000000.0,,,,,4978000000.0,1233000000.0,1234000000.0,,,7514000000.0,,,,,0.0,-3106000000.0,8192000000.0,,-7212000000.0,501000000.0,13362000000.0,72004000000.0,,248000000.0,33229000000.0,,,,,,,,,19179000000.0,676000000.0,,,3933000000.0,3443000000.0,0.31,63149000000.0,23074000000.0,3398000000.0,4866000000.0,,,,,,,,,,,,,,,,
2013-09-30,86000000.0,,,,,,,,,,,37642000000.0,13362000000.0,14752000000.0,40000000.0,,-6615000000.0,818000000.0,2091000000.0,,,,45228000000.0,,-1582000000.0,,204000000.0,,1667000000.0,,,,,,104000000.0,-21509000000.0,-77000000.0,,,,,,,3840000000.0,,27375000000.0,,,,0.31,,,,1390000000.0,1730000000.0,10483000000.0,,,,,21640000000.0,,,,,2503000000.0,4096000000.0,,,,26836000000.0,,,,,,,,,2295000000.0,,,,,,,,,,131650000000.0,,,,-394000000.0,83287000000.0,,,,,,,,,,,3436000000.0,,,,22890000000.0,,,,21014000000.0,97274000000.0,,69421000000.0,,,,35976000000.0,,,,-26841000000.0,,,,2258000000.0,,180561000000.0,,,1272000000.0,,,201071000000.0,,,,,5051000000.0,1272000000.0,1273000000.0,,,7591000000.0,,,,,0.0,-3209000000.0,8799000000.0,,-4257000000.0,515000000.0,14752000000.0,73418000000.0,,239000000.0,30792000000.0,,,,,,,,,20467000000.0,637000000.0,,,3942000000.0,3232000000.0,0.32,65394000000.0,24425000000.0,3454000000.0,5184000000.0,,,,,,,,,,,,,,,,
