,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualGrossPPE,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualStockBasedCompensation,annualInvestingCashFlow,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyAccumulatedDepreciation,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicAverageShares,annualTotalRevenue,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,trailingNetIncome,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyTaxProvision,annualGrossProfit,annualInventory,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyNetPPE,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingOperatingExpense,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualGoodwill,quarterlyTotalAssets,quarterlyDilutedAverageShares,trailingPretaxIncome,annualBasicEPS,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualNetIncome,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingOperatingIncome,annualCostOfRevenue,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualPretaxIncome,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyCurrentDebt,annualStockholdersEquity,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualDepreciationAndAmortization,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualNonCurrentDeferredRevenue,trailingInterestExpense,annualSaleOfInvestment,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1293753600,0.0,,3202000000.0,605000000.0,0.0,,,56000000.0,530000000.0,0.0,206000000.0,197000000.0,,-1000000.0,-917000000.0,530000000.0,324000000.0,,-138000000.0,86400000.0,-1018000000.0,,338000000.0,-10000000.0,678000000.0,0.0,,,0.0,-77000000.0,4026000000.0,537000000.0,9255000000.0,,,530000000.0,,-41000000.0,605000000.0,156000000.0,-156000000.0,0.0,,,,1373000000.0,-86000000.0,-36000000.0,924000000.0,39000000.0,5000000.0,58000000.0,-153000000.0,,-5488000000.0,753000000.0,,64000000.0,-7000000.0,4000000.0,0.0,85600000.0,5850000000.0,,,166000000.0,,,-174000000.0,,155000000.0,9255000000.0,2000000000.0,,725000000.0,,357000000.0,,0.0,-181000000.0,251000000.0,-199000000.0,1433000000.0,648000000.0,126000000.0,-5488000000.0,3767000000.0,,2000000.0,,,207000000.0,125000000.0,185000000.0,2099000000.0,,,2824000000.0,601000000.0,1020000000.0,1013000000.0,,,6026000000.0,,,7.07,4026000000.0,357000000.0,605000000.0,,-10000000.0,825000000.0,,0.0,0.0,,4417000000.0,825000000.0,-21000000.0,,94000000.0,325000000.0,530000000.0,25000000.0,325000000.0,-157000000.0,448000000.0,6026000000.0,,,95000000.0,,,680000000.0,678000000.0,,-2000000.0,30000000.0,25000000.0,3202000000.0,530000000.0,12000000.0,,395000000.0,,,-17000000.0,530000000.0,-1000000.0,,,648000000.0,353000000.0,325000000.0,203000000.0,,2824000000.0,924000000.0,7.0,2000000000.0,,601000000.0,2099000000.0,,-10000000.0,56000000.0,-44000000.0,725000000.0,1166000000.0,203000000.0,3767000000.0,998000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,3288000000.0,,,,1.57,57000000.0,,,,177000000.0,,1000000.0,,604000000.0,,,2000000.0,,,,,18000000.0,661000000.0,0.0,,84200000.0,0.0,,,530000000.0,,,,604000000.0,,-4000000.0,,225000000.0,-74000000.0,,,,,1423000000.0,-105000000.0,,,,,,,,-5625000000.0,,,,74000000.0,1000000.0,0.0,,,,,148000000.0,,,,,,9336000000.0,2170000000.0,,709000000.0,,480000000.0,,-69000000.0,29000000.0,304000000.0,57000000.0,,,190000000.0,,3711000000.0,,1000000.0,,,,144000000.0,,2144000000.0,,,,721000000.0,1021000000.0,,,,6141000000.0,84800000.0,,,3971000000.0,,,,,825000000.0,,,364000000.0,,,,,,90000000.0,133000000.0,,,133000000.0,,,,,,93000000.0,1.58,,,,,,21000000.0,27000000.0,,,4000000.0,,,,,0.0,604000000.0,-14000000.0,,,643000000.0,402000000.0,133000000.0,203000000.0,,2853000000.0,955000000.0,,,,,,,-11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,3194000000.0,,,,0.65,56000000.0,,0.0,,188000000.0,,33000000.0,,742000000.0,,,-1000000.0,,,,,42000000.0,676000000.0,0.0,,82200000.0,54000000.0,,,604000000.0,,,,742000000.0,,-29000000.0,,159000000.0,-174000000.0,,,,,1403000000.0,87000000.0,,,,,,,,-4980000000.0,,,,137000000.0,0.0,0.0,,,,,306000000.0,,,,,,8553000000.0,2247000000.0,,732000000.0,,519000000.0,,-165000000.0,1000000.0,190000000.0,20000000.0,,,74000000.0,,3573000000.0,,1000000.0,,,,277000000.0,,2152000000.0,,,,668000000.0,1056000000.0,,,,6078000000.0,82800000.0,,,3831000000.0,,,,,824000000.0,,,366000000.0,,,,,,88000000.0,54000000.0,,,54000000.0,,,,,,95000000.0,0.655,,,,,,21000000.0,27000000.0,,,2000000.0,,,,,5000000.0,742000000.0,-64000000.0,,,612000000.0,347000000.0,54000000.0,202000000.0,,2884000000.0,962000000.0,,,,,,,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,2999000000.0,,,,1.475,205000000.0,,0.0,,166000000.0,,-14000000.0,,461000000.0,,,-25000000.0,,,,,-65000000.0,753000000.0,0.0,,79000000.0,53000000.0,,,742000000.0,,,,461000000.0,,-31000000.0,,196000000.0,-224000000.0,,,,,1417000000.0,13000000.0,,,,,,,,-4934000000.0,,,,-280000000.0,307000000.0,0.0,,,,,257000000.0,,,,,,8424000000.0,1960000000.0,,804000000.0,,623000000.0,,-181000000.0,26000000.0,280000000.0,45000000.0,,,162000000.0,,3490000000.0,,1000000.0,,,,226000000.0,,2217000000.0,,163000000.0,,679000000.0,1055000000.0,,,,6020000000.0,79400000.0,,,4060000000.0,,,,,837000000.0,,,328000000.0,,,,,,75000000.0,117000000.0,,,117000000.0,,,,,,93000000.0,1.48,,,,,,25000000.0,22000000.0,,,-3000000.0,,,,,-313000000.0,461000000.0,-9000000.0,,,630000000.0,362000000.0,117000000.0,202000000.0,,3021000000.0,1052000000.0,,,,,,,-15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,417000000.0,,2972000000.0,365000000.0,0.0,,,204000000.0,444000000.0,-7000000.0,-86000000.0,228000000.0,,-18000000.0,-34000000.0,444000000.0,530000000.0,,-10000000.0,80400000.0,-574000000.0,,340000000.0,-74000000.0,688000000.0,0.0,,,0.0,-137000000.0,3935000000.0,461000000.0,8448000000.0,,,444000000.0,,-80000000.0,365000000.0,102000000.0,-102000000.0,-288000000.0,,,,1369000000.0,14000000.0,3000000.0,927000000.0,2000000.0,3000000.0,-395000000.0,-144000000.0,,-4989000000.0,712000000.0,,49000000.0,-17000000.0,61000000.0,0.0,79800000.0,5612000000.0,,,172000000.0,17000000.0,,40000000.0,,87000000.0,8448000000.0,1934000000.0,,716000000.0,,671000000.0,0.0,-79000000.0,-16000000.0,183000000.0,11000000.0,1441000000.0,652000000.0,79000000.0,-4989000000.0,3459000000.0,,0.0,,,9000000.0,92000000.0,-7000000.0,2181000000.0,,163000000.0,2897000000.0,644000000.0,1039000000.0,739000000.0,,163000000.0,5869000000.0,,,4.575,3935000000.0,671000000.0,365000000.0,,-74000000.0,837000000.0,,0.0,417000000.0,,4171000000.0,837000000.0,-49000000.0,,87000000.0,61000000.0,444000000.0,11000000.0,61000000.0,133000000.0,505000000.0,5869000000.0,,,95000000.0,,,729000000.0,688000000.0,,369000000.0,9000000.0,11000000.0,2972000000.0,444000000.0,0.0,,376000000.0,,17000000.0,-87000000.0,444000000.0,-15000000.0,,,652000000.0,330000000.0,61000000.0,109000000.0,,2897000000.0,927000000.0,4.54,1934000000.0,,644000000.0,2181000000.0,,-13000000.0,204000000.0,-494000000.0,716000000.0,883000000.0,109000000.0,3459000000.0,968000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,3009000000.0,,,,0.38,328000000.0,,-2000000.0,,198000000.0,,1000000.0,,315000000.0,,,-181000000.0,,,,,-52000000.0,637000000.0,0.0,,73400000.0,49000000.0,,,444000000.0,,,,315000000.0,,-29000000.0,,112000000.0,104000000.0,,,,,1398000000.0,-100000000.0,,,,,,,,-5129000000.0,,,,-129000000.0,25000000.0,0.0,,,,,30000000.0,,,,,,8613000000.0,1884000000.0,,675000000.0,,686000000.0,-232000000.0,-4000000.0,3000000.0,206000000.0,8000000.0,,,38000000.0,,3484000000.0,,1000000.0,,,,1000000.0,,2354000000.0,,234000000.0,,702000000.0,1088000000.0,,,,6038000000.0,74000000.0,,,4154000000.0,,,,,952000000.0,,,434000000.0,,,,,,99000000.0,28000000.0,,,28000000.0,,,,,,97000000.0,0.38,,,,,,71000000.0,19000000.0,,,2000000.0,,,,,-263000000.0,315000000.0,-3000000.0,,,676000000.0,310000000.0,28000000.0,108000000.0,,3029000000.0,968000000.0,,,,,,,-13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,2948000000.0,,,,0.805,346000000.0,,-2000000.0,,187000000.0,,2000000.0,,276000000.0,,,-7000000.0,,,,,-84000000.0,639000000.0,0.0,,72800000.0,49000000.0,,,315000000.0,,,,276000000.0,,-76000000.0,,106000000.0,-75000000.0,,,,,1368000000.0,13000000.0,,,,,,,,-5174000000.0,,,,-39000000.0,58000000.0,0.0,,,,,175000000.0,,,,,,8624000000.0,1809000000.0,,690000000.0,,729000000.0,-61000000.0,-69000000.0,5000000.0,202000000.0,27000000.0,,,88000000.0,,3450000000.0,,1000000.0,,,,99000000.0,,2335000000.0,,260000000.0,,642000000.0,1075000000.0,,,,5973000000.0,73200000.0,,,4164000000.0,,,,,950000000.0,,,395000000.0,,,,,,89000000.0,59000000.0,,,59000000.0,,,,,,96000000.0,0.81,,,,,,18000000.0,28000000.0,,,-1000000.0,,,,,-139000000.0,276000000.0,0.0,,,673000000.0,293000000.0,59000000.0,108000000.0,,3025000000.0,990000000.0,,,,,,,-13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,3004000000.0,,,,0.92,347000000.0,,-1000000.0,,178000000.0,,17000000.0,,593000000.0,,,-2000000.0,,,,,-34000000.0,682000000.0,0.0,,71400000.0,49000000.0,,,276000000.0,,,,593000000.0,,-66000000.0,,111000000.0,178000000.0,,,,,1389000000.0,44000000.0,,,,,,,,-5330000000.0,,,,317000000.0,59000000.0,0.0,,,,,206000000.0,,,,,,8794000000.0,2132000000.0,,720000000.0,,779000000.0,0.0,-43000000.0,5000000.0,205000000.0,22000000.0,,,89000000.0,,3464000000.0,,1000000.0,,,,140000000.0,,2595000000.0,,261000000.0,,674000000.0,1100000000.0,,,,6319000000.0,71600000.0,,,4187000000.0,,,,,1196000000.0,,,402000000.0,,,,,,80000000.0,66000000.0,,,66000000.0,,,,,,96000000.0,0.925,,,,,,20000000.0,22000000.0,,,-2000000.0,,,,,-67000000.0,593000000.0,-2000000.0,,,663000000.0,289000000.0,66000000.0,115000000.0,,3315000000.0,997000000.0,,,,,,,-16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,457000000.0,,2877000000.0,172000000.0,9000000.0,,0.27,309000000.0,661000000.0,5000000.0,217000000.0,187000000.0,,-15000000.0,-192000000.0,661000000.0,444000000.0,,-2000000.0,72200000.0,152000000.0,,358000000.0,-128000000.0,646000000.0,0.0,,70200000.0,0.0,-44000000.0,4108000000.0,593000000.0,8793000000.0,,,661000000.0,,-65000000.0,172000000.0,82000000.0,-55000000.0,-299000000.0,,,,1327000000.0,24000000.0,0.0,903000000.0,5000000.0,5000000.0,-486000000.0,-236000000.0,,-5392000000.0,750000000.0,,0.0,68000000.0,-155000000.0,9000000.0,72000000.0,5482000000.0,,99000000.0,140000000.0,,,-1000000.0,,75000000.0,8793000000.0,2015000000.0,,758000000.0,,782000000.0,-6000000.0,-41000000.0,-14000000.0,178000000.0,1000000.0,1161000000.0,675000000.0,21000000.0,-5392000000.0,3401000000.0,,2000000.0,,,-19000000.0,75000000.0,0.0,2488000000.0,223000000.0,263000000.0,3246000000.0,562000000.0,1058000000.0,315000000.0,,263000000.0,6123000000.0,70400000.0,,2.39,4108000000.0,782000000.0,172000000.0,,-128000000.0,1128000000.0,,0.0,457000000.0,,4321000000.0,1128000000.0,-58000000.0,,90000000.0,19000000.0,661000000.0,97000000.0,19000000.0,58000000.0,236000000.0,6123000000.0,,,96000000.0,0.27,,411000000.0,646000000.0,,-13000000.0,-34000000.0,97000000.0,2877000000.0,661000000.0,1000000.0,,385000000.0,7000000.0,,-17000000.0,661000000.0,-39000000.0,,223000000.0,675000000.0,269000000.0,19000000.0,135000000.0,7000000.0,3246000000.0,903000000.0,2.38,2015000000.0,,562000000.0,2488000000.0,-118000000.0,-16000000.0,309000000.0,-157000000.0,758000000.0,551000000.0,135000000.0,3401000000.0,796000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,2842000000.0,,,-53000000.0,0.645,304000000.0,,0.0,,204000000.0,,-1000000.0,,513000000.0,,,-95000000.0,,,,,-148000000.0,645000000.0,31000000.0,,69600000.0,0.0,,,661000000.0,,,,513000000.0,,-56000000.0,,59000000.0,-162000000.0,,,,,1345000000.0,-79000000.0,,,,,,,,-5454000000.0,,,,-147000000.0,-1000000.0,0.0,,,,,63000000.0,,,,,,8782000000.0,1933000000.0,,681000000.0,,812000000.0,-1000000.0,-47000000.0,1000000.0,154000000.0,-22000000.0,,,24000000.0,,3328000000.0,,1000000.0,,,,7000000.0,,2437000000.0,,261000000.0,,612000000.0,1082000000.0,,,,5960000000.0,69800000.0,,,4027000000.0,,,,,1104000000.0,,,433000000.0,,,,,,91000000.0,45000000.0,,,45000000.0,,,,,,95000000.0,0.645,-1000000.0,,,,,25000000.0,21000000.0,,,1000000.0,-8000000.0,,,,-48000000.0,513000000.0,-10000000.0,,,671000000.0,263000000.0,45000000.0,134000000.0,,3118000000.0,900000000.0,,,,,,,-16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,2652000000.0,,,23000000.0,-0.69,310000000.0,,0.0,,237000000.0,,-9000000.0,,432000000.0,,,-2000000.0,,,,,-174000000.0,683000000.0,0.0,,66800000.0,0.0,,,513000000.0,,,,432000000.0,,-62000000.0,,-7000000.0,-129000000.0,,,,,1312000000.0,68000000.0,,,,,,,,-5454000000.0,,,,-81000000.0,-1000000.0,0.0,,,,,120000000.0,,,,,,8710000000.0,1835000000.0,,711000000.0,,747000000.0,-11000000.0,-100000000.0,-1000000.0,86000000.0,-5000000.0,,,-51000000.0,,3256000000.0,,2000000.0,,,,58000000.0,,2438000000.0,,262000000.0,,586000000.0,1082000000.0,,,,5801000000.0,66800000.0,,,3966000000.0,,,,,1102000000.0,,,432000000.0,,,,,,95000000.0,-46000000.0,,,-46000000.0,,,,,,93000000.0,-0.69,0.0,,,,,21000000.0,9000000.0,,,0.0,27000000.0,,,,-72000000.0,432000000.0,-23000000.0,,,678000000.0,230000000.0,-46000000.0,138000000.0,,3149000000.0,904000000.0,,,,,,,-15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,2681000000.0,,,-16000000.0,0.41,409000000.0,,0.0,,210000000.0,,-9000000.0,,191000000.0,,,-2000000.0,,,,,-119000000.0,693000000.0,0.0,,65400000.0,0.0,,,432000000.0,,,,191000000.0,,-62000000.0,,49000000.0,-52000000.0,,,,,1375000000.0,-25000000.0,,,,,,,,-5576000000.0,,,,-241000000.0,-2000000.0,0.0,,,,,104000000.0,,,,,,8928000000.0,1614000000.0,,721000000.0,,756000000.0,-276000000.0,-36000000.0,-9000000.0,142000000.0,1000000.0,,,28000000.0,,3352000000.0,,1000000.0,,,,42000000.0,,2483000000.0,,367000000.0,,583000000.0,1116000000.0,,,,5885000000.0,65600000.0,,,4271000000.0,,,,,1102000000.0,,,435000000.0,,,,,,95000000.0,27000000.0,,,27000000.0,,,,,,93000000.0,0.415,0.0,,,,,21000000.0,12000000.0,,,1000000.0,-4000000.0,,,,-293000000.0,191000000.0,-20000000.0,,,703000000.0,259000000.0,27000000.0,143000000.0,,3204000000.0,946000000.0,,,,,,,-19000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,354000000.0,,2782000000.0,91000000.0,10000000.0,-24000000.0,1.0,407000000.0,655000000.0,0.0,-4000000.0,178000000.0,,11000000.0,-102000000.0,655000000.0,661000000.0,,-3000000.0,66800000.0,54000000.0,,381000000.0,-65000000.0,673000000.0,0.0,,64800000.0,0.0,-40000000.0,4201000000.0,191000000.0,8883000000.0,,,655000000.0,,-62000000.0,91000000.0,100000000.0,397000000.0,-288000000.0,,,,1359000000.0,-42000000.0,0.0,923000000.0,-8000000.0,5000000.0,-469000000.0,-242000000.0,,-5594000000.0,829000000.0,,0.0,465000000.0,2000000.0,10000000.0,66600000.0,5391000000.0,,-70000000.0,124000000.0,,,-8000000.0,,83000000.0,8883000000.0,2077000000.0,,709000000.0,,804000000.0,0.0,0.0,1000000.0,195000000.0,6000000.0,1030000000.0,685000000.0,71000000.0,-5594000000.0,3289000000.0,,1000000.0,,,-78000000.0,62000000.0,0.0,2787000000.0,231000000.0,369000000.0,3496000000.0,601000000.0,1081000000.0,169000000.0,,369000000.0,6278000000.0,65000000.0,,1.365,4201000000.0,804000000.0,91000000.0,,-65000000.0,1510000000.0,-1000000.0,0.0,354000000.0,,4361000000.0,1510000000.0,-67000000.0,,100000000.0,65000000.0,655000000.0,19000000.0,65000000.0,-20000000.0,72000000.0,6278000000.0,,,95000000.0,1.005,0.0,201000000.0,673000000.0,,-2000000.0,22000000.0,19000000.0,2782000000.0,655000000.0,-2000000.0,-26000000.0,376000000.0,6000000.0,,-56000000.0,655000000.0,-7000000.0,,231000000.0,685000000.0,278000000.0,65000000.0,136000000.0,6000000.0,3496000000.0,923000000.0,1.36,2077000000.0,,601000000.0,2787000000.0,-11000000.0,-17000000.0,407000000.0,-183000000.0,709000000.0,411000000.0,136000000.0,3289000000.0,577000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,2771000000.0,,,9000000.0,0.6,655000000.0,,0.0,,211000000.0,,-14000000.0,,130000000.0,,,-48000000.0,,,,,-100000000.0,718000000.0,0.0,,65000000.0,0.0,,,655000000.0,,,,130000000.0,,-45000000.0,,80000000.0,-73000000.0,,,,,1394000000.0,-1000000.0,,,,,,,,-5616000000.0,,,,-523000000.0,3000000.0,0.0,,,,,141000000.0,,,,,,8892000000.0,1659000000.0,,765000000.0,,825000000.0,-546000000.0,0.0,0.0,179000000.0,15000000.0,,,54000000.0,,3276000000.0,,1000000.0,,,,96000000.0,,2840000000.0,,655000000.0,,688000000.0,1103000000.0,,,,6376000000.0,65200000.0,,,4717000000.0,,,,,1490000000.0,,,359000000.0,,,,,,114000000.0,39000000.0,,,39000000.0,,,,,,99000000.0,0.6,,,,,,25000000.0,23000000.0,,,1000000.0,-23000000.0,,,,-591000000.0,130000000.0,-1000000.0,,,720000000.0,291000000.0,39000000.0,131000000.0,,3605000000.0,991000000.0,,,,,,,-18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,2826000000.0,,,15000000.0,0.61,648000000.0,,0.0,,198000000.0,,-4000000.0,,85000000.0,,,-179000000.0,,,,,-64000000.0,702000000.0,0.0,,65000000.0,0.0,,,130000000.0,,,,85000000.0,,-56000000.0,,79000000.0,-96000000.0,,,,,1385000000.0,-31000000.0,,,,,,,,-5766000000.0,,,,-47000000.0,3000000.0,0.0,,,,,104000000.0,,,,,,9032000000.0,1625000000.0,,756000000.0,,841000000.0,0.0,0.0,-6000000.0,175000000.0,13000000.0,,,53000000.0,,3266000000.0,,2000000.0,,,,48000000.0,,2757000000.0,,655000000.0,,675000000.0,1108000000.0,,,,6339000000.0,65100000.0,,,4714000000.0,,,,,1410000000.0,,,349000000.0,,,,,,100000000.0,40000000.0,,,40000000.0,,,,,,96000000.0,0.62,,,,,,26000000.0,22000000.0,,,3000000.0,-20000000.0,,,,-55000000.0,85000000.0,-2000000.0,,,728000000.0,277000000.0,40000000.0,145000000.0,,3513000000.0,998000000.0,,,,,,,-18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,2938000000.0,,,-3000000.0,4.33,613000000.0,,5000000.0,,178000000.0,,-4000000.0,,134000000.0,,,-45000000.0,,,,,-191000000.0,720000000.0,0.0,,64800000.0,1000000.0,,,85000000.0,,,,134000000.0,,-56000000.0,,122000000.0,-101000000.0,,,,,1405000000.0,27000000.0,,,,,,,,-5758000000.0,,,,51000000.0,-5000000.0,0.0,,,,,203000000.0,,,,,,8927000000.0,1655000000.0,,919000000.0,,1098000000.0,0.0,-19000000.0,-196000000.0,218000000.0,-186000000.0,,,95000000.0,,3169000000.0,,0.0,,,,147000000.0,,2335000000.0,,628000000.0,,663000000.0,1105000000.0,,,,6192000000.0,64900000.0,,,4537000000.0,,,,,1202000000.0,,,343000000.0,,,,,,99000000.0,281000000.0,,,281000000.0,,,,,,96000000.0,4.34,,,,,,25000000.0,173000000.0,,,0.0,21000000.0,,,,-51000000.0,134000000.0,-2000000.0,,,719000000.0,300000000.0,281000000.0,127000000.0,,3254000000.0,790000000.0,,,,,,,-24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,378000000.0,,2890000000.0,431000000.0,27000000.0,18000000.0,1.1,661000000.0,174000000.0,-10000000.0,-478000000.0,184000000.0,,-7000000.0,-293000000.0,174000000.0,655000000.0,,-21000000.0,64900000.0,-326000000.0,,416000000.0,-268000000.0,721000000.0,0.0,,64300000.0,1000000.0,-32000000.0,4515000000.0,134000000.0,8909000000.0,,,174000000.0,,-79000000.0,431000000.0,115000000.0,-56000000.0,-546000000.0,,,,1379000000.0,14000000.0,5000000.0,810000000.0,-29000000.0,4000000.0,-786000000.0,-236000000.0,,-5778000000.0,771000000.0,,1000000.0,41000000.0,2000000.0,27000000.0,64800000.0,5563000000.0,,39000000.0,186000000.0,26000000.0,,-201000000.0,,99000000.0,8909000000.0,1670000000.0,,926000000.0,,1145000000.0,0.0,-19000000.0,1000000.0,208000000.0,-12000000.0,1167000000.0,714000000.0,59000000.0,-5778000000.0,3131000000.0,,1000000.0,,,9000000.0,107000000.0,-5000000.0,2369000000.0,243000000.0,567000000.0,3295000000.0,628000000.0,1080000000.0,398000000.0,,567000000.0,6185000000.0,64400000.0,,6.65,4515000000.0,1145000000.0,431000000.0,,-268000000.0,1181000000.0,,0.0,378000000.0,,4396000000.0,1181000000.0,-84000000.0,,103000000.0,71000000.0,174000000.0,179000000.0,71000000.0,-170000000.0,261000000.0,6185000000.0,,,93000000.0,1.1,,396000000.0,721000000.0,,3000000.0,27000000.0,179000000.0,2890000000.0,174000000.0,1000000.0,-11000000.0,384000000.0,10000000.0,26000000.0,-89000000.0,174000000.0,-29000000.0,,243000000.0,714000000.0,299000000.0,71000000.0,156000000.0,10000000.0,3295000000.0,810000000.0,6.64,1670000000.0,,628000000.0,2369000000.0,-33000000.0,-24000000.0,661000000.0,-38000000.0,926000000.0,634000000.0,156000000.0,3131000000.0,780000000.0,,,,,,,,,,,,,,,,,,,,,,,,
