,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyDilutedEPS,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyChangeInInventory,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,annualBasicAverageShares,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,annualFreeCashFlow,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualTotalAssets,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyAccountsReceivable,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCurrentLiabilities,annualInventory,annualRetainedEarnings,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyLongTermDebt,annualCapitalStock,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInventory,annualStockBasedCompensation,annualCommonStockIssuance,annualGoodwill,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCapitalStock,annualDilutedEPS,trailingTotalRevenue,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1327968000,371000000.0,-4368000000.0,,,1032000000.0,16237000000.0,41531000000.0,,,257000000.0,-12382000000.0,,,-149000000.0,14106000000.0,,879000000.0,-1842000000.0,,16449000000.0,1700000000.0,,1810000000.0,6857000000.0,-681000000.0,-26000000.0,-187000000.0,683900000.0,29000000.0,2929000000.0,2002000000.0,-6000000.0,6000000.0,,-918000000.0,2263000000.0,15821000000.0,324000000.0,1972000000.0,869000000.0,-3125000000.0,-576000000.0,,6139000000.0,794000000.0,-1196000000.0,4439000000.0,30181000000.0,16449000000.0,14287000000.0,,1810000000.0,,927000000.0,21559000000.0,3876000000.0,-2853000000.0,1527000000.0,30809000000.0,-263000000.0,12959000000.0,,427000000.0,29149000000.0,,1408000000.0,16522000000.0,-322000000.0,21288000000.0,679100000.0,,2929000000.0,,-618000000.0,-1904000000.0,-12382000000.0,3036000000.0,,,48306000000.0,1712000000.0,1066000000.0,2929000000.0,-750000000.0,981000000.0,-4180000000.0,-108000000.0,2459000000.0,,981000000.0,-27000000.0,1884000000.0,,1191000000.0,,,2951000000.0,2002000000.0,4.31,46630000000.0,,13447000000.0,15821000000.0,,15149000000.0,,2131000000.0,5927000000.0,,324000000.0,194000000.0,,14287000000.0,7918000000.0,12959000000.0,,,1191000000.0,,13447000000.0,56000000.0,5927000000.0,0.0,,7918000000.0,90000000.0,,,,-201000000.0,5322000000.0,29149000000.0,,,69865000000.0,-681000000.0,194000000.0,794000000.0,0.0,563000000.0,600000000.0,5434000000.0,794000000.0,,6857000000.0,232000000.0,16522000000.0,821000000.0,,794000000.0,-2140000000.0,7456000000.0,56000000.0,4.28,,6000000.0,,41531000000.0,-307000000.0,3036000000.0,,,600000000.0,259000000.0,292000000.0,-1218000000.0,1032000000.0,4456000000.0,,257000000.0,30809000000.0,1841000000.0,,46630000000.0,1884000000.0,,,30181000000.0,981000000.0,,,,,,,,,,,,,,,,,,
1335744000,,,,,,,41659000000.0,,,,,1.04,,-592000000.0,,,-5000000.0,,,,1285000000.0,,1698000000.0,6292000000.0,-641000000.0,7000000.0,,,25000000.0,,,,169000000.0,,,1814000000.0,15863000000.0,,248000000.0,,,-659000000.0,,5206000000.0,675000000.0,-566000000.0,3921000000.0,,15591000000.0,12446000000.0,,,,2000000.0,,3392000000.0,-1005000000.0,,,,12854000000.0,,404000000.0,29508000000.0,,1101000000.0,17866000000.0,,16867000000.0,,,,,-829000000.0,-768000000.0,-12151000000.0,,,,,,,,,697000000.0,,,1307000000.0,,697000000.0,-119000000.0,1690000000.0,,,,672400000.0,,0.0,,,,,,,11661000000.0,,,5548000000.0,,3671000000.0,18000000.0,,,,,,,1209000000.0,,14967000000.0,,,0.0,,7670000000.0,,,,1.05,-201000000.0,,,,666300000.0,,,,,,529000000.0,657000000.0,,675000000.0,,,,,794000000.0,,,,,55000000.0,,,-16000000.0,,,142000000.0,2483000000.0,,,,,184000000.0,-2000000.0,1076000000.0,,,,30312000000.0,478000000.0,,46175000000.0,,,,30584000000.0,697000000.0,,,,,,,,,,,,,,,,,,
1343692800,,,,,,,42316000000.0,,,,,1.06,,-538000000.0,,,-35000000.0,,,,1255000000.0,,1700000000.0,6505000000.0,-652000000.0,-99000000.0,,,23000000.0,,,,7000000.0,,,1786000000.0,15897000000.0,,-63000000.0,,,-768000000.0,,5374000000.0,1442000000.0,214000000.0,4119000000.0,,16415000000.0,13329000000.0,,,,-3000000.0,,3588000000.0,-6000000.0,,,,12774000000.0,,367000000.0,29774000000.0,,1071000000.0,18099000000.0,,16779000000.0,,,,,-774000000.0,366000000.0,-12542000000.0,,,,,,,,,704000000.0,,,1164000000.0,,704000000.0,767000000.0,1697000000.0,,,,662900000.0,,0.0,,,,,,,11405000000.0,,,5540000000.0,,3539000000.0,830000000.0,,,,,,,1173000000.0,,15229000000.0,,,-368000000.0,,7733000000.0,,,,1.07,-198000000.0,,,,656700000.0,,,,,,531000000.0,612000000.0,,1442000000.0,,,,,675000000.0,,,,,54000000.0,,,-2000000.0,,,-26000000.0,3285000000.0,,,,,184000000.0,-14000000.0,1136000000.0,,,,31428000000.0,390000000.0,,47325000000.0,,,,30910000000.0,704000000.0,,,,,,,,,,,,,,,,,,
1351641600,,,,,,,43051000000.0,,,,,0.96,,-100000000.0,,,-370000000.0,,,,1008000000.0,,1846000000.0,8050000000.0,-626000000.0,165000000.0,,,26000000.0,,,,16000000.0,,,1551000000.0,16352000000.0,,-1800000000.0,,,-598000000.0,,5254000000.0,1469000000.0,1545000000.0,4246000000.0,,18495000000.0,15709000000.0,,,,-14000000.0,,3704000000.0,-13000000.0,,,,13069000000.0,,335000000.0,30069000000.0,,972000000.0,17518000000.0,,16929000000.0,,,,,-735000000.0,-253000000.0,-12982000000.0,,,,,,,,,637000000.0,,,877000000.0,,637000000.0,27000000.0,1713000000.0,,,,662200000.0,,1500000000.0,,,,,,,11675000000.0,,,0.0,,3631000000.0,669000000.0,,,,,,,1279000000.0,,14526000000.0,,,156000000.0,,9533000000.0,,,,0.97,-236000000.0,,,,654800000.0,,,,,,543000000.0,1469000000.0,,1469000000.0,,,,,1442000000.0,,,,,55000000.0,,,,,,-19000000.0,2528000000.0,,,,,192000000.0,0.0,1015000000.0,,,,33227000000.0,142000000.0,,49579000000.0,,,,31084000000.0,637000000.0,,,,,,,,,,,,,,,,,,
1359590400,-14000000.0,-3277000000.0,,,338000000.0,17056000000.0,43964000000.0,,,272000000.0,-13311000000.0,1.47,,-645000000.0,14914000000.0,,444000000.0,-1875000000.0,,16388000000.0,1663000000.0,,341000000.0,7056000000.0,-576000000.0,-87000000.0,-217000000.0,663300000.0,31000000.0,2999000000.0,2079000000.0,-16000000.0,62000000.0,,-10000000.0,2202000000.0,16558000000.0,1176000000.0,1630000000.0,762000000.0,-3029000000.0,-830000000.0,,6430000000.0,784000000.0,-994000000.0,4767000000.0,31775000000.0,16388000000.0,14031000000.0,,341000000.0,,29000000.0,22266000000.0,4228000000.0,-2005000000.0,1610000000.0,31605000000.0,34000000.0,13155000000.0,,503000000.0,30653000000.0,,1464000000.0,17574000000.0,15000000.0,22726000000.0,656700000.0,,2999000000.0,,-939000000.0,-1833000000.0,-13311000000.0,1494000000.0,,,51035000000.0,794000000.0,2048000000.0,2999000000.0,-869000000.0,961000000.0,-2855000000.0,,1977000000.0,,961000000.0,-685000000.0,313000000.0,,1311000000.0,,655800000.0,14000000.0,2079000000.0,4.57,48163000000.0,,14654000000.0,16558000000.0,,16296000000.0,59000000.0,2142000000.0,0.0,,1176000000.0,130000000.0,,14031000000.0,7903000000.0,13155000000.0,269000000.0,,1311000000.0,,14654000000.0,54000000.0,0.0,5000000.0,,7903000000.0,105000000.0,,59000000.0,1.48,-234000000.0,5210000000.0,30653000000.0,,648800000.0,73301000000.0,-576000000.0,130000000.0,784000000.0,161000000.0,539000000.0,784000000.0,5325000000.0,784000000.0,165000000.0,7056000000.0,199000000.0,17574000000.0,1469000000.0,,784000000.0,-2488000000.0,7352000000.0,54000000.0,4.52,,,,43964000000.0,-314000000.0,1494000000.0,,,784000000.0,254000000.0,204000000.0,0.0,338000000.0,4609000000.0,269000000.0,272000000.0,31605000000.0,1038000000.0,165000000.0,48163000000.0,313000000.0,,,31775000000.0,961000000.0,,,,,,,,,,,,,,,,,,
1367280000,,,,,,,44091000000.0,,,,,0.77,,-540000000.0,,,2130000000.0,,,,1017000000.0,,1939000000.0,6721000000.0,-565000000.0,-66000000.0,,,29000000.0,,,,3141000000.0,,,1553000000.0,16520000000.0,,-175000000.0,,,2253000000.0,,5143000000.0,1819000000.0,-375000000.0,4126000000.0,,11857000000.0,11159000000.0,,,,8000000.0,,3590000000.0,-3886000000.0,,,,12873000000.0,-58000000.0,281000000.0,31074000000.0,,779000000.0,16555000000.0,,16706000000.0,,,,,-901000000.0,-4449000000.0,-13017000000.0,,,,,,,,,498000000.0,,,3230000000.0,,498000000.0,1035000000.0,1569000000.0,,,,649500000.0,,0.0,,,,,,,11563000000.0,,,0.0,,3915000000.0,1112000000.0,,,,,,,1295000000.0,,13691000000.0,,,391000000.0,,8099000000.0,,,,0.78,-232000000.0,,,,642100000.0,,,,,,536000000.0,1819000000.0,,1819000000.0,,,,,784000000.0,,,,,53000000.0,,,,,,2874000000.0,523000000.0,,,,,629000000.0,209000000.0,1303000000.0,,,,27714000000.0,2329000000.0,,44234000000.0,,,,32377000000.0,498000000.0,,,,,,,,,,,,,,,,,,
1375228800,,,,,,,44888000000.0,,,,,0.95,,-921000000.0,,,-222000000.0,,,,1132000000.0,,1944000000.0,7078000000.0,-653000000.0,-70000000.0,,,26000000.0,,,,-18000000.0,,,1675000000.0,16020000000.0,,-352000000.0,,,-984000000.0,,5372000000.0,1018000000.0,392000000.0,4240000000.0,,11403000000.0,12616000000.0,,,,-10000000.0,,3698000000.0,299000000.0,,,,12285000000.0,0.0,350000000.0,31405000000.0,,961000000.0,15526000000.0,,17117000000.0,,,,,-1016000000.0,-699000000.0,-13483000000.0,,,,,,,,,611000000.0,,,879000000.0,,611000000.0,-801000000.0,1540000000.0,,,,642000000.0,,0.0,,,,,,,11745000000.0,,,0.0,,3705000000.0,,,,,,,,1331000000.0,,12655000000.0,,,0.0,,8441000000.0,,,,0.96,-231000000.0,,,,634800000.0,,,,,,543000000.0,1018000000.0,,1018000000.0,,,,,1819000000.0,,,,,53000000.0,,,,,,-14000000.0,1833000000.0,,,,,171000000.0,154000000.0,1354000000.0,,,,28142000000.0,-137000000.0,,44162000000.0,,,,32759000000.0,611000000.0,,,,,,,,,,,,,,,,,,
1383177600,,,,,,,45635000000.0,,,,,0.54,,0.0,,,-433000000.0,,,,703000000.0,,2071000000.0,8806000000.0,-653000000.0,136000000.0,,,26000000.0,,,,0.0,,,1272000000.0,16156000000.0,,-1934000000.0,,,-958000000.0,,5125000000.0,706000000.0,1727000000.0,4422000000.0,,13153000000.0,14551000000.0,,,,5000000.0,,3853000000.0,134000000.0,,,,12353000000.0,-99000000.0,197000000.0,31726000000.0,,538000000.0,15666000000.0,,17258000000.0,,,,,-922000000.0,2000000.0,-13909000000.0,,,,,,,,,341000000.0,,,644000000.0,,341000000.0,-312000000.0,1535000000.0,,,,637400000.0,,0.0,,,,,,,12133000000.0,,,,,3623000000.0,,,,,,,,1466000000.0,,12665000000.0,,,0.0,,10376000000.0,,,,0.54,-271000000.0,,,,631300000.0,,,,,,569000000.0,706000000.0,,706000000.0,,,,,1018000000.0,,,,,53000000.0,,,,,,0.0,2122000000.0,,,,,165000000.0,32000000.0,1494000000.0,,,,30217000000.0,-278000000.0,,46373000000.0,,,,33220000000.0,341000000.0,,,,,,,,,,,,,,,,,,
1391126400,-254000000.0,-3453000000.0,,,409000000.0,17598000000.0,45780000000.0,,,221000000.0,-14402000000.0,0.81,,0.0,15375000000.0,,818000000.0,-1461000000.0,,11573000000.0,986000000.0,,316000000.0,7683000000.0,-891000000.0,-254000000.0,2860000000.0,641800000.0,29000000.0,1971000000.0,623000000.0,456000000.0,0.0,,-89000000.0,1561000000.0,16231000000.0,1110000000.0,1576000000.0,1126000000.0,-4353000000.0,-582000000.0,,5796000000.0,695000000.0,-1119000000.0,4810000000.0,32980000000.0,11573000000.0,12777000000.0,,316000000.0,,79000000.0,21436000000.0,4235000000.0,-900000000.0,1132000000.0,28322000000.0,2293000000.0,12599000000.0,0.0,305000000.0,31378000000.0,,825000000.0,15545000000.0,-885000000.0,21515000000.0,635100000.0,,1971000000.0,,-614000000.0,-1218000000.0,-14402000000.0,1160000000.0,,-157000000.0,51160000000.0,784000000.0,3067000000.0,1971000000.0,-1006000000.0,520000000.0,-271000000.0,,1767000000.0,,520000000.0,-11000000.0,286000000.0,,1433000000.0,,638100000.0,82000000.0,623000000.0,3.1,44553000000.0,,12622000000.0,16231000000.0,,15719000000.0,151000000.0,2223000000.0,,,1110000000.0,,,12777000000.0,8766000000.0,12599000000.0,305000000.0,,1433000000.0,,12622000000.0,53000000.0,,0.0,,8766000000.0,110000000.0,,151000000.0,0.82,-272000000.0,3838000000.0,31378000000.0,,632300000.0,72596000000.0,-891000000.0,,695000000.0,391000000.0,575000000.0,695000000.0,6520000000.0,695000000.0,206000000.0,7683000000.0,625000000.0,15545000000.0,706000000.0,,695000000.0,-6364000000.0,6061000000.0,53000000.0,3.07,,,,45780000000.0,0.0,1160000000.0,,,695000000.0,3123000000.0,161000000.0,61000000.0,409000000.0,3103000000.0,305000000.0,221000000.0,28322000000.0,1153000000.0,206000000.0,44553000000.0,286000000.0,,,32980000000.0,520000000.0,,,,,,,,,,,,,,,,,,
1398816000,,,,,,,45522000000.0,,,,,0.66,,0.0,,,-368000000.0,,,,811000000.0,,1858000000.0,6793000000.0,-822000000.0,-120000000.0,,,21000000.0,,,,18000000.0,,,1390000000.0,16486000000.0,,322000000.0,,,-538000000.0,,4983000000.0,715000000.0,-898000000.0,4172000000.0,,11023000000.0,12040000000.0,,,,-10000000.0,,3593000000.0,-31000000.0,,,,12743000000.0,0.0,223000000.0,31359000000.0,,641000000.0,15516000000.0,,17050000000.0,,,,,-561000000.0,29000000.0,-14163000000.0,,,,,,,,,418000000.0,,,520000000.0,,418000000.0,20000000.0,1523000000.0,,,,638200000.0,,0.0,,,,,,,12067000000.0,,,,,3770000000.0,3000000.0,,,,,,,1381000000.0,,12612000000.0,,,0.0,,8450000000.0,,,,0.66,-272000000.0,,,,633300000.0,,,,,,579000000.0,715000000.0,,715000000.0,,,,,695000000.0,,,,,53000000.0,,,,,,0.0,1477000000.0,,,,,170000000.0,26000000.0,1660000000.0,,,,27556000000.0,-41000000.0,,44042000000.0,,,,33019000000.0,418000000.0,,,,,,,,,,,,,,,,,,
1406764800,,,,,,,45868000000.0,,,,,0.37,,0.0,,,-12000000.0,,,,819000000.0,,1833000000.0,7263000000.0,-792000000.0,-184000000.0,,,21000000.0,,,,28000000.0,,,1426000000.0,16433000000.0,,-465000000.0,,,-444000000.0,,5241000000.0,803000000.0,473000000.0,4422000000.0,,11554000000.0,11336000000.0,,,,42000000.0,,3816000000.0,-2008000000.0,,,,12611000000.0,-20000000.0,132000000.0,31195000000.0,,366000000.0,16686000000.0,,17406000000.0,,,,,-491000000.0,-456000000.0,-14673000000.0,,,,,,,,,234000000.0,,,994000000.0,,234000000.0,88000000.0,1517000000.0,,,,638400000.0,,0.0,,,,,,,12165000000.0,,,,,3767000000.0,3000000.0,,,,,,,1317000000.0,,13852000000.0,,,0.0,,8918000000.0,,,,0.37,-273000000.0,,,,633500000.0,,,,,,607000000.0,803000000.0,,803000000.0,,,,,715000000.0,,,,,53000000.0,,,,,,0.0,306000000.0,,,,,453000000.0,29000000.0,1706000000.0,,,,28022000000.0,503000000.0,,44455000000.0,,,,32901000000.0,234000000.0,,,,,,,,,,,,,,,,,,
1414713600,,,,,,,46073000000.0,,,,,0.55,,0.0,,,-288000000.0,,,,677000000.0,,1992000000.0,9229000000.0,-923000000.0,-122000000.0,,,22000000.0,,,,42000000.0,,,1283000000.0,16373000000.0,,-2164000000.0,,,-434000000.0,,5177000000.0,780000000.0,1963000000.0,4500000000.0,,13838000000.0,13525000000.0,,,,22000000.0,,3894000000.0,-23000000.0,,,,12631000000.0,2000000.0,160000000.0,30886000000.0,,512000000.0,16563000000.0,,17732000000.0,,,,,-518000000.0,-123000000.0,-15187000000.0,,,,,,,,,352000000.0,,,536000000.0,,352000000.0,-23000000.0,1475000000.0,,,,639600000.0,,0.0,,,,,,,12555000000.0,,,,,3801000000.0,,,,,,,,1279000000.0,,13809000000.0,,,0.0,,11066000000.0,,,,0.55,-329000000.0,,,,634000000.0,,,,,,605000000.0,780000000.0,,780000000.0,,,,,803000000.0,,,,,53000000.0,,,,,,0.0,495000000.0,,,,,165000000.0,33000000.0,1737000000.0,,,,30088000000.0,18000000.0,,46461000000.0,,,,32623000000.0,352000000.0,,,,,,,,,,,,,,,,,,
1422662400,7000000.0,-1786000000.0,18000000.0,,670000000.0,16805000000.0,41064000000.0,,,26000000.0,-15106000000.0,-4.14,,0.0,14676000000.0,,818000000.0,0.0,,14087000000.0,2228000000.0,,213000000.0,7759000000.0,-599000000.0,433000000.0,0.0,640100000.0,7000000.0,-1636000000.0,864000000.0,373000000.0,18000000.0,,1515000000.0,2566000000.0,13997000000.0,1009000000.0,1795000000.0,882000000.0,-2159000000.0,-510000000.0,,5939000000.0,2210000000.0,,3711000000.0,27317000000.0,14087000000.0,11736000000.0,,213000000.0,,7000000.0,21340000000.0,3373000000.0,-97000000.0,1204000000.0,27407000000.0,150000000.0,9644000000.0,-2000000.0,689000000.0,25958000000.0,,2134000000.0,15671000000.0,-512000000.0,20430000000.0,634700000.0,,2449000000.0,,-216000000.0,-448000000.0,-15106000000.0,91000000.0,,-20000000.0,51278000000.0,695000000.0,2653000000.0,-1636000000.0,-1205000000.0,1445000000.0,-1926000000.0,,2389000000.0,,-2640000000.0,1430000000.0,253000000.0,,1321000000.0,,644000000.0,40000000.0,864000000.0,-2.58,41404000000.0,,12705000000.0,13997000000.0,,14491000000.0,147000000.0,2129000000.0,,,1009000000.0,,,11736000000.0,8790000000.0,9644000000.0,322000000.0,,1321000000.0,106000000.0,12705000000.0,53000000.0,,-302000000.0,,8790000000.0,71000000.0,,147000000.0,-4.14,-331000000.0,4535000000.0,25958000000.0,,637900000.0,72618000000.0,-599000000.0,,2210000000.0,-1764000000.0,338000000.0,2210000000.0,4439000000.0,2210000000.0,155000000.0,7759000000.0,,15671000000.0,780000000.0,,2210000000.0,-998000000.0,6664000000.0,53000000.0,-2.58,,,,41064000000.0,0.0,91000000.0,,,2210000000.0,106000000.0,94000000.0,285000000.0,670000000.0,3653000000.0,322000000.0,26000000.0,27407000000.0,2173000000.0,155000000.0,41404000000.0,253000000.0,,,27317000000.0,-2640000000.0,,,,,,,,,,,,,,,,,,
1430352000,,,,,,,40753000000.0,,,,,0.98,,-597000000.0,,,-448000000.0,,,,1154000000.0,,1672000000.0,6799000000.0,-490000000.0,18000000.0,,,26000000.0,,,,21000000.0,,,1694000000.0,14174000000.0,,180000000.0,,,-306000000.0,,5208000000.0,2768000000.0,,4054000000.0,,13198000000.0,10648000000.0,,,,-70000000.0,,3514000000.0,-14000000.0,,,,9441000000.0,,348000000.0,25778000000.0,,999000000.0,15624000000.0,,17119000000.0,,,,,-352000000.0,-687000000.0,-14975000000.0,,,,,,,,,651000000.0,,,1551000000.0,,635000000.0,558000000.0,1404000000.0,,,,646400000.0,,64000000.0,,,,,,,11911000000.0,,,,,3673000000.0,,,,,,,,1359000000.0,,12654000000.0,,,0.0,,8610000000.0,,,,0.99,-333000000.0,,,,640900000.0,,,,,,540000000.0,2768000000.0,,2768000000.0,,,,,2210000000.0,,,,,53000000.0,,,,,,,112000000.0,,,,,155000000.0,257000000.0,1470000000.0,,,,26272000000.0,1199000000.0,,40446000000.0,,,,27248000000.0,635000000.0,,,,,,,,,,,,,,,,,,
1438300800,,,,,,,41035000000.0,,,,,1.18,,-640000000.0,,,-75000000.0,,,,1330000000.0,,2250000000.0,6944000000.0,-481000000.0,-63000000.0,,,28000000.0,,,,17000000.0,,,1881000000.0,13942000000.0,,-162000000.0,,,-326000000.0,,5376000000.0,2742000000.0,,4046000000.0,,13358000000.0,11613000000.0,,,,36000000.0,,3495000000.0,-40000000.0,,,,9099000000.0,,409000000.0,25583000000.0,,1182000000.0,14831000000.0,,17427000000.0,,,,,-358000000.0,-938000000.0,-15452000000.0,,,,,,,,,773000000.0,,,1238000000.0,,753000000.0,-26000000.0,1353000000.0,,,,641000000.0,,60000000.0,,,,,,,12051000000.0,,,,,3768000000.0,,,,,,,,1319000000.0,,11883000000.0,,,0.0,,8269000000.0,,,,1.18,-332000000.0,,,,635800000.0,,,,,,550000000.0,2742000000.0,,2742000000.0,,,,,2768000000.0,,,,,53000000.0,,,,,,,841000000.0,,,,,148000000.0,74000000.0,1445000000.0,,,,26444000000.0,880000000.0,,40386000000.0,,,,27028000000.0,753000000.0,,,,,,,,,,,,,,,,,,
1446249600,,,-26000000.0,,,,41393000000.0,,,,,0.87,,-942000000.0,,,-20000000.0,,,,876000000.0,,2402000000.0,8904000000.0,-469000000.0,-66000000.0,,,30000000.0,,,,-26000000.0,,,1437000000.0,13256000000.0,,-2114000000.0,,,-437000000.0,,5173000000.0,1977000000.0,,4297000000.0,,15204000000.0,13858000000.0,,,,9000000.0,,3736000000.0,-18000000.0,,,,8359000000.0,0.0,249000000.0,25472000000.0,,725000000.0,14582000000.0,,17613000000.0,,,,,-419000000.0,-1299000000.0,-15921000000.0,,,,,,,,,476000000.0,,,971000000.0,,549000000.0,-765000000.0,1279000000.0,,,,628800000.0,,261000000.0,,,,,,,12440000000.0,,,,,3868000000.0,,,,,,,,1316000000.0,,11951000000.0,,,0.0,,10374000000.0,,,,0.88,-352000000.0,,,,623700000.0,,,,,,561000000.0,1977000000.0,,1977000000.0,,,,,2742000000.0,,,,,52000000.0,,,,,,,825000000.0,,,,,151000000.0,13000000.0,1020000000.0,,,,28440000000.0,552000000.0,,41696000000.0,,,,26492000000.0,549000000.0,,,,,,,,,,,,,,,,,,
