,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyBasicEPS,trailingNetIncome,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualCostOfRevenue,annualCurrentDebt,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,annualBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualDilutedEPS,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,annualDilutedAverageShares,quarterlyCurrentDebt,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,annualCapitalExpenditure,quarterlyBasicAverageShares,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingCashDividendsPaid,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInventory,quarterlyEbitda,trailingInterestExpense,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments
1306800000,853000000.0,,-332000000.0,7283000000.0,,15266000000.0,15266000000.0,,,1.760252,,8285000000.0,-2550000000.0,27385000000.0,4882000000.0,,12165000000.0,2326000000.0,111000000.0,3866000000.0,-151000000.0,154000000.0,0.0,2328000000.0,2265000000.0,558000000.0,,246000000.0,14266000000.0,18000000.0,27385000000.0,2467000000.0,,1452000000.0,1667000000.0,19100000000.0,607000000.0,,1702000000.0,,499000000.0,,15220000000.0,948000000.0,1231000000.0,12165000000.0,430000000.0,,,6643000000.0,51000000.0,1894000000.0,813000000.0,1973000000.0,2328000000.0,558000000.0,558000000.0,1667000000.0,8285000000.0,,,1336000000.0,-12000000.0,5754000000.0,437000000.0,,1231000000.0,,4882000000.0,4.580442,,1894000000.0,3909000000.0,-635000000.0,2328000000.0,15543000000.0,-38000000.0,108000000.0,4041000000.0,318000000.0,370000000.0,7283000000.0,1452000000.0,-262000000.0,1359000000.0,32000000.0,4315000000.0,,154000000.0,376000000.0,865000000.0,1.75,96000000.0,,2328000000.0,0.0,,15220000000.0,0.0,1952000000.0,-18143000000.0,0.0,2328000000.0,2328000000.0,,0.0,,,4.57,-125000000.0,,,19100000000.0,317000000.0,18000000.0,33686000000.0,,12000000.0,15276000000.0,,,13000000.0,889000000.0,1452000000.0,44000000.0,193000000.0,241000000.0,246000000.0,-96000000.0,-2550000000.0,1702000000.0,33686000000.0,,,-3434000000.0,317000000.0,22571000000.0,1336000000.0,,-287000000.0,10552000000.0,-731000000.0,,-3419000000.0,1584000000.0,317000000.0,,0.0,969000000.0,,77000000.0,,286000000.0,,39304000000.0,32000000.0,,307000000.0,15543000000.0,,25038000000.0,126000000.0,20000000.0,98000000.0,2326000000.0,-18143000000.0,669000000.0,437000000.0,1376000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314748800,-250000000.0,,,7143000000.0,,15648000000.0,,,,1.463722,,7963000000.0,,,4981000000.0,,,2435000000.0,,4004000000.0,,184000000.0,,,,464000000.0,,,,,27838000000.0,,,,,19875000000.0,,,,,509000000.0,,,,1620000000.0,12124000000.0,-263000000.0,,,6588000000.0,32000000.0,,,,,464000000.0,464000000.0,1367000000.0,,,,1441000000.0,-2000000.0,5851000000.0,418000000.0,,,,,,4624000000.0,1872000000.0,3933000000.0,-1216000000.0,1959000000.0,,-41000000.0,,,318000000.0,,,,,2328000000.0,32000000.0,,,,,724000000.0,1.46,5000000.0,,,-111000000.0,,15714000000.0,,,-18404000000.0,-17000000.0,1959000000.0,1959000000.0,,0.0,,,,,,,,,301000000.0,,,11000000.0,,,,-26000000.0,737000000.0,,28000000.0,131000000.0,-324000000.0,240000000.0,,-2501000000.0,1563000000.0,34224000000.0,,,,317000000.0,,,,,10521000000.0,-1110000000.0,,,860000000.0,,,0.0,-369000000.0,,,,675000000.0,,,,,260000000.0,15820000000.0,,,,37000000.0,,,,,,1244000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322611200,201000000.0,,,7155000000.0,,16103000000.0,,,,1.580366,,8168000000.0,,,5380000000.0,,,2399000000.0,,3982000000.0,,176000000.0,,,,497000000.0,,,,,28452000000.0,,,,,20284000000.0,,,,,518000000.0,,,,1176000000.0,12535000000.0,382000000.0,,,6677000000.0,5000000.0,,,,,497000000.0,497000000.0,1251000000.0,,,,1555000000.0,4000000.0,5897000000.0,440000000.0,,,,,,5024000000.0,1916000000.0,3910000000.0,-1100000000.0,1896000000.0,,-41000000.0,,,316000000.0,,,,,1959000000.0,32000000.0,,,,,777000000.0,1.57,10000000.0,,,-3000000.0,,15917000000.0,,,-18690000000.0,-1000000.0,1896000000.0,1896000000.0,,0.0,,,,,,,,,428000000.0,,,7000000.0,,,,-234000000.0,780000000.0,,4000000.0,147000000.0,82000000.0,234000000.0,,-2581000000.0,1646000000.0,35399000000.0,,,,314484094.0,,,,,10587000000.0,-1107000000.0,,,1308000000.0,,,0.0,-63000000.0,,,,708000000.0,,,,,280000000.0,16709000000.0,,,,23000000.0,,,,,,1302000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330473600,120000000.0,,,7031000000.0,,16584000000.0,,,,1.652039,,8198000000.0,,,5152000000.0,,,2419000000.0,,4021000000.0,,142000000.0,,,,521000000.0,,,,,28752000000.0,,,,,20554000000.0,,,,,543000000.0,,,,1292000000.0,12183000000.0,-779000000.0,,,6628000000.0,53000000.0,,,,,521000000.0,521000000.0,1251000000.0,,,,2030000000.0,-9000000.0,5815000000.0,447000000.0,,,,,,4815000000.0,1602000000.0,3936000000.0,-724000000.0,2040000000.0,,-41000000.0,,,316000000.0,,,,,1896000000.0,32000000.0,,,,,792000000.0,1.65,5000000.0,,,0.0,,16569000000.0,,,-19090000000.0,-10000000.0,2040000000.0,2040000000.0,,0.0,,,,,,,,,419000000.0,,,12000000.0,,,,2000000.0,813000000.0,,51000000.0,416000000.0,-693000000.0,244000000.0,,-2483000000.0,1687000000.0,35933000000.0,,,,315367909.0,,,,,10564000000.0,-729000000.0,,,849000000.0,,,0.0,144000000.0,,,,999000000.0,,,,,271000000.0,16843000000.0,0.0,,,23000000.0,,,,,,1347000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338422400,757000000.0,,-835000000.0,9802000000.0,,17134000000.0,17134000000.0,,,,,9056000000.0,-4953000000.0,29903000000.0,5374000000.0,,15176000000.0,2387000000.0,74000000.0,2221000000.0,-164000000.0,136000000.0,0.0,2843000000.0,3141000000.0,550000000.0,,251000000.0,15758000000.0,417000000.0,29903000000.0,3320000000.0,,2032000000.0,1250000000.0,20847000000.0,828000000.0,,1613000000.0,,543000000.0,,14727000000.0,3557000000.0,1212000000.0,15176000000.0,804000000.0,,-197000000.0,5158000000.0,11000000.0,1709000000.0,1109000000.0,2113000000.0,2843000000.0,550000000.0,550000000.0,1250000000.0,9056000000.0,,4882000000.0,836000000.0,-1537000000.0,2764000000.0,440000000.0,,1212000000.0,,5374000000.0,6.418198,4882000000.0,1709000000.0,5850000000.0,-1009000000.0,2843000000.0,17248000000.0,-41000000.0,128000000.0,4835000000.0,,144000000.0,9802000000.0,2032000000.0,-29000000.0,2040000000.0,32000000.0,5293000000.0,,136000000.0,515000000.0,848000000.0,,54000000.0,,2843000000.0,-2000000.0,,14727000000.0,0.0,2328000000.0,-18916000000.0,-1000000.0,2843000000.0,2843000000.0,,0.0,,,6.41,-140000000.0,,,20847000000.0,317000000.0,,36164000000.0,,,16099000000.0,,,14000000.0,2394000000.0,2032000000.0,45000000.0,432000000.0,100000000.0,251000000.0,-116000000.0,-4953000000.0,1613000000.0,36164000000.0,,,-4007000000.0,,23602000000.0,836000000.0,,-244000000.0,11008000000.0,-1061000000.0,,-4049000000.0,1818000000.0,316599754.0,,0.0,803000000.0,,39000000.0,,22000000.0,,42680000000.0,32000000.0,,298000000.0,17248000000.0,0.0,26922000000.0,146000000.0,22000000.0,105000000.0,2387000000.0,-18916000000.0,1126000000.0,440000000.0,-2580000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346371200,-69000000.0,,,10858000000.0,,17505000000.0,,,,1.452532,,8877000000.0,,,4809000000.0,,,2734000000.0,,4103000000.0,,147000000.0,,,,459000000.0,,,,,30691000000.0,,,,,21814000000.0,,,,,573000000.0,,,,1214000000.0,15667000000.0,-474000000.0,,,2138000000.0,25000000.0,,,,,459000000.0,459000000.0,2242000000.0,,,,879000000.0,-5000000.0,1396000000.0,465000000.0,,,,,,4780000000.0,3049000000.0,8654000000.0,-1443000000.0,2743000000.0,,-44000000.0,,,316551724.0,,,,,2843000000.0,32000000.0,,,,,727000000.0,1.45,12000000.0,,,-483000000.0,,15024000000.0,,,-19096000000.0,-301000000.0,2743000000.0,2743000000.0,,0.0,,,,,,,,,117000000.0,,,10000000.0,,,,425000000.0,742000000.0,,30000000.0,122000000.0,-338000000.0,245000000.0,,-4847000000.0,1643000000.0,36962000000.0,,,,316000000.0,,,,,10792000000.0,-972000000.0,,,903000000.0,,,0.0,-100000000.0,,,,209000000.0,,,,,268000000.0,17866000000.0,-246000000.0,,,40000000.0,,,,,,1315000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354233600,-101000000.0,,,10941000000.0,,17899000000.0,,,,1.390476,,9159000000.0,,,4828000000.0,,,2757000000.0,,4133000000.0,,146000000.0,,,,438000000.0,,,,,31312000000.0,,,,,22153000000.0,,,,,592000000.0,,,,1047000000.0,15769000000.0,129000000.0,,,2146000000.0,25000000.0,,,,,438000000.0,438000000.0,2241000000.0,,,,973000000.0,-8000000.0,1428000000.0,456000000.0,,,,,,5202000000.0,3097000000.0,8961000000.0,-908000000.0,2517000000.0,,-44000000.0,,,315107914.0,,,,,2743000000.0,32000000.0,,,,,692000000.0,1.39,8000000.0,,,0.0,,15543000000.0,,,-19400000000.0,-116000000.0,2517000000.0,2517000000.0,,0.0,,,,,,,,,1000000.0,,,18000000.0,,,,-135000000.0,718000000.0,,23000000.0,145000000.0,-430000000.0,239000000.0,,-4770000000.0,1730000000.0,37749000000.0,,,,315000000.0,,,,,11107000000.0,-916000000.0,,,815000000.0,,,0.0,-226000000.0,,,,215000000.0,,,,,254000000.0,18349000000.0,0.0,,,24000000.0,,,,,,1310000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362009600,716000000.0,,,10619000000.0,,18216000000.0,,,,1.138801,,9745000000.0,,,5099000000.0,,,2765000000.0,,4197000000.0,,139000000.0,,,,361000000.0,,,,,31830000000.0,,,,,22085000000.0,,,,,599000000.0,,,,992000000.0,15718000000.0,-225000000.0,,,2054000000.0,171000000.0,,,,,361000000.0,361000000.0,1991000000.0,,,,1139000000.0,-63000000.0,1418000000.0,460000000.0,,,,,,4950000000.0,3118000000.0,8899000000.0,-517000000.0,3372000000.0,,-44000000.0,,,319469027.0,,,,,2517000000.0,32000000.0,,,,,564000000.0,1.13,25000000.0,,,0.0,,16112000000.0,,,-19786000000.0,0.0,3372000000.0,3372000000.0,,0.0,,223000000.0,,,,,,,251000000.0,,,9000000.0,,,,127000000.0,636000000.0,,168000000.0,226000000.0,12000000.0,234000000.0,,-4710000000.0,1730000000.0,38114000000.0,,,,317000000.0,,,,,10953000000.0,-542000000.0,,,1258000000.0,,,0.0,855000000.0,,,,286000000.0,,,,,203000000.0,18328000000.0,0.0,,,23000000.0,,,,,,1235000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369958400,767000000.0,,-535000000.0,10419000000.0,,18519000000.0,18519000000.0,,,0.957091,,11274000000.0,-3820000000.0,33567000000.0,5750000000.0,,16169000000.0,2755000000.0,55000000.0,4788000000.0,-177000000.0,120000000.0,0.0,4917000000.0,2455000000.0,303000000.0,,227000000.0,35404000000.0,251000000.0,33567000000.0,3211000000.0,,1561000000.0,2739000000.0,22293000000.0,1313000000.0,,1879000000.0,,622000000.0,,17398000000.0,1276000000.0,1054000000.0,16169000000.0,580000000.0,,-246000000.0,2537000000.0,64000000.0,3620000000.0,894000000.0,2386000000.0,4917000000.0,303000000.0,303000000.0,2739000000.0,11274000000.0,,5044000000.0,1652000000.0,-602000000.0,1439000000.0,457000000.0,,1054000000.0,,5750000000.0,4.930754,5044000000.0,3620000000.0,8898000000.0,-935000000.0,4917000000.0,18484000000.0,-45000000.0,280000000.0,4688000000.0,319000000.0,10000000.0,10419000000.0,1561000000.0,-417000000.0,3372000000.0,32000000.0,5597000000.0,,120000000.0,2074000000.0,472000000.0,0.95,10000000.0,,4917000000.0,0.0,,17398000000.0,0.0,2843000000.0,-19625000000.0,0.0,4917000000.0,4917000000.0,,0.0,,-171000000.0,4.91,-695000000.0,,,22293000000.0,317000000.0,251000000.0,38109000000.0,,24000000.0,16570000000.0,,,767000000.0,1098000000.0,1561000000.0,59000000.0,28000000.0,221000000.0,227000000.0,-483000000.0,-3820000000.0,1879000000.0,38109000000.0,,,-3375000000.0,316584465.0,5672000000.0,1652000000.0,,1184000000.0,11435000000.0,-945000000.0,,-3803000000.0,1712000000.0,316584465.0,-451000000.0,0.0,1545000000.0,,82000000.0,,566000000.0,,44287000000.0,32000000.0,,169000000.0,18484000000.0,0.0,8883000000.0,285000000.0,22000000.0,109000000.0,2755000000.0,-19625000000.0,521000000.0,457000000.0,1720000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377907200,357000000.0,,,10495000000.0,,18913000000.0,,,,1.54433,,11493000000.0,,,5523000000.0,,,2712000000.0,,4077000000.0,,109000000.0,,,,489000000.0,,,,,33673000000.0,,,,,22180000000.0,,,,,639000000.0,,,,1031000000.0,16018000000.0,-343000000.0,,,2205000000.0,145000000.0,,,,,489000000.0,489000000.0,2739000000.0,,,,1820000000.0,-2000000.0,1410000000.0,451000000.0,,,,,,4990000000.0,3390000000.0,8819000000.0,-562000000.0,5096000000.0,,-48000000.0,,,319000000.0,,,,,4917000000.0,32000000.0,,,,,766000000.0,1.53,10000000.0,,,0.0,,17655000000.0,,,-19730000000.0,0.0,5096000000.0,5096000000.0,,0.0,,10000000.0,,,,,,,254000000.0,,,27000000.0,,,,-181000000.0,795000000.0,,131000000.0,89000000.0,-370000000.0,221000000.0,,-3857000000.0,1879000000.0,38167000000.0,,,,316642256.0,,,,,11024000000.0,-572000000.0,,,929000000.0,,,0.0,179000000.0,,,,171000000.0,,,,,277000000.0,18437000000.0,-278000000.0,,,45000000.0,,,,,,1434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385769600,-438000000.0,,,10603000000.0,,19366000000.0,,,,1.567398,,10866000000.0,,,5406000000.0,,,2737000000.0,,4796000000.0,,109000000.0,,,,500000000.0,,,,,33542000000.0,,,,,22676000000.0,,,,,647000000.0,,,,819000000.0,16009000000.0,-133000000.0,,,2305000000.0,255000000.0,,,,,500000000.0,500000000.0,2739000000.0,,,,1945000000.0,-5000000.0,1478000000.0,458000000.0,,,,,,5377000000.0,3287000000.0,9098000000.0,-1109000000.0,3935000000.0,,-47000000.0,,,319000000.0,,,,,5096000000.0,32000000.0,,,,,792000000.0,1.567398,9000000.0,,,0.0,,17533000000.0,,,-20181000000.0,-3000000.0,3935000000.0,3935000000.0,,0.0,,-395000000.0,,,,,,,251000000.0,,,30000000.0,,,,-736000000.0,827000000.0,,249000000.0,112000000.0,-633000000.0,215000000.0,,-3769000000.0,1868000000.0,39301000000.0,,,,319000000.0,,,,,11403000000.0,-1118000000.0,,,680000000.0,,,0.0,-1161000000.0,,,,166000000.0,,,,,292000000.0,19120000000.0,-941000000.0,,,26000000.0,,,,,,1474000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393545600,105000000.0,,,12483000000.0,,19699000000.0,,,,1.23127,,9781000000.0,,,5019000000.0,,,2739000000.0,,4167000000.0,,102000000.0,,,,378000000.0,,,,,32729000000.0,,,,,22948000000.0,,,,,652000000.0,,,,924000000.0,17502000000.0,-417000000.0,,,2156000000.0,71000000.0,,,,,378000000.0,378000000.0,4735000000.0,,,,2083000000.0,-9000000.0,1515000000.0,462000000.0,,,,,,5197000000.0,3115000000.0,9145000000.0,-860000000.0,3042000000.0,,-47000000.0,,,307317073.0,,,,,3935000000.0,32000000.0,,,,,594000000.0,1.23,4000000.0,,,0.0,,15227000000.0,,,-20734000000.0,-251000000.0,3042000000.0,3042000000.0,,0.0,,143000000.0,,,,,,,1000000.0,,,38000000.0,,,,-995000000.0,641000000.0,,82000000.0,191000000.0,-305000000.0,208000000.0,,-3754000000.0,1903000000.0,40019000000.0,,,,307000000.0,,,,,11301000000.0,-864000000.0,,,969000000.0,,,0.0,-893000000.0,,,,244000000.0,,,,,216000000.0,19285000000.0,-2765000000.0,,,23000000.0,,,,,,1293000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401494400,707000000.0,,-1248000000.0,12481000000.0,,20429000000.0,20429000000.0,,,2.557606,,9683000000.0,-3694000000.0,33070000000.0,5312000000.0,,17793000000.0,2790000000.0,18000000.0,5317000000.0,-187000000.0,145000000.0,0.0,2908000000.0,3289000000.0,730000000.0,,206000000.0,36194000000.0,1000000.0,33070000000.0,3446000000.0,,2097000000.0,4736000000.0,23387000000.0,731000000.0,,1971000000.0,,649000000.0,,15277000000.0,828000000.0,1047000000.0,17793000000.0,658000000.0,,-4857000000.0,2707000000.0,111000000.0,3340000000.0,1192000000.0,2587000000.0,2908000000.0,730000000.0,730000000.0,4736000000.0,9683000000.0,,5460000000.0,2114000000.0,1000000.0,1524000000.0,463000000.0,,1047000000.0,,5312000000.0,7.346987,5460000000.0,3340000000.0,9132000000.0,-1020000000.0,2908000000.0,19550000000.0,-45000000.0,557000000.0,4264000000.0,296000000.0,-235000000.0,12481000000.0,2097000000.0,-254000000.0,3042000000.0,32000000.0,6033000000.0,,145000000.0,-2009000000.0,1137000000.0,2.46,-5000000.0,,2908000000.0,-36000000.0,,15277000000.0,0.0,4917000000.0,-21141000000.0,0.0,2908000000.0,2908000000.0,,0.0,,-274000000.0,6.75,-15000000.0,,,23387000000.0,310000000.0,1000000.0,40691000000.0,,47000000.0,21112000000.0,,,-807000000.0,1183000000.0,2097000000.0,95000000.0,189000000.0,60000000.0,206000000.0,-36000000.0,-3694000000.0,1971000000.0,40691000000.0,,,-3533000000.0,285423144.0,5927000000.0,2114000000.0,,-2719000000.0,11839000000.0,-979000000.0,,-3551000000.0,1686000000.0,285423144.0,-516000000.0,0.0,-134000000.0,,160000000.0,,247000000.0,,45567000000.0,32000000.0,,407000000.0,19550000000.0,-873000000.0,9373000000.0,582000000.0,23000000.0,117000000.0,2790000000.0,-21141000000.0,581000000.0,463000000.0,1832000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409443200,262000000.0,,,12313000000.0,,20921000000.0,,,,2.13948,,9250000000.0,,,5153000000.0,,,2775000000.0,,4189000000.0,,163000000.0,,,,606000000.0,,,,,32587000000.0,,,,,23337000000.0,,,,,651000000.0,,,,1138000000.0,17466000000.0,-257000000.0,,,2454000000.0,107000000.0,,,,,606000000.0,606000000.0,4735000000.0,,,,2107000000.0,-2000000.0,1467000000.0,481000000.0,,,,,,5487000000.0,3179000000.0,9230000000.0,-716000000.0,2416000000.0,,-57000000.0,,,289000000.0,,,,,2908000000.0,32000000.0,,,,,937000000.0,2.1,4000000.0,,,,,15121000000.0,,,-21442000000.0,,2416000000.0,2416000000.0,,0.0,,-86000000.0,,,,,,,1000000.0,,,48000000.0,,,,-741000000.0,987000000.0,,97000000.0,25000000.0,-383000000.0,200000000.0,,-3694000000.0,1973000000.0,40866000000.0,,,,283246379.0,,,,,11684000000.0,-720000000.0,,,982000000.0,,,0.0,-492000000.0,,,,108000000.0,,,,,331000000.0,19424000000.0,-791000000.0,,,48000000.0,,,,,,1638000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417305600,-1000000.0,,,12248000000.0,,21480000000.0,,,,2.146341,,9212000000.0,,,5173000000.0,,,2734000000.0,,4967000000.0,,176000000.0,,,,616000000.0,,,,,32984000000.0,,,,,23772000000.0,,,,,651000000.0,,,,1145000000.0,17421000000.0,56000000.0,,,2541000000.0,105000000.0,,,,,616000000.0,616000000.0,4735000000.0,,,,2104000000.0,5000000.0,1528000000.0,476000000.0,,,,,,5592000000.0,3205000000.0,9398000000.0,-1167000000.0,2266000000.0,,-57000000.0,,,287850467.0,,,,,2416000000.0,32000000.0,,,,,971000000.0,2.14,3000000.0,,,,,15563000000.0,,,-21723000000.0,,2266000000.0,2266000000.0,,0.0,,-231000000.0,,,,,,,0.0,,,47000000.0,,,,-109000000.0,1013000000.0,,92000000.0,32000000.0,-204000000.0,193000000.0,,-3787000000.0,1968000000.0,41616000000.0,,,,287000000.0,,,,,11939000000.0,-1170000000.0,,,1169000000.0,,,0.0,-150000000.0,,,,106000000.0,,,,,355000000.0,19893000000.0,-156000000.0,,,31000000.0,,,,,,1664000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425081600,243000000.0,,,14853000000.0,,21880000000.0,,,,2.020906,,10482000000.0,,,5243000000.0,,,3805000000.0,,4411000000.0,,193000000.0,,,,580000000.0,,,,,36108000000.0,,,,,25626000000.0,,,,,652000000.0,,,,1396000000.0,20096000000.0,-398000000.0,,,2487000000.0,68000000.0,,,,,580000000.0,580000000.0,7228000000.0,,,,2497000000.0,5000000.0,1525000000.0,488000000.0,,,,,,5584000000.0,3193000000.0,9229000000.0,-2499000000.0,3478000000.0,,-57000000.0,,,288557214.0,,,,,2266000000.0,32000000.0,,,,,909000000.0,2.01,9000000.0,,,,,16012000000.0,,,-22227000000.0,0.0,3478000000.0,3478000000.0,,0.0,,117000000.0,,,,,,,0.0,,,58000000.0,,,,2433000000.0,962000000.0,,83000000.0,305000000.0,-276000000.0,187000000.0,,-3909000000.0,2050000000.0,42652000000.0,,,,287000000.0,,,,,11716000000.0,-1079000000.0,,,1322000000.0,,,0.0,1212000000.0,,,,366000000.0,,,,,329000000.0,20425000000.0,-69000000.0,,,27000000.0,,,,,,1614000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
