date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualEndCashPosition,annualCurrentDebt,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyEbitda,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualFreeCashFlow,quarterlyEndCashPosition,annualAccountsPayable,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualChangeInAccountPayable,trailingTaxProvision,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,annualOperatingExpense,quarterlyCurrentAssets,annualDilutedEPS,trailingNetIncome,annualDilutedAverageShares,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualAccountsReceivable,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetIncome,quarterlyGoodwill,trailingCommonStockIssuance,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualInventory,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,trailingOperatingExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingStockBasedCompensation,trailingGrossProfit,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
2012-03-31,,,,,,,71000000.0,,,,,,140000000.0,-20100000.0,,1.21,8700000.0,,161600000.0,,-49300000.0,,19000000.0,6700000.0,,,,,,97500000.0,2090000000.0,-53000000.0,,,,43200000.0,13400000.0,,1894600000.0,951100000.0,565900000.0,,,,,1534600000.0,,,,,,735200000.0,,,965500000.0,90200000.0,,,,0.0,,,,-4100000.0,299500000.0,58200000.0,463100000.0,,387500000.0,,,,,,1524100000.0,,,15000000.0,347700000.0,71000000.0,804900000.0,,,-29400000.0,,,,,,250200000.0,1603400000.0,73000000.0,-590400000.0,-7700000.0,110600000.0,161600000.0,161600000.0,,,23900000.0,360700000.0,,,395800000.0,35200000.0,,250200000.0,,,,,1.22,188400000.0,,,,,14000000.0,13900000.0,,,,-1600000.0,,-40500000.0,81900000.0,,,,,,107100000.0,,,-21800000.0,,65000000.0,,,,48400000.0,,,,,3709900000.0,,3000000.0,,2175300000.0,,,,,,,-24000000.0,,-29900000.0,,185600000.0,67300000.0,,139000000.0,,,-146100000.0,,,,,,58800000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,,,,76400000.0,,,,,,144600000.0,-19500000.0,,1.3,7400000.0,,173600000.0,,-57500000.0,,19200000.0,6700000.0,,,,,,104600000.0,2091800000.0,-10100000.0,,,,73700000.0,-10800000.0,,1950900000.0,951800000.0,596100000.0,,,,,1554800000.0,,,,,,737900000.0,,,970200000.0,92800000.0,,,,0.0,,,,-15300000.0,317300000.0,58200000.0,810900000.0,,388000000.0,,,,,,1495700000.0,,,5100000.0,349900000.0,76400000.0,786200000.0,,,-39800000.0,,,,,,245300000.0,1633400000.0,78500000.0,-590200000.0,-800000.0,112000000.0,173600000.0,173600000.0,,,100000.0,361600000.0,,,401400000.0,38300000.0,,245300000.0,,,,,1.31,186000000.0,,,,,14200000.0,28200000.0,,,,-2000000.0,,-20100000.0,87700000.0,,,,,,116400000.0,,,-18000000.0,,91700000.0,,,,49100000.0,,,,,3741700000.0,,-5900000.0,,2186900000.0,,,,,,,12000000.0,,-8200000.0,,161600000.0,67300000.0,,141400000.0,,,-180800000.0,,,,,,58800000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,,74100000.0,,,,,,142900000.0,-19800000.0,,1.26,8900000.0,,176100000.0,,-46800000.0,,19000000.0,6600000.0,,,,,,96200000.0,2115600000.0,-39700000.0,,,,50000000.0,1000000.0,,2004800000.0,978200000.0,621600000.0,,,,,1623900000.0,,,,,,711600000.0,,,971200000.0,98600000.0,,,,0.0,,,,-8000000.0,314300000.0,58300000.0,872000000.0,,371200000.0,,,,,,1494000000.0,,,3700000.0,340400000.0,74100000.0,799900000.0,,,-27300000.0,,,,,,244200000.0,1739700000.0,76400000.0,-604900000.0,-5600000.0,119400000.0,176100000.0,176100000.0,,,27700000.0,373300000.0,,,417500000.0,34900000.0,,244200000.0,,,,,1.27,187500000.0,,,,,18700000.0,13600000.0,,,,-100000.0,,-21500000.0,92500000.0,,,,,,110300000.0,,,-19700000.0,,69700000.0,,,,57900000.0,,,,,3871900000.0,,-16000000.0,,2248000000.0,,,,,,,2500000.0,,-23700000.0,,173600000.0,67400000.0,,146900000.0,,,-131000000.0,,,,,,58900000.0,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,24800000.0,,214500000.0,5200000.0,,3099200000.0,84600000.0,1602500000.0,,0.0,,516400000.0,140800000.0,-22100000.0,-3000000.0,1.43,7100000.0,249900000.0,214500000.0,142500000.0,-19500000.0,46800000.0,19500000.0,3900000.0,1494100000.0,,16600000.0,,,140700000.0,2083300000.0,-42800000.0,-145600000.0,314600000.0,,83000000.0,25700000.0,-78100000.0,2067000000.0,990200000.0,589200000.0,,-124200000.0,19600000.0,980300000.0,1669000000.0,5.2,,58900000.0,214500000.0,2083300000.0,796100000.0,-123300000.0,,970400000.0,87500000.0,-81500000.0,883700000.0,1669000000.0,0.0,970400000.0,306100000.0,185600000.0,14000000.0,298500000.0,58200000.0,883700000.0,64100000.0,414800000.0,27000000.0,980300000.0,306100000.0,58200000.0,1802100000.0,1494100000.0,23900000.0,,-7200000.0,381300000.0,84600000.0,807400000.0,,2067000000.0,-26800000.0,298500000.0,3902300000.0,,148200000.0,76700000.0,240600000.0,1802100000.0,86700000.0,-615000000.0,-16200000.0,127100000.0,214500000.0,214500000.0,24800000.0,,100000.0,375200000.0,,67400000.0,404200000.0,39800000.0,2233300000.0,240600000.0,1496700000.0,-400000.0,589200000.0,32100000.0,1.45,187200000.0,375200000.0,329300000.0,404200000.0,,5200000.0,14400000.0,,,187200000.0,700000.0,,-44900000.0,64100000.0,592700000.0,127100000.0,,0.0,87500000.0,126400000.0,-13400000.0,,-19900000.0,214500000.0,102900000.0,55800000.0,-84500000.0,,54700000.0,,,460200000.0,,3902300000.0,,-65600000.0,,2233300000.0,990200000.0,,,807400000.0,-615000000.0,19600000.0,38400000.0,,-16300000.0,29300000.0,176100000.0,67400000.0,-30300000.0,142500000.0,,,-124200000.0,-79400000.0,28900000.0,5.26,,,59000000.0,,-127000000.0,,54700000.0,-173100000.0,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,82800000.0,,,,,,156500000.0,-22100000.0,,1.4,9500000.0,,213600000.0,,-46500000.0,,18800000.0,5500000.0,,,,,,138300000.0,2056800000.0,-56000000.0,,,,61000000.0,14400000.0,,2127300000.0,993200000.0,669700000.0,,,,,1675800000.0,,,,,,785700000.0,,,868000000.0,85200000.0,,,,0.0,,,,-3100000.0,295900000.0,58300000.0,888100000.0,,398300000.0,,,,,,1387100000.0,,,9900000.0,387400000.0,82800000.0,800300000.0,,,-32100000.0,,,,,,249100000.0,1829500000.0,85100000.0,-620900000.0,-500000.0,133800000.0,213600000.0,213600000.0,,,-700000.0,372300000.0,,,401300000.0,38800000.0,,249100000.0,,,,,1.42,185500000.0,,,,,111400000.0,13600000.0,,,,1000000.0,,-29300000.0,57900000.0,,,7400000.0,,,124100000.0,,,-14700000.0,,75700000.0,,,,51500000.0,,,,,3903200000.0,,-18800000.0,,2227400000.0,,,,,,,-900000.0,,-21700000.0,,214500000.0,67400000.0,,148700000.0,,,-146500000.0,,,,,,59200000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,,,,88400000.0,,,,,,166200000.0,-22300000.0,,1.5,10000000.0,,174700000.0,,-107500000.0,,19500000.0,8100000.0,,,,,,148400000.0,2065600000.0,-12400000.0,,,,93400000.0,-3500000.0,,2193200000.0,1002700000.0,696100000.0,,,,,1686200000.0,,,,,,808600000.0,,,861400000.0,83900000.0,,,,0.0,,,,-15700000.0,295500000.0,58200000.0,911400000.0,,404800000.0,,,,,,1369500000.0,,,4400000.0,403800000.0,88400000.0,823900000.0,,,-52800000.0,,,,,,255400000.0,1878800000.0,90700000.0,-627600000.0,0.0,138500000.0,174700000.0,174700000.0,,,-1700000.0,375100000.0,,,418100000.0,42500000.0,,255400000.0,,,,,1.52,192200000.0,,,,,114900000.0,13800000.0,,,,-500000.0,,-40500000.0,55900000.0,,,18700000.0,,,132900000.0,,-38200000.0,-16700000.0,,110100000.0,,,,54800000.0,,,,,3961500000.0,,1600000.0,,2275300000.0,,,,,,,-38900000.0,,-40400000.0,,213600000.0,67400000.0,,157600000.0,,,-155900000.0,,,,,,59000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,,,,84600000.0,,,,,,161500000.0,-22100000.0,,1.43,9400000.0,,182500000.0,,-51900000.0,,19400000.0,8800000.0,,,,,,142900000.0,2094900000.0,-30100000.0,,,,65000000.0,-8100000.0,,2255400000.0,1024400000.0,725700000.0,,,,,1783100000.0,,,,,,798300000.0,,,861100000.0,85600000.0,,,,0.0,,,,-16700000.0,297600000.0,58200000.0,962400000.0,,402400000.0,,,,,,1369200000.0,,,2400000.0,395900000.0,84600000.0,837400000.0,,,-32800000.0,,,,,,253000000.0,1989200000.0,87000000.0,-640000000.0,0.0,137900000.0,182500000.0,182500000.0,,,-900000.0,384400000.0,,,440300000.0,40800000.0,,253000000.0,,,,,1.45,192500000.0,,,,,117700000.0,14400000.0,,,,-2700000.0,,-25300000.0,56400000.0,,,1800000.0,,,127700000.0,,0.0,-19300000.0,,84300000.0,,,,64400000.0,,,,,4101000000.0,,-42000000.0,,2317900000.0,,,,,,,7800000.0,,-5400000.0,,174700000.0,67400000.0,,161800000.0,,,-111100000.0,,,,,,59000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,26600000.0,,217600000.0,113100000.0,,3237500000.0,94500000.0,1638900000.0,,0.0,,586200000.0,155800000.0,-25500000.0,-1400000.0,1.6,9600000.0,322000000.0,217600000.0,155600000.0,-44500000.0,29200000.0,19000000.0,6300000.0,1264200000.0,,8400000.0,,,156600000.0,1979600000.0,-14300000.0,-112800000.0,359700000.0,,102600000.0,6700000.0,-82600000.0,2324100000.0,1037000000.0,715400000.0,,-44800000.0,7700000.0,1012400000.0,1796200000.0,5.93,,59100000.0,217600000.0,1979600000.0,844900000.0,-150000000.0,,858900000.0,84000000.0,-92000000.0,974600000.0,1796200000.0,0.0,858900000.0,350300000.0,214500000.0,3500000.0,291800000.0,58100000.0,974600000.0,57200000.0,433400000.0,0.0,1012400000.0,350300000.0,58200000.0,2113200000.0,1264200000.0,28700000.0,,-8300000.0,411500000.0,94500000.0,838800000.0,,2324100000.0,-32300000.0,291800000.0,4110000000.0,,166700000.0,76700000.0,254900000.0,2113200000.0,96900000.0,-644500000.0,-1900000.0,143800000.0,217600000.0,217600000.0,26600000.0,,-800000.0,392500000.0,,67400000.0,434400000.0,44600000.0,2313800000.0,254900000.0,1598600000.0,-3900000.0,715400000.0,38500000.0,1.63,190500000.0,392500000.0,392600000.0,434400000.0,,113100000.0,14300000.0,,,190500000.0,800000.0,,-42700000.0,57200000.0,659000000.0,143800000.0,1300000.0,-38200000.0,84000000.0,141500000.0,-32000000.0,0.0,-19900000.0,217600000.0,122500000.0,56100000.0,-75700000.0,,59400000.0,,,526200000.0,,4110000000.0,,-16500000.0,,2313800000.0,1037000000.0,,,838800000.0,-644500000.0,7700000.0,35100000.0,,-15100000.0,9500000.0,182500000.0,67400000.0,-2400000.0,155600000.0,,,-44800000.0,-70600000.0,3100000.0,6.02,,,59100000.0,,-137800000.0,,59400000.0,-250400000.0,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,95900000.0,,,,,,175600000.0,-25600000.0,,1.62,8600000.0,,127800000.0,,-50900000.0,,19600000.0,1700000.0,,,,,,156100000.0,1900400000.0,-47600000.0,,,,70000000.0,6800000.0,,2394100000.0,1052300000.0,632900000.0,,,,,1769700000.0,,,,,,837700000.0,,,859900000.0,86300000.0,,,,0.0,,,,-18500000.0,326900000.0,58200000.0,1008300000.0,,424600000.0,,,,,,1267500000.0,,,7000000.0,413100000.0,95900000.0,841800000.0,,,-32800000.0,,,,,,257000000.0,2186700000.0,98200000.0,-658000000.0,-100000000.0,145300000.0,127800000.0,127800000.0,,,-200000.0,394300000.0,,,452600000.0,44300000.0,,257000000.0,,,,,1.65,189600000.0,,,,,16400000.0,13700000.0,,,,3800000.0,,-127100000.0,56600000.0,,,12800000.0,,,142300000.0,,,-18300000.0,,88300000.0,,,,59000000.0,,,,,4104100000.0,,-36900000.0,,2334400000.0,,,,,,,-89800000.0,,-22100000.0,,217600000.0,67400000.0,,160100000.0,,,-36900000.0,,,,,,59100000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,106100000.0,,,,,,192900000.0,-25600000.0,,1.8,10100000.0,,115800000.0,,-119700000.0,,19700000.0,7400000.0,,,,,,172900000.0,1955500000.0,-12500000.0,,,,101700000.0,-9600000.0,,2474300000.0,1064400000.0,696700000.0,,,,,1808800000.0,,,,,,878200000.0,,,861500000.0,87900000.0,,,,0.0,,,,-9900000.0,334600000.0,58100000.0,1032500000.0,,443000000.0,,,,,,1258800000.0,,,11400000.0,435200000.0,106100000.0,870500000.0,,,-55700000.0,,,,,,262300000.0,2255400000.0,108800000.0,-662600000.0,0.0,147100000.0,115800000.0,115800000.0,,,300000.0,401800000.0,,,467500000.0,51900000.0,,262300000.0,,,,,1.83,188600000.0,,,,,46300000.0,12700000.0,,,,-200000.0,,-17100000.0,57200000.0,,,19300000.0,,,160500000.0,,-41600000.0,-22700000.0,,124400000.0,,,,60500000.0,,,,,4228300000.0,,-13000000.0,,2419500000.0,,,,,,,-12000000.0,,-40400000.0,,127800000.0,67400000.0,,171900000.0,,,-36500000.0,,,,,,59000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,103700000.0,,,,,,187100000.0,-25600000.0,,1.76,8600000.0,,124700000.0,,-56600000.0,,19700000.0,7900000.0,,,,,,168300000.0,1974000000.0,-56200000.0,,,,65700000.0,-300000.0,,2552100000.0,1064600000.0,733900000.0,,,,,1860200000.0,,,,,,859900000.0,,,860500000.0,84300000.0,,,,0.0,,,,-29100000.0,344400000.0,58100000.0,1057900000.0,,428300000.0,,,,,,1240100000.0,,,-1800000.0,431600000.0,103700000.0,828500000.0,,,-34700000.0,,,,,,263300000.0,2277000000.0,106400000.0,-660500000.0,-1600000.0,148200000.0,124700000.0,124700000.0,,,-1000000.0,404100000.0,,,484600000.0,48400000.0,,263300000.0,,,,,1.78,207100000.0,,,,,58700000.0,12700000.0,,,,-2300000.0,,-21500000.0,53700000.0,,,-1300000.0,,,154700000.0,,300000.0,-22300000.0,,88000000.0,,,,71100000.0,,,,,4268500000.0,,-43500000.0,,2408300000.0,,,,,,,8900000.0,,-5000000.0,,115800000.0,67400000.0,,167600000.0,,,-97900000.0,,,,,,59000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,34100000.0,,132900000.0,56600000.0,,3492600000.0,116200000.0,1759200000.0,,0.0,,684700000.0,207700000.0,-30800000.0,2000000.0,1.97,10800000.0,317300000.0,132900000.0,145000000.0,-46000000.0,33000000.0,20500000.0,200000.0,1366100000.0,,-7000000.0,,,187400000.0,2084800000.0,-66900000.0,-183200000.0,432100000.0,,79900000.0,6300000.0,-79300000.0,2637200000.0,1063100000.0,718700000.0,,-248200000.0,15200000.0,1048700000.0,1858600000.0,7.14,,59100000.0,132900000.0,2084800000.0,916800000.0,-152100000.0,,862700000.0,83800000.0,-107600000.0,1027700000.0,1858600000.0,0.0,862700000.0,421900000.0,217600000.0,-3600000.0,352100000.0,58100000.0,1027700000.0,47300000.0,463300000.0,0.0,1048700000.0,421900000.0,58100000.0,2207800000.0,1366100000.0,400000.0,,-23600000.0,453500000.0,116200000.0,810700000.0,,2637200000.0,-28900000.0,352100000.0,4310100000.0,,199500000.0,79500000.0,266100000.0,2207800000.0,118700000.0,-658600000.0,-1500000.0,159200000.0,132900000.0,132900000.0,34100000.0,,-200000.0,404500000.0,,67400000.0,475500000.0,54900000.0,2451500000.0,266100000.0,1733400000.0,-900000.0,718700000.0,38100000.0,2.0,203300000.0,404500000.0,397900000.0,475500000.0,,56600000.0,13800000.0,,,203300000.0,700000.0,,-41200000.0,47300000.0,763300000.0,159200000.0,2200000.0,-41300000.0,83800000.0,173400000.0,-61100000.0,0.0,-17300000.0,132900000.0,97200000.0,52900000.0,-94900000.0,,65800000.0,,,630900000.0,,4310100000.0,,-1500000.0,,2451500000.0,1063100000.0,,,810700000.0,-658600000.0,15200000.0,8200000.0,,-11800000.0,3200000.0,124700000.0,67400000.0,-101600000.0,145000000.0,,,-248200000.0,-80600000.0,-84700000.0,7.26,,,59100000.0,,-206900000.0,,65800000.0,-273200000.0,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,110500000.0,,,,,,197500000.0,-30900000.0,,1.87,11500000.0,,114400000.0,,-59500000.0,,20000000.0,500000.0,,,,,,178200000.0,2074100000.0,-78300000.0,,,,60000000.0,10700000.0,,2716600000.0,1048200000.0,726500000.0,,,,,1843300000.0,,,,,,885200000.0,,,864400000.0,86800000.0,,,,0.0,,,,-24000000.0,346900000.0,58100000.0,1027200000.0,,434800000.0,,,,,,1347600000.0,,,24900000.0,450400000.0,110500000.0,778300000.0,,,-41400000.0,,,,,,272200000.0,2170600000.0,113200000.0,-652000000.0,0.0,158700000.0,114400000.0,114400000.0,,,-800000.0,396200000.0,,,482300000.0,51800000.0,,272200000.0,,,,,1.9,198800000.0,,,,,78800000.0,13000000.0,,,,8000000.0,,-35300000.0,46100000.0,,,14500000.0,,,164500000.0,,,-18100000.0,,78100000.0,,,,66900000.0,,,,,4262400000.0,,-23500000.0,,2419100000.0,,,,,,,-18500000.0,,-49700000.0,,132900000.0,67400000.0,,162000000.0,,,-339200000.0,,,,,,59100000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,120000000.0,,,,,,212100000.0,-30800000.0,,2.03,11600000.0,,124600000.0,,-85400000.0,,20600000.0,8600000.0,,,,,,192200000.0,2074500000.0,5100000.0,,,,132600000.0,-7600000.0,,2805500000.0,1080600000.0,739800000.0,,,,,1897900000.0,,,,,,910500000.0,,,861400000.0,88000000.0,,,,0.0,,,,-11800000.0,367700000.0,58100000.0,1048800000.0,,450100000.0,,,,,,1334700000.0,,,2900000.0,460400000.0,120000000.0,787800000.0,,,-58100000.0,,,,,,268200000.0,2298500000.0,123000000.0,-669400000.0,-1600000.0,160400000.0,124600000.0,124600000.0,,,-800000.0,411200000.0,,,499200000.0,56200000.0,,268200000.0,,,,,2.07,198000000.0,,,,,61000000.0,12900000.0,,,,-1300000.0,,-64900000.0,45900000.0,,,22000000.0,,,178600000.0,,,-27700000.0,,160300000.0,,,,68400000.0,,,,,4390700000.0,,-13000000.0,,2492800000.0,,,,,,,10200000.0,,-37200000.0,,114400000.0,67400000.0,,166100000.0,,,-302000000.0,,,,,,59100000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,116800000.0,,,,,,207100000.0,-30800000.0,,1.98,6700000.0,,119200000.0,,-86900000.0,,20500000.0,5800000.0,,,,,,187100000.0,2112600000.0,-34100000.0,,,,95200000.0,-9300000.0,,2891200000.0,1092700000.0,785500000.0,,,,,1952900000.0,,,,,,882600000.0,,,864100000.0,86900000.0,,,,0.0,,,,-31300000.0,374500000.0,58100000.0,1087700000.0,,432200000.0,,,,,,1327100000.0,,,7800000.0,450400000.0,116800000.0,798700000.0,,,-55400000.0,,,,,,263300000.0,2361000000.0,119900000.0,-679500000.0,-3200000.0,161000000.0,119200000.0,119200000.0,,,-600000.0,413200000.0,,,527700000.0,53900000.0,,263300000.0,,,,,2.01,195400000.0,,,,,73600000.0,13000000.0,,,,-2500000.0,,-30900000.0,47200000.0,,,3200000.0,,,173600000.0,,-13100000.0,-18500000.0,,113700000.0,,,,72100000.0,,,,,4491400000.0,,-39800000.0,,2538500000.0,,,,,,,-5400000.0,,-14700000.0,,124600000.0,67400000.0,,178100000.0,,,-322200000.0,,,,,,59100000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,40700000.0,,92800000.0,18400000.0,,3593100000.0,131400000.0,1774600000.0,,0.0,,764800000.0,228200000.0,-35400000.0,4700000.0,2.22,10000000.0,416100000.0,92800000.0,148300000.0,-74600000.0,41600000.0,21400000.0,6600000.0,1385700000.0,,4700000.0,,,207300000.0,2056200000.0,-28800000.0,-136100000.0,490600000.0,,128300000.0,1100000.0,-110400000.0,2986900000.0,1097900000.0,670500000.0,,-364200000.0,28500000.0,1053700000.0,1898700000.0,8.1,,59100000.0,92800000.0,2056200000.0,914800000.0,-217700000.0,,861700000.0,88500000.0,-127900000.0,1091900000.0,1898700000.0,0.0,861700000.0,478700000.0,132900000.0,23800000.0,348400000.0,58100000.0,1091900000.0,44000000.0,457500000.0,,1053700000.0,478700000.0,58100000.0,2412700000.0,1385700000.0,21500000.0,,-30900000.0,457300000.0,131400000.0,790100000.0,,2986900000.0,-62800000.0,348400000.0,4486900000.0,,221200000.0,82500000.0,250000000.0,2412700000.0,134500000.0,-684400000.0,-1500000.0,169800000.0,92800000.0,92800000.0,40700000.0,,-500000.0,413500000.0,,67400000.0,497800000.0,59300000.0,2588200000.0,250000000.0,1818500000.0,-2400000.0,670500000.0,39800000.0,2.26,195000000.0,413500000.0,496500000.0,497800000.0,,18400000.0,13000000.0,,,195000000.0,500000.0,,-94900000.0,44000000.0,844900000.0,169800000.0,1900000.0,-11800000.0,88500000.0,193800000.0,-43300000.0,1300000.0,-16100000.0,92800000.0,144400000.0,51900000.0,-79300000.0,,64400000.0,,,710500000.0,,4486900000.0,,-3000000.0,,2588200000.0,1097900000.0,,,790100000.0,-684400000.0,28500000.0,-26400000.0,,-8800000.0,-5100000.0,119200000.0,67400000.0,-6300000.0,148300000.0,,,-364200000.0,-80400000.0,-40100000.0,8.24,,,59200000.0,,-226000000.0,,64400000.0,-306400000.0,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,128300000.0,,,,,,222700000.0,-35400000.0,,2.16,5800000.0,,106300000.0,,-79600000.0,,21000000.0,5800000.0,,,,,,202400000.0,1901300000.0,-38400000.0,,,,122100000.0,9400000.0,,3079600000.0,1119300000.0,837200000.0,,,,,1841500000.0,,,,,,900500000.0,,,714600000.0,91100000.0,,,,0.0,,,,-9900000.0,374800000.0,58100000.0,1100700000.0,,438200000.0,,,,,,1064100000.0,,,15000000.0,462300000.0,128300000.0,797100000.0,,,-60300000.0,,,,,,259900000.0,2517100000.0,131300000.0,-701900000.0,-800000.0,14500000.0,106300000.0,106300000.0,,,-800000.0,417400000.0,,,511600000.0,57600000.0,,259900000.0,,,,,2.21,192900000.0,,,,,170800000.0,13100000.0,,,,-3500000.0,,-49300000.0,48800000.0,,,9900000.0,,,188600000.0,,,-19500000.0,,141600000.0,,,,65900000.0,,,,,4436400000.0,,-4500000.0,,2594900000.0,,,,,,,13500000.0,,-23100000.0,,92800000.0,67400000.0,,161700000.0,,,-340100000.0,,,,,,59500000.0,,,,,,,,,,,,,,,,,,,,,,,,
