,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyBasicAverageShares,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,trailingSaleOfInvestment,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInvestmentsAndAdvances,annualTotalRevenue,annualPurchaseOfInvestment,trailingChangeInAccountPayable,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualNetPPE,annualCurrentAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualInterestExpense,annualBasicAverageShares,trailingChangesInAccountReceivables,annualSellingGeneralAndAdministration,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyCapitalStock,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualBasicEPS,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,trailingTaxProvision,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualCostOfRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyCurrentAssets,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualChangesInAccountReceivables,annualDilutedEPS,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyGoodwill,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,annualGoodwill,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1451520000,5301000000.0,57517000000.0,888000000.0,86000000.0,16030000000.0,,,-31000000.0,1106000000.0,,-700000000.0,-856000000.0,2326000000.0,,206000000.0,63339000000.0,1106000000.0,3285000000.0,861000000.0,780000000.0,,-5211000000.0,,677000000.0,138000000.0,138000000.0,1508000000.0,1414000000.0,,2470000000.0,16833000000.0,-1392000000.0,,626000000.0,,,16576000000.0,864000000.0,,16030000000.0,123000000.0,40148000000.0,-27000000.0,2612000000.0,63339000000.0,123000000.0,439000000.0,17000000.0,,206000000.0,6363000000.0,-268000000.0,,123000000.0,9206000000.0,,,198000000.0,1179000000.0,-13000000.0,,-150000000.0,,-218000000.0,,134000000.0,-1477000000.0,2470000000.0,1268000000.0,,123000000.0,46511000000.0,,-55000000.0,40148000000.0,1160000000.0,-7000000.0,1160000000.0,3753000000.0,4246000000.0,46723000000.0,5822000000.0,,-28000000.0,57000000.0,864000000.0,1997000000.0,874000000.0,67342000000.0,,,151000000.0,32000000.0,2326000000.0,245000000.0,145000000.0,773000000.0,484000000.0,,,677000000.0,-7000000.0,882000000.0,0.0,-5173000000.0,,,117000000.0,154000000.0,123000000.0,1.81,57517000000.0,,-300000000.0,,123000000.0,16576000000.0,,1414000000.0,0.0,1430000000.0,,46723000000.0,0.0,37000000.0,-111000000.0,439000000.0,,,902000000.0,,-20619000000.0,888000000.0,91000000.0,,12713000000.0,,0.0,1179000000.0,2612000000.0,27000000.0,-1420000000.0,5822000000.0,4120000000.0,,,-20619000000.0,,693000000.0,5301000000.0,811000000.0,,189000000.0,-1066000000.0,205000000.0,1997000000.0,-1511000000.0,,,635000000.0,487000000.0,-177000000.0,1.79,4167000000.0,-626000000.0,,46511000000.0,433000000.0,,6363000000.0,67342000000.0,,9206000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,59016000000.0,,,16522000000.0,,,19000000.0,,493000000.0,-174000000.0,,2372000000.0,,145000000.0,64650000000.0,1010000000.0,3182000000.0,,,,,,697000000.0,110000000.0,110000000.0,,,,2516000000.0,,,,,,,,,,,,41812000000.0,,,,142000000.0,453000000.0,27000000.0,,,,-463000000.0,,,9323000000.0,0.22,,203000000.0,853000000.0,20000000.0,,-65000000.0,,-219000000.0,,107000000.0,-1250000000.0,,,,,47786000000.0,,,,1173000000.0,,,,,,,,,3000000.0,831000000.0,,,,,,,-14000000.0,,439000000.0,210000000.0,,,,,697000000.0,-7000000.0,792000000.0,0.0,,,,,123000000.0,142000000.0,,,,,,142000000.0,16612000000.0,,1062000000.0,-577000000.0,,495000000.0,48044000000.0,,,-187000000.0,,,,823000000.0,,-21062000000.0,,146000000.0,,,,,,,-77000000.0,,5634000000.0,,,,,,,5179000000.0,1055000000.0,0.22,133000000.0,,95000000.0,2155000000.0,-1229000000.0,,,214000000.0,,,,3974000000.0,-2000000.0,,,117000000.0,,5974000000.0,69106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,59792000000.0,,,16525000000.0,,,47000000.0,,497000000.0,-696000000.0,,2407000000.0,,214000000.0,65927000000.0,1039000000.0,3069000000.0,,,,,,699000000.0,210000000.0,210000000.0,,,,2546000000.0,,,,,,,,,,,,42278000000.0,,,,189000000.0,469000000.0,23000000.0,,,,-299000000.0,,,9556000000.0,0.41,,207000000.0,1689000000.0,1000000.0,,244000000.0,,-221000000.0,,206000000.0,-1436000000.0,,,,,48929000000.0,,,,1187000000.0,,,,,,,,,3000000.0,748000000.0,,,,,,,-16000000.0,,282000000.0,-548000000.0,,,,,699000000.0,-7000000.0,1100000000.0,0.0,,,,,142000000.0,189000000.0,,,,,,189000000.0,16746000000.0,,1313000000.0,577000000.0,,498000000.0,48597000000.0,,,12000000.0,,,,1128000000.0,,-21496000000.0,,143000000.0,,,,,,,222000000.0,,6135000000.0,,,,,,,5137000000.0,726000000.0,0.41,417000000.0,,401000000.0,1793000000.0,-1422000000.0,,,757000000.0,,,,4169000000.0,-833000000.0,,,233000000.0,,6651000000.0,70093000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,60816000000.0,,,16528000000.0,,,-118000000.0,,501000000.0,-10000000.0,,2394000000.0,,144000000.0,66565000000.0,1233000000.0,3476000000.0,,,,,,694000000.0,391000000.0,391000000.0,,,,2597000000.0,,,,,,,,,,,,42689000000.0,,,,71000000.0,477000000.0,24000000.0,,,,-288000000.0,,,9850000000.0,0.77,,211000000.0,1305000000.0,-3000000.0,,10000000.0,,-238000000.0,,388000000.0,-1397000000.0,,,,,48959000000.0,,,,1185000000.0,,,,,,,,,70000000.0,676000000.0,,,,,,,-8000000.0,,298000000.0,-208000000.0,,,,,694000000.0,-7000000.0,1334000000.0,0.0,,,,,189000000.0,71000000.0,,,,,,71000000.0,17354000000.0,,1370000000.0,-128000000.0,,503000000.0,49430000000.0,,,70000000.0,,,,1366000000.0,,-21605000000.0,,438000000.0,,,,,,,461000000.0,,5749000000.0,,,,,,,5278000000.0,1467000000.0,0.77,176000000.0,,640000000.0,1958000000.0,-1477000000.0,,,-188000000.0,,,,4810000000.0,-88000000.0,,,294000000.0,,6270000000.0,71035000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,5751000000.0,62434000000.0,1407000000.0,240000000.0,16220000000.0,,,106000000.0,1252000000.0,,-420000000.0,-921000000.0,2279000000.0,,216000000.0,68598000000.0,1252000000.0,3007000000.0,1462000000.0,822000000.0,,-5526000000.0,,665000000.0,696000000.0,696000000.0,2177000000.0,1495000000.0,,2606000000.0,17666000000.0,-1352000000.0,,774000000.0,,,17940000000.0,706000000.0,,16220000000.0,177000000.0,42842000000.0,55000000.0,2755000000.0,68598000000.0,177000000.0,463000000.0,17000000.0,,216000000.0,7564000000.0,-302000000.0,,177000000.0,10213000000.0,,,208000000.0,2216000000.0,-62000000.0,,-9000000.0,,-243000000.0,,692000000.0,-1443000000.0,2606000000.0,1295000000.0,,177000000.0,50406000000.0,,180000000.0,42842000000.0,1226000000.0,-9000000.0,1226000000.0,4409000000.0,5046000000.0,50581000000.0,6164000000.0,,54000000.0,164000000.0,706000000.0,2323000000.0,1393000000.0,72595000000.0,,,123000000.0,14000000.0,2279000000.0,276000000.0,73000000.0,829000000.0,499000000.0,,,665000000.0,-9000000.0,1706000000.0,0.0,-5709000000.0,,,91000000.0,71000000.0,177000000.0,2.79,62434000000.0,,-169000000.0,,177000000.0,17940000000.0,,1495000000.0,-41000000.0,1171000000.0,,50581000000.0,-44000000.0,-24000000.0,160000000.0,463000000.0,,,1729000000.0,,-22014000000.0,1407000000.0,95000000.0,,12734000000.0,,0.0,2216000000.0,2755000000.0,856000000.0,-1300000000.0,6164000000.0,4932000000.0,,,-22014000000.0,,1030000000.0,5751000000.0,1161000000.0,,48000000.0,-1557000000.0,1041000000.0,2323000000.0,-1581000000.0,,,388000000.0,501000000.0,-473000000.0,2.78,4713000000.0,-634000000.0,,50406000000.0,386000000.0,,7564000000.0,72595000000.0,,10213000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,63184000000.0,,,16813000000.0,,,-13000000.0,,508000000.0,358000000.0,,2347000000.0,,168000000.0,69164000000.0,1197000000.0,2676000000.0,,,,,,712000000.0,579000000.0,579000000.0,,,,2701000000.0,,,,,,,,,,,,44021000000.0,,,,164000000.0,465000000.0,21000000.0,,,,-493000000.0,,,10488000000.0,1.13,,218000000.0,1463000000.0,-90000000.0,,-13000000.0,,-243000000.0,,576000000.0,-1235000000.0,,,,,50559000000.0,,,,1244000000.0,,,,,,,,,4000000.0,760000000.0,,,,,,,-2000000.0,,470000000.0,373000000.0,,,,,712000000.0,-9000000.0,1592000000.0,0.0,,,,,177000000.0,164000000.0,,,,,,164000000.0,18353000000.0,,1117000000.0,-1005000000.0,,511000000.0,51080000000.0,,,109000000.0,,,,1618000000.0,,-22487000000.0,,146000000.0,,,,,,,688000000.0,,5980000000.0,,,,,,,6070000000.0,1574000000.0,1.13,-11000000.0,,880000000.0,2014000000.0,-1216000000.0,,,-352000000.0,,,,4268000000.0,42000000.0,,,252000000.0,,6538000000.0,73567000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,63984000000.0,,,16616000000.0,,,14000000.0,,511000000.0,-76000000.0,,2360000000.0,,220000000.0,70055000000.0,1208000000.0,2790000000.0,,,,,,712000000.0,410000000.0,410000000.0,,,,2733000000.0,,,,,,,,,,,,44216000000.0,,,,178000000.0,501000000.0,13000000.0,,,,-324000000.0,,,10753000000.0,0.79,,225000000.0,1880000000.0,15000000.0,,32000000.0,,-245000000.0,,406000000.0,-1254000000.0,,,,,51164000000.0,,,,1234000000.0,,,,,,,,,4000000.0,771000000.0,,,,,,,-36000000.0,,324000000.0,-262000000.0,,,,,712000000.0,-8000000.0,1460000000.0,0.0,,,,,164000000.0,178000000.0,,,,,,178000000.0,18639000000.0,,1389000000.0,71000000.0,,513000000.0,51636000000.0,,,134000000.0,,,,1481000000.0,,-22924000000.0,,101000000.0,,,,,,,544000000.0,,6071000000.0,,,,,,,6205000000.0,1182000000.0,0.79,145000000.0,,748000000.0,1927000000.0,-1258000000.0,,,86000000.0,,,,4250000000.0,-349000000.0,,,264000000.0,,6948000000.0,74560000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,65143000000.0,,,16619000000.0,,,13000000.0,,513000000.0,517000000.0,,2333000000.0,,163000000.0,71526000000.0,1368000000.0,2908000000.0,,,,,,710000000.0,553000000.0,553000000.0,,,,2793000000.0,,,,,,,,,,,,44767000000.0,,,,191000000.0,498000000.0,25000000.0,,,,-254000000.0,,,11085000000.0,1.07,,220000000.0,1569000000.0,-26000000.0,,57000000.0,,-266000000.0,,550000000.0,-1461000000.0,,,,,52240000000.0,,,,1229000000.0,,,,,,,,,8000000.0,852000000.0,,,,,,,3000000.0,,249000000.0,-169000000.0,,,,,710000000.0,-8000000.0,1609000000.0,0.0,,,,,178000000.0,191000000.0,,,,,,191000000.0,19034000000.0,,1419000000.0,-313000000.0,,516000000.0,52523000000.0,,,160000000.0,,,,1643000000.0,,-22986000000.0,,98000000.0,,,,,,,713000000.0,,6383000000.0,,,,,,,6482000000.0,1981000000.0,1.07,54000000.0,,899000000.0,2271000000.0,-1464000000.0,,,-507000000.0,,,,4517000000.0,332000000.0,,,332000000.0,,7473000000.0,75509000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,6596000000.0,61731000000.0,1660000000.0,23000000.0,17753000000.0,,,258000000.0,1243000000.0,,-463000000.0,-1021000000.0,2130000000.0,,217000000.0,68012000000.0,1243000000.0,2951000000.0,2171000000.0,395000000.0,,-5650000000.0,,720000000.0,118000000.0,118000000.0,2956000000.0,1646000000.0,,2863000000.0,17135000000.0,-1323000000.0,,265000000.0,,,19220000000.0,1079000000.0,,17753000000.0,449000000.0,41411000000.0,511000000.0,2854000000.0,68012000000.0,449000000.0,481000000.0,13000000.0,,217000000.0,7129000000.0,-252000000.0,,449000000.0,5822000000.0,,,225000000.0,1376000000.0,-6000000.0,,97000000.0,,-267000000.0,,114000000.0,-1700000000.0,2863000000.0,1291000000.0,,449000000.0,48540000000.0,,173000000.0,41411000000.0,1221000000.0,-8000000.0,1221000000.0,5977000000.0,5913000000.0,53789000000.0,6281000000.0,,272000000.0,7000000.0,1079000000.0,2010000000.0,1646000000.0,77248000000.0,,,177000000.0,17000000.0,2130000000.0,248000000.0,125000000.0,888000000.0,512000000.0,,,720000000.0,-8000000.0,1149000000.0,0.0,-5641000000.0,,,72000000.0,191000000.0,449000000.0,3.21,61731000000.0,,-2785000000.0,,449000000.0,19220000000.0,,1646000000.0,-1538000000.0,-55000000.0,,53789000000.0,-107000000.0,-18000000.0,108000000.0,481000000.0,,,1171000000.0,,-23459000000.0,1660000000.0,50000000.0,,11325000000.0,,0.0,1376000000.0,2854000000.0,226000000.0,336000000.0,6281000000.0,5810000000.0,,,-23459000000.0,,1254000000.0,6596000000.0,1240000000.0,,77000000.0,-56000000.0,429000000.0,2010000000.0,-1703000000.0,,,718000000.0,513000000.0,67000000.0,3.21,4100000000.0,-81000000.0,,48540000000.0,406000000.0,,7129000000.0,77248000000.0,,5822000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,62299000000.0,,,17407000000.0,,,-305000000.0,,515000000.0,42000000.0,,2228000000.0,,145000000.0,68154000000.0,1222000000.0,2705000000.0,,,,,,752000000.0,445000000.0,445000000.0,,,,2842000000.0,,,,,,,,,,,,41251000000.0,,,,144000000.0,453000000.0,108000000.0,,,,-505000000.0,,,5990000000.0,0.86,,220000000.0,1361000000.0,-13000000.0,,24000000.0,,0.0,,442000000.0,-1475000000.0,,,,,48171000000.0,,,,1327000000.0,,,,,,,,,6000000.0,1166000000.0,,,,,,,28000000.0,,494000000.0,120000000.0,,,,,752000000.0,-13000000.0,1351000000.0,0.0,,,,,449000000.0,144000000.0,,,,,,144000000.0,19731000000.0,,1231000000.0,-650000000.0,,516000000.0,54341000000.0,,,51000000.0,,,,1468000000.0,,-23811000000.0,,35000000.0,,,,,,,496000000.0,,5855000000.0,,,,,,,7043000000.0,1512000000.0,0.86,-2000000.0,,599000000.0,1964000000.0,-1470000000.0,,,-342000000.0,,,,4056000000.0,139000000.0,,,178000000.0,,6920000000.0,78152000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,63522000000.0,,,17612000000.0,,,373000000.0,,516000000.0,-186000000.0,,2247000000.0,,209000000.0,69889000000.0,1169000000.0,2828000000.0,,,,,,746000000.0,-980000000.0,-980000000.0,,,,2828000000.0,,,,,2125000000.0,,,,,,,41042000000.0,,,,517000000.0,487000000.0,-2019000000.0,,,,-310000000.0,,,5667000000.0,-1.91,,226000000.0,1643000000.0,23000000.0,,15000000.0,,,,-984000000.0,-1420000000.0,,,,,50828000000.0,,,,1353000000.0,,,,,,,,,9000000.0,609000000.0,,,,,,,-34000000.0,,308000000.0,-131000000.0,,,,,746000000.0,-13000000.0,1406000000.0,0.0,,,,,144000000.0,517000000.0,,,,,,517000000.0,18809000000.0,,1477000000.0,-532000000.0,,516000000.0,55154000000.0,,,-593000000.0,,,,-601000000.0,,-24288000000.0,,47000000.0,,,,,,,-1573000000.0,,6367000000.0,,,,,,,6057000000.0,1241000000.0,-1.91,43000000.0,,660000000.0,4398000000.0,-1427000000.0,,,552000000.0,,,,4234000000.0,1755000000.0,,,-323000000.0,,9786000000.0,79442000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,65036000000.0,,,18407000000.0,,,-87000000.0,,517000000.0,-212000000.0,,2351000000.0,,151000000.0,71385000000.0,1297000000.0,2936000000.0,,,,,,759000000.0,567000000.0,567000000.0,,,,2917000000.0,,,,,10000000.0,,,,,,,42200000000.0,,,,430000000.0,505000000.0,114000000.0,,,,-350000000.0,,,5822000000.0,1.09,,232000000.0,943000000.0,4000000.0,,206000000.0,,,,564000000.0,-1722000000.0,,,,,51689000000.0,,,,1418000000.0,,,,,,,,,4000000.0,927000000.0,,,,,,,-18000000.0,,319000000.0,-190000000.0,,,,,759000000.0,-12000000.0,1445000000.0,0.0,,,,,517000000.0,430000000.0,,,,,,430000000.0,19444000000.0,,1699000000.0,-775000000.0,,517000000.0,56205000000.0,,,15000000.0,,,,1573000000.0,,-24310000000.0,,55000000.0,,,,,,,582000000.0,,6349000000.0,,,,,,,6623000000.0,1483000000.0,1.09,55000000.0,,686000000.0,4693000000.0,-1695000000.0,,,152000000.0,,,,4381000000.0,-53000000.0,,,155000000.0,,9489000000.0,80515000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-250000000.0,67800000000.0,-6837000000.0,23000000.0,,,,1238000000.0,1148000000.0,,-1406000000.0,0.0,2464000000.0,,228000000.0,76995000000.0,1148000000.0,3176000000.0,-10129000000.0,200000000.0,,-6564000000.0,,779000000.0,-6869000000.0,-6869000000.0,2071000000.0,1975000000.0,,2730000000.0,16759000000.0,-1485000000.0,,158000000.0,,,12651000000.0,681000000.0,,,1668000000.0,22397000000.0,-3292000000.0,3036000000.0,76995000000.0,1668000000.0,554000000.0,-9557000000.0,,228000000.0,41695000000.0,-320000000.0,,1668000000.0,3281000000.0,,,251000000.0,21995000000.0,-34000000.0,,164000000.0,,0.0,,-6873000000.0,-1947000000.0,2730000000.0,1412000000.0,,1668000000.0,64092000000.0,,409000000.0,22397000000.0,1480000000.0,-9000000.0,1480000000.0,4752000000.0,-6164000000.0,58557000000.0,9195000000.0,,1219000000.0,4000000.0,681000000.0,15737000000.0,-6851000000.0,83272000000.0,,,456000000.0,-49000000.0,2464000000.0,291000000.0,80000000.0,929000000.0,517000000.0,,,779000000.0,-9000000.0,912000000.0,0.0,-6514000000.0,,,-11347000000.0,430000000.0,1668000000.0,-13.25,67800000000.0,,-2502000000.0,,1668000000.0,12651000000.0,,1975000000.0,-545000000.0,3031000000.0,,58557000000.0,-20000000.0,-73000000.0,-2765000000.0,554000000.0,,,-8604000000.0,,-24715000000.0,-6837000000.0,63000000.0,,11652000000.0,,0.0,21995000000.0,3036000000.0,-9634000000.0,-1762000000.0,9195000000.0,5107000000.0,,,-24715000000.0,,-2532000000.0,-250000000.0,516000000.0,,62000000.0,10927000000.0,133000000.0,15737000000.0,-1922000000.0,,,2669000000.0,517000000.0,-121000000.0,-13.25,4088000000.0,9086000000.0,,64092000000.0,-2542000000.0,,41695000000.0,83272000000.0,,3281000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,71594000000.0,,,350000000.0,,,1297000000.0,,526000000.0,1020000000.0,,41595000000.0,,1000000.0,82287000000.0,1319000000.0,3025000000.0,,,,,,797000000.0,136000000.0,136000000.0,,,,2932000000.0,,,,,,,,,,,,64350000000.0,,,,2964000000.0,536000000.0,-56000000.0,,,,-372000000.0,,,3273000000.0,0.25,,103000000.0,,-24000000.0,,-180000000.0,,,,133000000.0,-1247000000.0,,,,,69158000000.0,,,,1467000000.0,,,,,,,,,3000000.0,844000000.0,,,,,,,18000000.0,,346000000.0,-31000000.0,,,,,797000000.0,-9000000.0,986000000.0,0.0,,,,,1675000000.0,2964000000.0,,,,,,2964000000.0,12877000000.0,,867000000.0,-111000000.0,,527000000.0,61975000000.0,,,-84000000.0,,,,952000000.0,,-25220000000.0,,85000000.0,,,,,,,52000000.0,,10693000000.0,,,,,,,-114000000.0,2244000000.0,0.25,10000000.0,,189000000.0,1603000000.0,-1224000000.0,,,300000000.0,,,,4011000000.0,1297000000.0,,,4000000.0,,4808000000.0,87195000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,72810000000.0,,,1500000000.0,,,494000000.0,,529000000.0,-673000000.0,,44967000000.0,,5000000.0,84387000000.0,1260000000.0,2887000000.0,,,,,,796000000.0,-2549000000.0,-2549000000.0,,,,3016000000.0,,,,,,,,,,,,68082000000.0,,,,3459000000.0,608000000.0,-3890000000.0,,,,-175000000.0,,,2354000000.0,-4.83,,60000000.0,,18000000.0,,339000000.0,,,,-2553000000.0,-1187000000.0,,,,,73793000000.0,,,,1465000000.0,,,,,,,,,3000000.0,747000000.0,,,,,,,-59000000.0,,171000000.0,-23000000.0,,,,,796000000.0,-9000000.0,1056000000.0,0.0,,,,,2964000000.0,3459000000.0,,,,,,3459000000.0,10342000000.0,,1679000000.0,-350000000.0,,529000000.0,62913000000.0,,,-1119000000.0,,,,-2812000000.0,,-25727000000.0,,0.0,,,,,,,-3668000000.0,,11577000000.0,,,,,,,-2663000000.0,513000000.0,-4.83,88000000.0,,260000000.0,1518000000.0,-1186000000.0,,,1168000000.0,,,,3943000000.0,3097000000.0,,,-919000000.0,,5711000000.0,88640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,74136000000.0,,,1500000000.0,12000000.0,,-489000000.0,,529000000.0,-472000000.0,,47566000000.0,15920000000.0,5000000.0,85713000000.0,1397000000.0,3344000000.0,,,1099000000.0,,148000000.0,840000000.0,-1616000000.0,-1616000000.0,,,-6197000000.0,3061000000.0,,,535000000.0,,,16474000000.0,,,-1194000000.0,,,70250000000.0,,,,2970000000.0,635000000.0,-2559000000.0,2970000000.0,,,-327000000.0,4154000000.0,,1721000000.0,-3.06,4583000000.0,52000000.0,,20000000.0,-16062000000.0,212000000.0,,,830000000.0,-1619000000.0,-1816000000.0,,,,,76722000000.0,,,,1538000000.0,,,,,,,-15595000000.0,,2000000.0,991000000.0,,,,-10912000000.0,2540000000.0,,-27000000.0,,291000000.0,-210000000.0,,,-184000000.0,,840000000.0,-9000000.0,1088000000.0,0.0,,-4090000000.0,-1009000000.0,,3459000000.0,2970000000.0,,,-6114000000.0,,4042000000.0,2970000000.0,8739000000.0,466000000.0,1844000000.0,-3000000.0,,529000000.0,63759000000.0,,,-729000000.0,,-117000000.0,-4697000000.0,-1453000000.0,-20000000.0,-25923000000.0,,0.0,3212000000.0,,439000000.0,,,,-2345000000.0,,11577000000.0,,-1531000000.0,3212000000.0,,,,-4279000000.0,1310000000.0,-3.06,279000000.0,,248000000.0,1857000000.0,-1782000000.0,-10898000000.0,12432000000.0,17000000.0,,,,4432000000.0,2440000000.0,430000000.0,,-633000000.0,,6472000000.0,89682000000.0,-10898000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
